sale_id,date_id,project_id,unit_type_id,customer_id,channel_id,area_sqm,price_per_sqm,contract_value,down_payment,remaining_balance,down_payment_pct,payment_plan,commission_pct,commission_amount,contract_status,is_investor_buyer
SL00459,20230218,PJ03,UT04,CUS0005,CH01,200.5,33718,6760000.0,1690000.0,5070000.0,25.0,10-Year Installment,0.029,196000.0,Signed,False
SL00460,20230409,PJ05,UT02,CUS0051,CH04,77.0,41785,3217000.0,483000.0,2734000.0,15.0,7-Year Installment,0.0,0.0,Signed,False
SL00461,20230408,PJ05,UT08,CUS0121,CH02,247.4,49186,12169000.0,2434000.0,9735000.0,20.0,10-Year Installment,0.0,0.0,Signed,False
SL00462,20240503,PJ03,UT08,CUS0010,CH02,149.3,56816,8483000.0,1272000.0,7211000.0,15.0,10-Year Installment,0.0,0.0,Signed,True
SL00463,20240718,PJ02,UT04,CUS0064,CH02,222.0,37800,8392000.0,839000.0,0.0,10.0,5-Year Installment,0.0,0.0,Under Review,True
SL00464,20240312,PJ06,UT05,CUS0119,CH02,310.1,47560,14748000.0,2950000.0,11798000.0,20.0,10-Year Installment,0.0,0.0,Signed,False
SL00465,20241209,PJ01,UT06,CUS0053,CH02,335.5,40446,13570000.0,2036000.0,11534000.0,15.0,7-Year Installment,0.0,0.0,Signed,False
SL00466,20230902,PJ08,UT03,CUS0092,CH01,119.8,39874,4777000.0,1433000.0,0.0,30.0,7-Year Installment,0.021,100300.0,Under Review,False
SL00467,20230722,PJ07,UT01,CUS0010,CH01,37.0,49456,1830000.0,366000.0,1464000.0,20.0,5-Year Installment,0.024,43900.0,Signed,True
SL00468,20240830,PJ07,UT02,CUS0076,CH03,73.3,53321,3908000.0,586000.0,3322000.0,15.0,7-Year Installment,0.0,0.0,Signed,False
SL00469,20230702,PJ04,UT02,CUS0016,CH01,83.1,35854,2979000.0,298000.0,2681000.0,,7-Year Installment,0.025,74500.0,Signed,False
SL00470,20241122,PJ07,UT02,CUS0021,CH05,84.2,54430,4583000.0,917000.0,3666000.0,20.0,7-Year Installment,0.015,68700.0,SIGNED,True
SL00471,20230111,PJ06,UT05,CUS0104,CH04,323.3,42138,13623000.0,3406000.0,10217000.0,25.0,10-Year Installment,0.0,0.0,Signed,False
SL00472,20241214,PJ02,UT06,CUS0149,CH02,351.1,35852,12588000.0,3776000.0,8812000.0,30.0,10-Year Installment,0.0,0.0,Signed,False
SL00473,20230207,PJ05,UT04,CUS0082,CH02,213.9,34536,7387000.0,2216000.0,5171000.0,30.0,7-Year Installment,0.0,0.0,Signed,False
SL00474,20241025,PJ01,UT06,CUS0090,CH03,339.8,39504,13423000.0,2685000.0,10738000.0,20.0,Cash,0.0,0.0,Signed,False
SL00475,20240125,PJ03,UT04,CUS0070,CH03,192.7,36523,7038000.0,1056000.0,0.0,15.0,5-Year Installment,0.0,0.0,Under Review,False
SL00476,20241224,PJ07,UT06,CUS0109,CH03,285.6,42434,12119000.0,2424000.0,9695000.0,20.0,10-Year Installment,0.0,0.0,Signed,True
SL00477,20230305,PJ10,UT03,CUS0028,CH03,153.9,28498,4386000.0,1096000.0,3290000.0,25.0,7-Year Installment,0.0,0.0,Signed,False
SL00478,20240217,PJ10,UT02,CUS0075,CH01,89.9,34911,3138000.0,628000.0,2510000.0,20.0,10-Year Installment,0.026,81600.0,Signed,True
SL00479,20241128,PJ07,UT03,CUS0094,CH01,130.6,51031,6665000.0,2000000.0,4665000.0,30.0,7-Year Installment,0.034,226600.0,SIGNED,False
SL00480,20240121,PJ05,UT04,CUS0095,CH03,174.7,40687,7108000.0,711000.0,6397000.0,10.0,7-Year Installment,0.0,0.0,Signed,True
SL00481,20240417,PJ05,UT03,CUS0052,CH01,136.9,43325,5931000.0,1186000.0,4745000.0,20.0,10-Year Installment,0.036,213500.0,Signed,True
SL00482,20240611,PJ08,UT02,CUS0145,CH02,84.8,47472,4026000.0,805000.0,3221000.0,20.0,7-Year Installment,0.0,0.0,Signed,False
SL00483,20231205,PJ01,UT06,CUS0113,CH02,364.4,32953,12008000.0,3602000.0,8406000.0,30.0,7-Year Installment,,0.0,Signed,True
SL00484,20240416,PJ02,UT03,CUS0091,CH02,130.9,43556,5701000.0,1425000.0,4276000.0,25.0,7-Year Installment,0.0,0.0,Signed,False
SL00485,20240313,PJ02,UT04,CUS0067,CH02,199.0,41091,8177000.0,1635000.0,0.0,20.0,7-Year Installment,0.0,0.0,Under Review,False
SL00486,20241101,PJ05,UT04,CUS0142,CH02,191.1,41751,7979000.0,1197000.0,6782000.0,15.0,10-Year Installment,0.0,0.0,Signed,True
SL00487,20230209,PJ02,UT03,CUS0006,CH01,110.4,35860,3959000.0,396000.0,3563000.0,10.0,7-Year Installment,,142500.0,Signed,True
SL00488,20230810,PJ05,UT03,CUS0018,CH03,136.0,37071,5042000.0,1260000.0,3782000.0,25.0,10-Year Installment,0.0,0.0,Signed,False
SL00489,20241202,PJ04,UT05,CUS0106,CH02,283.9,49996,14194000.0,3548000.0,10646000.0,25.0,7-Year Installment,,0.0,Signed,False
SL00490,20241024,PJ05,UT04,CUS0023,CH03,230.7,42599,9828000.0,983000.0,8845000.0,10.0,10-Year Installment,0.0,0.0,Signed,True
SL00491,20231206,PJ01,UT06,CUS0061,CH04,333.9,34448,11502000.0,1725000.0,9777000.0,15.0,5-Year Installment,0.0,0.0,Signed,False
SL00492,20240410,PJ01,UT07,CUS0075,CH01,436.9,35746,15617000.0,2343000.0,0.0,15.0,5-Year Installment,0.029,452900.0,Under Review,True
SL00493,20230808,PJ05,UT08,CUS0108,CH01,116.3,48467,5637000.0,1691000.0,3946000.0,,7-Year Installment,0.029,163500.0,Signed,False
SL00494,20230603,PJ01,UT07,CUS0108,CH01,492.8,28555,14072000.0,2814000.0,0.0,20.0,10-Year Installment,0.024,337700.0,Under Review,False
SL00495,20231123,PJ07,UT01,CUS0097,CH05,47.1,49426,2328000.0,349000.0,1979000.0,15.0,5-Year Installment,0.02,46600.0,Signed,False
SL00496,20230929,PJ01,UT06,CUS0032,CH02,286.5,33131,9492000.0,949000.0,8543000.0,10.0,7-Year Installment,0.0,0.0,Signed,False
SL00497,20240331,PJ08,UT02,CUS0008,CH02,73.6,49629,3653000.0,1096000.0,2557000.0,30.0,7-Year Installment,0.0,0.0,Signed,False
SL00498,20230308,PJ01,UT06,CUS0100,CH01,314.8,34741,10936000.0,1094000.0,9842000.0,10.0,10-Year Installment ,0.04,437400.0,Signed,True
SL00499,20241216,PJ05,UT05,CUS0143,CH03,256.7,53877,13830000.0,2074000.0,11756000.0,15.0,5-Year Installment,0.0,0.0,Signed,False
SL00500,20241223,PJ04,UT02,CUS0091,CH02,70.0,43395,3038000.0,911000.0,2127000.0,30.0,5-Year Installment,0.0,0.0,Signed,False
SL00501,20240613,PJ07,UT01,CUS0109,CH01,51.6,58703,3029000.0,909000.0,2120000.0,30.0,10-Year Installment,0.03,90900.0,Signed,True
SL00502,20240201,PJ01,UT06,CUS0088,CH01,256.6,38711,9933000.0,2980000.0,6953000.0,30.0,5-Year Installment,,307900.0,Signed,False
SL00503,20230829,PJ02,UT07,CUS0041,CH02,555.5,27587,15325000.0,3065000.0,0.0,20.0,5-Year Installment,0.0,0.0,Under Review,False
SL00504,20240831,PJ06,UT06,CUS0072,CH01,361.1,31626,11420000.0,2284000.0,9136000.0,20.0,5-Year Installment,0.021,239800.0,Signed,False
SL00505,20240530,PJ01,UT07,CUS0035,CH03,388.1,36368,14114000.0,2117000.0,11997000.0,15.0,Cash,0.0,0.0,Signed,False
SL00506,20230526,PJ07,UT03,CUS0058,CH05,142.6,40010,5705000.0,856000.0,4849000.0,15.0,7-Year Installment,0.01,57000.0,Signed,False
SL00507,20241107,PJ01,UT06,CUS0049,CH01,270.9,38289,10372000.0,1037000.0,9335000.0,10.0,10-Year Installment,0.028,290400.0,Signed,False
SL00508,20240906,PJ04,UT02,CUS0078,CH04,67.0,43133,2890000.0,289000.0,2601000.0,10.0,10-Year Installment,0.0,0.0,Signed,False
SL00509,20241202,PJ01,UT06,CUS0083,CH02,253.2,40731,10313000.0,2063000.0,8250000.0,,7-Year Installment,0.0,0.0,Signed,True
SL00510,20240626,PJ08,UT01,CUS0048,CH01,52.1,52817,2752000.0,550000.0,2202000.0,20.0,10-Year Installment,0.02,55000.0,Signed,False
SL00511,20240404,PJ10,UT03,CUS0016,CH02,124.5,32706,4072000.0,1018000.0,3054000.0,25.0,10-Year Installment,0.0,0.0,Signed,False
SL00512,20231005,PJ08,UT01,CUS0079,CH03,54.6,44040,0.0,0.0,0.0,10.0,5-Year Installment,0.0,0.0,Cancelled,False
SL00513,20241020,PJ08,UT01,CUS0070,CH02,36.4,51789,1885000.0,471000.0,1414000.0,25.0,Cash,0.0,0.0,Signed,False
SL00514,20241008,PJ04,UT05,CUS0102,CH04,204.8,48582,9950000.0,1990000.0,7960000.0,20.0,7-Year Installment,0.0,0.0,Signed,True
SL00515,20230218,PJ07,UT02,CUS0012,CH01,81.8,44782,3663000.0,916000.0,2747000.0,25.0,Cash,0.021,76900.0,Signed,False
SL00516,20230123,PJ01,UT07,CUS0099,CH04,457.5,30960,14164000.0,2833000.0,11331000.0,20.0,5-Year Installment,0.0,0.0,Signed,True
SL00517,20230904,PJ07,UT02,CUS0139,CH02,82.9,43306,3590000.0,718000.0,2872000.0,20.0,7-Year Installment,0.0,0.0,Signed,True
SL00518,20240829,PJ04,UT03,CUS0019,CH03,124.7,38658,4821000.0,1205000.0,3616000.0,25.0,7-Year Installment,0.0,0.0,Signed,False
SL00519,20241218,PJ08,UT03,CUS0104,CH03,111.9,47493,5314000.0,1594000.0,3720000.0,30.0,5-Year Installment,0.0,0.0,Signed,False
SL00520,20230519,PJ08,UT02,CUS0099,CH02,79.3,41794,3314000.0,497000.0,2817000.0,15.0,5-Year Installment,0.0,0.0,SIGNED,True
SL00521,20240320,PJ10,UT02,CUS0112,CH03,76.0,36397,2766000.0,830000.0,1936000.0,30.0,5-Year Installment,0.0,0.0,Signed,False
SL00522,20231018,PJ03,UT08,CUS0067,CH01,237.6,47615,11313000.0,2828000.0,8485000.0,25.0,10-Year Installment,0.031,350700.0,Signed,False
SL00523,20241214,PJ04,UT02,CUS0016,CH01,84.8,39884,3382000.0,846000.0,2536000.0,25.0,10-Year Installment,0.035,118400.0,Signed,False
SL00524,20240921,PJ01,UT06,CUS0037,CH05,321.5,39132,12581000.0,1258000.0,11323000.0,10.0,10-Year Installment,0.012,151000.0,Signed,False
SL00525,20240815,PJ08,UT03,CUS0071,CH02,118.9,45817,5448000.0,817000.0,4631000.0,15.0,10-Year Installment,0.0,0.0,Signed,False
SL00526,20231128,PJ07,UT02,CUS0081,CH03,71.8,46766,3358000.0,840000.0,2518000.0,25.0,7-Year Installment,0.0,0.0,Signed,False
SL00527,20231110,PJ06,UT05,CUS0073,CH03,211.7,43222,9150000.0,2288000.0,6862000.0,25.0,5-Year Installment ,0.0,0.0,Signed,False
SL00528,20230806,PJ04,UT04,CUS0112,CH03,224.3,31500,7065000.0,2120000.0,4945000.0,30.0,7-Year Installment,0.0,0.0,Signed,False
SL00529,20230218,PJ02,UT04,CUS0078,CH02,186.1,32972,6136000.0,1534000.0,4602000.0,25.0,5-Year Installment,0.0,0.0,Signed,False
SL00530,20241007,PJ09,UT08,CUS0038,CH03,87.4,72285,6318000.0,948000.0,5370000.0,15.0,7-Year Installment,0.0,0.0,Signed,False
SL00531,20240830,PJ01,UT07,CUS0019,CH04,530.7,34693,18412000.0,1841000.0,16571000.0,10.0,Cash,0.0,0.0,Signed,False
SL00532,20241231,PJ07,UT06,CUS0075,CH05,302.7,39912,12081000.0,3020000.0,9061000.0,25.0,10-Year Installment,0.017,205400.0,Signed,True
SL00533,20241230,PJ05,UT08,CUS0093,CH02,166.3,61131,10166000.0,1017000.0,9149000.0,10.0,7-Year Installment,0.0,0.0,Signed,False
SL00534,20240218,PJ09,UT08,CUS0077,CH03,203.7,67301,13709000.0,4113000.0,9596000.0,30.0,5-Year Installment,0.0,0.0,Signed,True
SL00535,20240802,PJ06,UT05,CUS0064,CH02,292.0,48582,14186000.0,4256000.0,9930000.0,,10-Year Installment,0.0,0.0,Signed,True
SL00536,20241129,PJ06,UT04,CUS0013,CH01,232.4,37586,8735000.0,1747000.0,6988000.0,20.0,7-Year Installment,0.029,253300.0,Signed,True
SL00537,20240821,PJ07,UT02,CUS0131,CH04,71.3,55507,3958000.0,990000.0,2968000.0,25.0,7-Year Installment,0.0,0.0,Signed,False
SL00538,20230706,PJ08,UT03,CUS0101,CH05,137.5,37911,5213000.0,1043000.0,4170000.0,20.0,10-Year Installment,0.018,93800.0,Signed,False
SL00539,20231203,PJ02,UT08,CUS0144,CH05,147.2,49886,7343000.0,1469000.0,5874000.0,20.0,10-Year Installment,0.018,132200.0,Signed,False
SL00540,20230418,PJ06,UT04,CUS0106,CH02,173.1,30589,5295000.0,1588000.0,3707000.0,,7-Year Installment,0.0,0.0,Signed,False
SL00541,20241112,PJ07,UT06,CUS0120,CH03,338.0,40966,13847000.0,4154000.0,9693000.0,30.0,7-Year Installment,0.0,0.0,Signed,False
SL00542,20240419,PJ07,UT03,CUS0071,CH02,151.2,50674,7662000.0,1916000.0,5746000.0,25.0,10-Year Installment,0.0,0.0,Signed,False
SL00543,20230706,PJ02,UT03,CUS0088,CH03,120.3,35215,0.0,0.0,0.0,15.0,5-Year Installment,0.0,0.0,Cancelled,False
SL00544,20240520,PJ06,UT04,CUS0029,CH01,187.8,36966,6942000.0,694000.0,6248000.0,10.0,10-Year Installment,0.03,208300.0,Signed,False
SL00545,20240408,PJ01,UT07,CUS0114,CH03,357.2,36346,12983000.0,1298000.0,11685000.0,10.0,7-Year Installment,0.0,0.0,Signed,False
SL00546,20231003,PJ02,UT08,CUS0045,CH03,194.5,48151,9365000.0,2341000.0,7024000.0,25.0,5-Year Installment,0.0,0.0,Signed,False
SL00547,20230405,PJ03,UT02,CUS0043,CH05,65.9,37334,0.0,0.0,0.0,25.0,7-Year Installment,0.017,0.0,Cancelled,False
SL00548,20240520,PJ03,UT02,CUS0113,CH01,78.7,44576,3508000.0,351000.0,3157000.0,10.0,10-Year Installment,0.032,112300.0,Signed,True
SL00549,20240123,PJ08,UT02,CUS0050,CH03,76.0,48064,3653000.0,548000.0,3105000.0,15.0,Cash,0.0,0.0,Signed,True
SL00550,20240716,PJ07,UT02,CUS0044,CH01,76.8,50265,3860000.0,579000.0,3281000.0,15.0,5-Year Installment,0.03,115800.0,Signed,True
SL00551,20240118,PJ02,UT04,CUS0002,CH01,197.5,37861,7478000.0,2243000.0,5235000.0,30.0,5-Year Installment,0.037,276700.0,Signed,False
SL00552,20240928,PJ03,UT03,CUS0041,CH01,133.1,41385,5508000.0,1652000.0,3856000.0,30.0,10-Year Installment,0.021,115700.0,Signed,False
SL00553,20240215,PJ09,UT08,CUS0104,CH02,283.1,73757,20881000.0,3132000.0,17749000.0,15.0,Cash,0.0,0.0,Signed,False
SL00554,20240223,PJ06,UT05,CUS0074,CH02,322.6,50438,16271000.0,4068000.0,12203000.0,25.0,10-Year Installment,0.0,0.0,Signed,False
SL00555,20241015,PJ06,UT04,CUS0033,CH03,229.5,35567,8163000.0,1224000.0,6939000.0,15.0,7-Year Installment,0.0,0.0,Signed,False
SL00556,20231103,PJ05,UT05,CUS0130,CH04,290.8,49737,14464000.0,1446000.0,13018000.0,10.0,7-Year Installment,0.0,0.0,Signed,False
SL00557,20230421,PJ04,UT04,CUS0069,CH02,202.2,30769,6221000.0,933000.0,5288000.0,15.0,Cash,0.0,0.0,Signed,False
SL00558,20230125,PJ05,UT02,CUS0128,CH01,70.3,39560,2781000.0,278000.0,0.0,10.0,10-Year Installment,0.033,91800.0,Under Review,False
SL00559,20240724,PJ05,UT08,CUS0133,CH03,295.7,60694,17947000.0,2692000.0,15255000.0,15.0,Cash,0.0,0.0,Signed,False
SL00560,20240410,PJ09,UT08,CUS0146,CH03,238.1,73499,17500000.0,4375000.0,13125000.0,25.0,5-Year Installment,0.0,0.0,Signed,False
SL00561,20240616,PJ05,UT04,CUS0043,CH02,224.7,43262,9721000.0,2916000.0,6805000.0,30.0,10-Year Installment,0.0,0.0,Signed,False
SL00562,20230620,PJ08,UT01,CUS0038,CH05,54.2,44520,2413000.0,483000.0,1930000.0,20.0,7-Year Installment,0.011,26500.0,Signed,False
SL00563,20230423,PJ09,UT08,CUS0086,CH02,83.3,58955,4911000.0,491000.0,4420000.0,10.0,5-Year Installment,0.0,0.0,Signed,True
SL00564,20230113,PJ06,UT03,CUS0086,CH03,127.9,33977,0.0,0.0,0.0,15.0,7-Year Installment,,0.0,Cancelled,True
SL00565,20230821,PJ07,UT01,CUS0008,CH03,41.3,51394,2123000.0,318000.0,1805000.0,15.0,5-Year Installment,0.0,0.0,Signed,False
SL00566,20240317,PJ01,UT06,CUS0110,CH02,307.7,41611,12804000.0,2561000.0,10243000.0,20.0,7-Year Installment,0.0,0.0,Signed,False
SL00567,20231026,PJ03,UT08,CUS0098,CH01,113.2,46882,5307000.0,1327000.0,3980000.0,25.0,7-Year Installment,0.039,207000.0,Signed,True
SL00568,20231125,PJ06,UT03,CUS0024,CH03,147.4,31905,4703000.0,1411000.0,3292000.0,30.0,5-Year Installment,0.0,0.0,SIGNED,False
SL00569,20240923,PJ08,UT02,CUS0101,CH03,86.5,50748,4390000.0,1317000.0,3073000.0,30.0,5-Year Installment,0.0,0.0,Signed,False
SL00570,20230925,PJ01,UT07,CUS0025,CH02,542.8,30747,16689000.0,4172000.0,12517000.0,25.0,7-Year Installment,0.0,0.0,Signed,False
SL00571,20240113,PJ05,UT03,CUS0116,CH04,151.8,45176,6858000.0,1714000.0,5144000.0,25.0,10-Year Installment,0.0,0.0,Signed,True
SL00572,20240812,PJ06,UT05,CUS0038,CH01,292.4,49223,14393000.0,2879000.0,11514000.0,20.0,Cash,0.025,359800.0,Signed,False
SL00573,20231029,PJ02,UT03,CUS0103,CH01,124.0,35661,4422000.0,442000.0,3980000.0,10.0,7-Year Installment,0.026,115000.0,Signed,False
SL00574,20240411,PJ01,UT06,CUS0011,CH04,272.6,40624,11074000.0,2215000.0,8859000.0,20.0,5-Year Installment,0.0,0.0,Signed,False
SL00575,20241005,PJ02,UT04,CUS0029,CH01,206.8,41622,8607000.0,1291000.0,7316000.0,15.0,7-Year Installment,0.026,223800.0,SIGNED,False
SL00576,20241202,PJ06,UT03,CUS0019,CH02,118.5,40566,4807000.0,1442000.0,3365000.0,30.0,7-Year Installment,0.0,0.0,SIGNED,False
SL00577,20230502,PJ01,UT06,CUS0102,CH02,303.6,32075,9738000.0,1461000.0,8277000.0,15.0,10-Year Installment,0.0,0.0,Signed,True
SL00578,20241117,PJ01,UT06,CUS0017,CH01,375.5,40185,15089000.0,1509000.0,13580000.0,10.0,5-Year Installment,0.032,482800.0,Signed,False
SL00579,20231227,PJ05,UT04,CUS0028,CH02,226.9,35435,8040000.0,2412000.0,5628000.0,30.0,10-Year Installment,0.0,0.0,Signed,False
SL00580,20230726,PJ05,UT04,CUS0115,CH01,212.3,34875,7404000.0,1851000.0,5553000.0,25.0,5-Year Installment,0.021,155500.0,Signed,False
SL00581,20231208,PJ06,UT06,CUS0082,CH01,360.0,26192,9429000.0,1886000.0,7543000.0,20.0,10-Year Installment,0.026,245200.0,Signed,False
SL00582,20241210,PJ08,UT02,CUS0114,CH01,77.1,49500,3816000.0,954000.0,2862000.0,25.0,7-Year Installment,0.029,110700.0,Signed,False
SL00583,20231227,PJ02,UT08,CUS0111,CH04,78.1,46505,3632000.0,363000.0,3269000.0,10.0,10-Year Installment,0.0,0.0,Signed,False
SL00584,20230911,PJ05,UT04,CUS0130,CH04,173.0,35206,6091000.0,609000.0,5482000.0,10.0,10-Year Installment,0.0,0.0,Signed,False
SL00585,20240421,PJ06,UT06,CUS0102,CH01,378.0,31281,11824000.0,3547000.0,8277000.0,30.0,5-Year Installment,0.04,473000.0,Signed,True
SL00586,20230703,PJ08,UT03,CUS0042,CH01,143.1,39843,5702000.0,1426000.0,4276000.0,25.0,10-Year Installment,0.035,199600.0,Signed,True
SL00587,20230323,PJ08,UT03,CUS0099,CH02,141.0,38868,5480000.0,1096000.0,4384000.0,20.0,5-Year Installment,0.0,0.0,Signed,True
SL00588,20230417,PJ04,UT02,CUS0103,CH03,87.3,33594,2933000.0,440000.0,2493000.0,15.0,10-Year Installment,0.0,0.0,Signed,False
SL00589,20230417,PJ02,UT08,CUS0089,CH01,274.9,47395,13029000.0,1954000.0,0.0,15.0,7-Year Installment,0.029,377800.0,Under Review,False
SL00590,20230506,PJ06,UT04,CUS0122,CH01,209.0,30030,6276000.0,1569000.0,4707000.0,25.0,Cash,0.035,219700.0,Signed,True
SL00591,20230425,PJ03,UT04,CUS0022,CH02,176.8,32264,5704000.0,1141000.0,4563000.0,20.0,5-Year Installment,0.0,0.0,Signed,False
SL00592,20240513,PJ07,UT06,CUS0081,CH04,359.1,41326,14840000.0,3710000.0,11130000.0,25.0,Cash,0.0,0.0,Signed,False
SL00593,20230529,PJ06,UT03,CUS0085,CH01,141.4,34493,4877000.0,1463000.0,3414000.0,30.0,7-Year Installment,0.034,165800.0,Signed,False
SL00594,20230924,PJ05,UT08,CUS0119,CH01,263.7,48773,12861000.0,1929000.0,10932000.0,15.0,7-Year Installment ,0.029,373000.0,SIGNED,False
SL00595,20240918,PJ08,UT01,CUS0136,CH05,51.3,55455,2845000.0,854000.0,1991000.0,30.0,5-Year Installment,0.015,42700.0,Signed,False
SL00596,20231216,PJ04,UT04,CUS0044,CH04,183.0,32328,5916000.0,1479000.0,4437000.0,25.0,10-Year Installment,0.0,0.0,Signed,True
SL00597,20240528,PJ08,UT02,CUS0052,CH02,82.8,50551,4186000.0,628000.0,3558000.0,15.0,5-Year Installment,0.0,0.0,Signed,True
SL00598,20230521,PJ02,UT04,CUS0021,CH03,227.4,34560,7859000.0,1572000.0,6287000.0,,7-Year Installment,0.0,0.0,Signed,True
SL00599,20230606,PJ04,UT04,CUS0040,CH02,238.4,30493,7270000.0,727000.0,6543000.0,10.0,7-Year Installment,0.0,0.0,Signed,False
SL00600,20230204,PJ02,UT07,CUS0078,CH01,423.1,26056,11024000.0,1102000.0,9922000.0,10.0,5-Year Installment ,0.031,341700.0,Signed,False
SL00601,20230519,PJ01,UT06,CUS0104,CH01,372.8,35304,13161000.0,3948000.0,0.0,30.0,5-Year Installment,0.035,460600.0,Under Review,False
SL00602,20230809,PJ05,UT05,CUS0044,CH02,302.2,45436,13731000.0,4119000.0,9612000.0,30.0,Cash,0.0,0.0,Signed,True
SL00603,20230603,PJ07,UT03,CUS0125,CH02,112.3,42155,4734000.0,473000.0,4261000.0,10.0,5-Year Installment,0.0,0.0,Signed,False
SL00604,20230317,PJ05,UT03,CUS0078,CH03,151.8,35883,5447000.0,1362000.0,4085000.0,25.0,7-Year Installment,0.0,0.0,Signed,False
SL00605,20230411,PJ02,UT08,CUS0073,CH02,196.3,47639,9352000.0,1870000.0,0.0,20.0,5-Year Installment,0.0,0.0,Under Review,False
SL00606,20231209,PJ05,UT02,CUS0089,CH01,65.8,41045,2701000.0,405000.0,2296000.0,15.0,7-Year Installment,0.025,67500.0,Signed,False
SL00607,20230618,PJ05,UT08,CUS0004,CH02,230.7,48398,11165000.0,2791000.0,8374000.0,25.0,10-Year Installment,0.0,0.0,Signed,False
SL00608,20231007,PJ09,UT08,CUS0051,CH01,244.8,59580,14585000.0,4376000.0,10209000.0,30.0,7-Year Installment,0.027,393800.0,Signed,False
SL00609,20240104,PJ01,UT06,CUS0005,CH01,324.3,40570,13157000.0,3289000.0,9868000.0,25.0,7-Year Installment,0.034,447300.0,Signed,False
SL00610,20240604,PJ05,UT03,CUS0113,CH02,150.3,42259,6352000.0,1588000.0,4764000.0,25.0,10-Year Installment,0.0,0.0,Signed,True
SL00611,20230212,PJ07,UT01,CUS0001,CH02,44.3,48987,2170000.0,542000.0,1628000.0,25.0,5-Year Installment,,0.0,Signed,False
SL00612,20240728,PJ08,UT02,CUS0050,CH02,89.1,51372,4577000.0,1373000.0,3204000.0,30.0,10-Year Installment,0.0,0.0,Signed,True
SL00613,20240416,PJ06,UT03,CUS0106,CH02,115.0,39362,4527000.0,1358000.0,3169000.0,30.0,7-Year Installment,0.0,0.0,Signed,False
SL00614,20230311,PJ02,UT06,CUS0097,CH01,278.9,30687,8559000.0,2140000.0,6419000.0,25.0,7-Year Installment,0.025,214000.0,Signed,False
SL00615,20241013,PJ03,UT08,CUS0001,CH01,182.0,53132,9670000.0,2901000.0,6769000.0,30.0,7-Year Installment,0.025,241800.0,Signed,False
SL00616,20241007,PJ07,UT06,CUS0047,CH02,344.2,41052,14130000.0,4239000.0,9891000.0,30.0,10-Year Installment,0.0,0.0,Signed,True
SL00617,20230223,PJ05,UT04,CUS0032,CH03,197.3,35751,7054000.0,1411000.0,5643000.0,20.0,7-Year Installment,0.0,0.0,Signed,False
SL00618,20230808,PJ01,UT06,CUS0040,CH02,344.7,33191,11441000.0,1716000.0,9725000.0,15.0,7-Year Installment,0.0,0.0,Signed,False
SL00619,20240826,PJ02,UT07,CUS0085,CH02,512.4,30674,15717000.0,3143000.0,12574000.0,20.0,10-Year Installment,0.0,0.0,Signed,False
SL00620,20240719,PJ01,UT07,CUS0078,CH03,529.3,35270,18668000.0,1867000.0,16801000.0,10.0,10-Year Installment,0.0,0.0,Signed,False
SL00621,20230531,PJ05,UT02,CUS0121,CH01,69.7,40282,2808000.0,281000.0,2527000.0,10.0,5-Year Installment,0.031,87000.0,Signed,False
SL00622,20230618,PJ07,UT06,CUS0059,CH01,301.8,35214,0.0,0.0,0.0,30.0,10-Year Installment,0.025,0.0,Cancelled,False
SL00623,20231011,PJ01,UT06,CUS0095,CH01,258.3,32179,8312000.0,2078000.0,6234000.0,25.0,7-Year Installment,0.036,299200.0,Signed,True
SL00624,20231215,PJ07,UT03,CUS0072,CH02,115.1,41460,4772000.0,716000.0,4056000.0,15.0,5-Year Installment,0.0,0.0,Signed,False
SL00625,20240408,PJ03,UT03,CUS0115,CH03,153.7,42712,0.0,0.0,0.0,10.0,7-Year Installment,0.0,0.0,Cancelled,False
SL00626,20231010,PJ01,UT07,CUS0066,CH01,471.4,29573,13941000.0,3485000.0,10456000.0,25.0,7-Year Installment,0.026,362500.0,Signed,False
SL00627,20231210,PJ05,UT02,CUS0027,CH03,66.8,41234,2754000.0,275000.0,2479000.0,10.0,7-Year Installment,0.0,0.0,Signed,True
SL00628,20240719,PJ05,UT04,CUS0047,CH05,171.1,41777,7148000.0,1430000.0,5718000.0,20.0,5-Year Installment,0.012,85800.0,Signed,True
SL00629,20230201,PJ04,UT02,CUS0029,CH02,81.1,34258,2778000.0,556000.0,2222000.0,20.0,5-Year Installment ,0.0,0.0,Signed,False
SL00630,20230722,PJ05,UT04,CUS0130,CH05,186.4,34648,6458000.0,646000.0,5812000.0,10.0,10-Year Installment,0.015,96900.0,Signed,False
SL00631,20240620,PJ07,UT03,CUS0103,CH02,117.3,51117,5996000.0,1499000.0,4497000.0,25.0,Cash,0.0,0.0,Signed,False
SL00632,20240917,PJ07,UT06,CUS0081,CH04,274.0,39662,10867000.0,2717000.0,8150000.0,25.0,10-Year Installment,0.0,0.0,Signed,False
SL00633,20240111,PJ03,UT08,CUS0045,CH01,177.1,56853,10069000.0,1510000.0,8559000.0,15.0,10-Year Installment,0.027,271900.0,Signed,False
SL00634,20240128,PJ09,UT08,CUS0032,CH01,278.7,67327,18764000.0,3753000.0,15011000.0,20.0,5-Year Installment,0.02,375300.0,Signed,False
SL00635,20230421,PJ07,UT01,CUS0120,CH02,38.5,48775,1878000.0,563000.0,1315000.0,30.0,Cash,0.0,0.0,Signed,False
