sale_id,date_id,book_id,customer_id,channel_id,quantity,unit_price_egp,discount_pct,discount_amount,total_revenue,total_cost,profit,order_status,processing_days
ORD00253,20231129,B014,C0060,CH01,2,69.82,5.0,6.98,132.66,44,88.66,Delivered,
ORD00254,20240603,B006,C0003,CH01,2,116.72,10.0,23.34,210.1,96,114.1,Delivered,2.0
ORD00255,20231227,B013,C0104,CH05,211,83.38,35.0,6157.61,11435.57,5697,5738.57,Delivered,6.0
ORD00256,20240412,B019,C0100,CH04,30,53.66,25.0,402.45,1207.35,660,547.35,Delivered,4.0
ORD00257,20230106,B007,C0092,CH01,33,137.02,25.0,1130.42,3391.24,1782,1609.24,Delivered,
ORD00258,20240617,B002,C0054,CH02,3,49.74,5.0,7.46,141.76,60,81.76,Delivered,1.0
ORD00259,20230722,B003,C0106,CH05,332,55.47,25.0,4604.01,13812.03,7304,6508.03,Delivered,6.0
ORD00260,20230824,B019,C0108,CH05,229,55.48,25.0,3176.23,0.0,5038,0.0,Returned,10.0
ORD00261,20240930,B020,C0062,CH01,94,50.81,15.0,716.42,4059.72,1880,2179.72,Delivered,13.0
ORD00262,20240613,B008,C0033,CH01,1,107.57,0.0,0.0,107.57,44,63.57,Delivered,1.0
ORD00263,20240808,B003,C0098,CH01,31,55.87,25.0,432.99,1298.98,682,616.98,Pending,6.0
ORD00264,20240824,B015,C0054,CH01,3,91.18,5.0,13.68,259.86,87,172.86,Delivered,2.0
ORD00265,20231022,B001,C0006,CH01,2,44.1,,8.82,79.38,36,43.38,Delivered,2.0
ORD00266,20231121,B012,C0038,CH02,2,74.52,10.0,14.9,134.14,48,86.14,Delivered,1.0
ORD00267,20240806,B016,C0024,CH01,3,225.7,5.0,33.85,643.25,264,379.25,Delivered,1.0
ORD00268,20230810,B008,C0079,CH01,62,111.13,20.0,1378.01,0.0,2728,0.0,Returned,3.0
ORD00269,20240604,B003,C0011,CH02,2,53.79,0.0,0.0,0.0,44,0.0,Returned,1.0
ORD00270,20230523,B005,C0009,CH01,3,52.62,5.0,7.89,149.97,63,86.97,Delivered,1.0
ORD00271,20240520,B020,C0072,CH01,85,49.57,15.0,632.02,3581.43,1700,1881.43,Delivered,10.0
ORD00272,20240411,B004,C0046,CH01,1,49.31,10.0,4.93,44.38,19,25.38,Delivered,2.0
ORD00273,20231118,B006,C0039,CH02,1,119.54,10.0,11.95,107.59,48,59.59,Delivered,2.0
ORD00274,20231028,B013,C0075,CH03,189,84.6,15.0,2398.41,13590.99,5103,8487.99,Delivered,5.0
ORD00275,20230915,B011,C0025,CH01,3,79.61,5.0,11.94,226.89,75,151.89,Delivered,1.0
ORD00276,20230821,B003,C0084,CH03,169,53.99,15.0,1368.65,7755.66,3718,4037.66,Delivered,5.0
ORD00277,20240912,B002,C0095,CH01,7,48.99,25.0,85.73,257.2,140,117.2,Delivered,
ORD00278,20241031,B020,C0020,CH01,3,48.55,5.0,7.28,138.37,60,78.37,Delivered,1.0
ORD00279,20230111,B003,C0023,CH02,3,53.9,0.0,0.0,161.7,66,95.7,Delivered,1.0
ORD00280,20230527,B003,C0058,CH01,3,53.95,10.0,16.19,145.66,66,79.66,Delivered,2.0
ORD00281,20240416,B005,C0032,CH01,3,51.64,0.0,0.0,154.92,63,91.92,Delivered,2.0
ORD00282,20230902,B014,C0028,CH01,2,68.24,0.0,0.0,136.48,44,92.48,Delivered,1.0
ORD00283,20240316,B003,C0057,CH01,3,55.89,0.0,0.0,167.67,66,101.67,Delivered,2.0
ORD00284,20241101,B020,C0016,CH02,1,49.81,0.0,0.0,49.81,20,29.81,Delivered,1.0
ORD00285,20230831,B002,C0077,CH03,46,50.53,10.0,232.44,2091.94,920,1171.94,DELIVERED,8.0
ORD00286,20230920,B015,C0043,CH02,1,87.94,,0.0,87.94,29,58.94,Delivered,2.0
ORD00287,20240906,B004,C0068,CH01,134,47.99,10.0,643.07,5787.59,2546,3241.59,Delivered,13.0
ORD00288,20231007,B014,C0070,CH01,109,71.75,,1173.11,6647.64,2398,4249.64,Delivered,5.0
ORD00289,20241203,B009,C0058,CH02,2,146.93,0.0,0.0,293.86,120,173.86,Delivered,1.0
ORD00290,20230312,B020,C0049,CH02,3,50.26,,0.0,150.78,60,90.78,Delivered,2.0
ORD00291,20231105,B020,C0022,CH02,3,50.87,0.0,0.0,152.61,60,92.61,Delivered,1.0
ORD00292,20230911,B007,C0020,CH02,1,137.98,0.0,0.0,137.98,54,83.98,Delivered,2.0
ORD00293,20240827,B007,C0083,CH01,78,138.42,,1079.68,9717.08,4212,5505.08,Delivered,13.0
ORD00294,20241022,B001,C0063,CH01,149,43.82,15.0,979.38,5549.8,2682,2867.8,Delivered,13.0
ORD00295,20240523,B011,C0094,CH01,23,80.28,20.0,369.29,1477.15,575,902.15,DELIVERED,4.0
ORD00296,20230701,B007,C0060,CH01,1,133.77,10.0,13.38,120.39,54,66.39,Delivered,2.0
ORD00297,20240623,B012,C0013,CH01,3,75.84,10.0,22.75,204.77,72,132.77,DELIVERED,1.0
ORD00298,20231210,B019,C0065,CH01,53,54.1,15.0,430.1,2437.2,1166,1271.2,Delivered,9.0
ORD00299,20241105,B007,C0071,CH03,162,132.26,20.0,4285.22,17140.9,8748,8392.9,Delivered,13.0
ORD00300,20240801,B005,C0041,CH02,1,51.44,5.0,2.57,48.87,21,27.87,Pending,2.0
ORD00301,20230814,B013,C0008,CH01,1,87.2,5.0,4.36,82.84,27,55.84,Delivered,2.0
ORD00302,20241014,B002,C0083,CH03,78,48.71,15.0,569.91,3229.47,1560,1669.47,Delivered,3.0
ORD00303,20241213,B006,C0096,CH04,41,121.92,15.0,749.81,4248.91,1968,2280.91,Delivered,3.0
ORD00304,20230831,B010,C0049,CH01,1,122.04,,6.1,115.94,50,65.94,Delivered,2.0
ORD00305,20240110,B018,C0047,CH01,3,159.44,5.0,23.92,454.4,192,262.4,Pending,2.0
ORD00306,20230706,B011,C0001,CH01,3,80.44,5.0,12.07,229.25,75,154.25,Delivered,2.0
ORD00307,20230907,B003,C0096,CH01,16,55.22,25.0,220.88,662.64,352,310.64,Delivered,12.0
ORD00308,20230807,B002,C0057,CH02,2,51.19,10.0,10.24,92.14,40,52.14,Delivered,1.0
ORD00309,20231213,B005,C0066,CH01,189,52.86,10.0,999.05,8991.49,3969,5022.49,Delivered,5.0
ORD00310,20240714,B020,C0053,CH01,2,48.83,10.0,9.77,87.89,40,47.89,Delivered,1.0
ORD00311,20231127,B012,C0020,CH02,3,75.4,10.0,22.62,203.58,72,131.58,Delivered,2.0
ORD00312,20230831,B005,C0085,CH01,43,52.01,15.0,335.46,1900.97,903,997.97,Delivered,7.0
ORD00313,20240830,B003,C0101,CH05,414,55.43,25.0,5737.0,17211.02,9108,8103.02,Delivered,9.0
ORD00314,20240911,B014,C0056,CH01,1,67.95,0.0,0.0,67.95,22,45.95,Delivered,2.0
ORD00315,20230828,B003,C0064,CH01,27,54.81,15.0,221.98,1257.89,594,663.89,Delivered,12.0
ORD00316,20230205,B006,C0004,CH02,1,120.42,10.0,12.04,108.38,48,60.38,Delivered,1.0
ORD00317,20230407,B011,C0078,CH03,123,81.07,10.0,997.16,8974.45,3075,5899.45,Delivered,12.0
ORD00318,20240921,B014,C0029,CH01,1,71.7,0.0,0.0,71.7,22,49.7,Delivered,1.0
ORD00319,20231028,B012,C0045,CH02,2,74.72,5.0,7.47,141.97,48,93.97,Delivered,1.0
ORD00320,20240502,B003,C0099,CH04,23,54.39,25.0,312.74,938.23,506,432.23,Delivered,3.0
ORD00321,20240927,B002,C0085,CH01,147,48.78,,1434.13,5736.53,2940,2796.53,Delivered,
ORD00322,20240115,B005,C0105,CH05,80,53.51,25.0,1070.2,3210.6,1680,1530.6,Pending,11.0
ORD00323,20240410,B001,C0012,CH02,2,45.46,0.0,0.0,0.0,36,0.0,Returned,2.0
ORD00324,20230123,B015,C0062,CH01,67,90.3,15.0,907.51,5142.59,1943,3199.59,Delivered,3.0
ORD00325,20230323,B001,C0060,CH02,3,43.87,10.0,13.16,118.45,54,64.45,Delivered,1.0
ORD00326,20240620,B006,C0051,CH01,3,120.38,10.0,36.11,325.03,144,181.03,Delivered,1.0
ORD00327,20240428,B016,C0095,CH04,22,226.2,,995.28,3981.12,1936,2045.12,Delivered,3.0
ORD00328,20230723,B014,C0057,CH01,2,69.46,5.0,6.95,131.97,44,87.97,Delivered,1.0
ORD00329,20240330,B001,C0107,CH05,100,45.01,30.0,1350.3,3150.7,1800,1350.7,Delivered,5.0
ORD00330,20231212,B013,C0004,CH02,3,85.66,5.0,12.85,244.13,81,163.13,Delivered,1.0
ORD00331,20230302,B001,C0093,CH04,30,43.98,20.0,263.88,1055.52,540,515.52,Delivered,4.0
ORD00332,20230917,B011,C0008,CH02,2,78.7,10.0,15.74,141.66,50,91.66,Delivered,2.0
ORD00333,20240814,B017,C0047,CH02,1,178.52,0.0,0.0,178.52,72,106.52,Delivered,1.0
ORD00334,20230918,B010,C0077,CH01,174,123.64,15.0,3227.0,18286.36,8700,9586.36,Delivered,7.0
ORD00335,20230215,B003,C0052,CH01,3,54.14,0.0,0.0,162.42,66,96.42,Delivered,1.0
ORD00336,20241106,B002,C0025,CH01,1,50.31,10.0,5.03,0.0,20,0.0,Returned,2.0
ORD00337,20240923,B006,C0053,CH01,1,117.17,10.0,11.72,105.45,48,57.45,Delivered,2.0
ORD00338,20231218,B002,C0016,CH01,2,50.97,0.0,0.0,101.94,40,61.94,Delivered,1.0
ORD00339,20231111,B014,C0028,CH01,1,70.08,10.0,7.01,63.07,22,41.07,Delivered,2.0
ORD00340,20240120,B015,C0026,CH02,3,89.39,5.0,13.41,254.76,87,167.76,Delivered,
ORD00341,20230426,B014,C0008,CH02,2,70.32,5.0,7.03,133.61,44,89.61,Delivered,2.0
ORD00342,20231005,B011,C0077,CH01,21,77.96,10.0,163.72,1473.44,525,948.44,Delivered,11.0
ORD00343,20230209,B007,C0110,CH05,218,132.8,30.0,8685.12,20265.28,11772,8493.28,Delivered,3.0
ORD00344,20230321,B006,C0108,CH05,240,121.97,25.0,7318.2,21954.6,11520,10434.6,Delivered,6.0
ORD00345,20230410,B001,C0057,CH02,2,45.38,5.0,4.54,86.22,36,50.22,Delivered,2.0
ORD00346,20240525,B017,C0074,CH01,30,185.36,,556.08,5004.72,2160,2844.72,Delivered,11.0
ORD00347,20240328,B010,C0109,CH05,307,126.94,35.0,13639.7,25330.88,15350,9980.88,Delivered,7.0
ORD00348,20230226,B015,C0082,CH03,24,89.37,20.0,428.98,1715.9,696,1019.9,Delivered,12.0
ORD00349,20230811,B008,C0033,CH01,2,108.83,0.0,0.0,217.66,88,129.66,Delivered,2.0
ORD00350,20230404,B015,C0034,CH01,2,89.42,5.0,8.94,169.9,58,111.9,Delivered,2.0
ORD00351,20230204,B003,C0108,CH05,344,54.24,25.0,4664.64,13993.92,7568,6425.92,Pending,3.0
ORD00352,20240313,B010,C0089,CH04,42,123.02,,1291.71,3875.13,2100,1775.13,Delivered,6.0
ORD00353,20240919,B019,C0055,CH02,2,56.45,5.0,5.64,107.26,44,63.26,Delivered,1.0
ORD00354,20230916,B013,C0011,CH02,1,85.76,0.0,0.0,85.76,27,58.76,Delivered,1.0
ORD00355,20230529,B002,C0013,CH02,3,49.5,10.0,14.85,133.65,60,73.65,Delivered,2.0
ORD00356,20230616,B013,C0011,CH01,3,86.57,10.0,25.97,233.74,81,152.74,Delivered,2.0
ORD00357,20230311,B011,C0082,CH01,83,77.85,10.0,646.16,5815.39,2075,3740.39,Delivered,6.0
ORD00358,20231122,B012,C0069,CH01,187,75.05,20.0,2806.87,11227.48,4488,6739.48,Delivered,9.0
ORD00359,20230926,B013,C0065,CH01,21,84.16,10.0,176.74,1590.62,567,1023.62,Delivered,6.0
ORD00360,20241121,B012,C0021,CH01,2,76.87,5.0,7.69,146.05,48,98.05,Delivered,2.0
ORD00361,20230608,B016,C0102,CH05,398,216.82,35.0,30203.03,56091.33,35024,21067.33,Delivered,12.0
ORD00362,20241016,B007,C0067,CH03,141,137.42,15.0,2906.43,16469.79,7614,8855.79,Delivered,4.0
ORD00363,20230507,B003,C0003,CH02,1,55.68,0.0,0.0,0.0,22,0.0,Returned,1.0
ORD00364,20230423,B008,C0060,CH01,2,112.02,0.0,0.0,224.04,88,136.04,Delivered,2.0
ORD00365,20230106,B005,C0093,CH04,12,53.45,15.0,96.21,545.19,252,293.19,Delivered,12.0
ORD00366,20240317,B018,C0077,CH03,82,156.42,20.0,2565.29,10261.15,5248,5013.15,Delivered,6.0
ORD00367,20240208,B002,C0010,CH01,3,50.07,0.0,0.0,150.21,60,90.21,Delivered,1.0
ORD00368,20240228,B001,C0049,CH01,1,44.34,5.0,2.22,42.12,18,24.12,Pending,1.0
ORD00369,20240523,B011,C0001,CH02,3,79.7,10.0,23.91,215.19,75,140.19,Delivered,1.0
ORD00370,20230210,B004,C0026,CH01,1,47.43,5.0,2.37,45.06,19,26.06,Delivered,2.0
ORD00371,20241029,B020,C0032,CH02,1,50.98,5.0,2.55,48.43,20,28.43,Delivered,1.0
ORD00372,20231101,B015,C0044,CH02,3,89.04,10.0,26.71,240.41,87,153.41,Pending,1.0
ORD00373,20230306,B015,C0062,CH03,109,89.36,20.0,1948.05,7792.19,3161,4631.19,Delivered,13.0
ORD00374,20241124,B001,C0022,CH02,2,45.32,5.0,4.53,86.11,36,50.11,Delivered,2.0
ORD00375,20231206,B002,C0048,CH01,2,51.3,10.0,10.26,92.34,40,52.34,Delivered,1.0
ORD00376,20240419,B014,C0107,CH05,412,70.09,30.0,8663.12,0.0,9064,0.0,Returned,6.0
ORD00377,20230406,B002,C0035,CH01,1,50.5,5.0,2.52,0.0,20,0.0,Returned,1.0
ORD00378,20240114,B003,C0027,CH02,3,55.88,5.0,8.38,0.0,66,0.0,Returned,1.0
ORD00379,20241022,B007,C0040,CH02,3,135.73,5.0,20.36,386.83,162,224.83,Delivered,1.0
ORD00380,20230829,B020,C0092,CH04,16,51.49,,164.77,659.07,320,339.07,Delivered,13.0
ORD00381,20231025,B020,C0100,CH01,46,49.78,,572.47,1717.41,920,797.41,Delivered,3.0
ORD00382,20230421,B002,C0081,CH01,50,49.21,,369.08,2091.42,1000,1091.42,Delivered,6.0
ORD00383,20231001,B002,C0010,CH02,2,51.03,10.0,10.21,91.85,40,51.85,Delivered,2.0
ORD00384,20231018,B001,C0053,CH01,3,44.23,0.0,0.0,132.69,54,78.69,Delivered,1.0
ORD00385,20240724,B016,C0070,CH01,146,221.72,20.0,6474.22,25896.9,12848,13048.9,Delivered,10.0
ORD00386,20230523,B005,C0033,CH01,3,51.6,5.0,7.74,147.06,63,84.06,Delivered,1.0
ORD00387,20230518,B007,C0047, CH02,2,137.59,10.0,27.52,247.66,108,139.66,Delivered,2.0
ORD00388,20240310,B016,C0088,CH04,38,216.85,20.0,1648.06,6592.24,3344,3248.24,Delivered,
ORD00389,20240512,B011,C0010, CH01,2,81.49,10.0,16.3,146.68,50,96.68,Delivered,2.0
ORD00390,20230826,B001,C0061,CH03,63,45.9,15.0,433.76,2457.94,1134,1323.94,Delivered,7.0
ORD00391,20240831,B003,C0036,CH01,1,53.64,10.0,5.36,48.28,22,26.28,Delivered,2.0
ORD00392,20241118,B006,C0085,CH03,163,121.53,20.0,3961.88,15847.51,7824,8023.51,DELIVERED,4.0
ORD00393,20241013,B008,C0109,CH05,106,109.53,35.0,4063.56,7546.62,4664,2882.62,Pending,4.0
ORD00394,20230324,B004,C0005,CH02,2,46.58,0.0,0.0,93.16,38,55.16,Delivered,2.0
ORD00395,20240816,B006,C0077,CH03,20,116.87,20.0,467.48,1869.92,960,909.92,Delivered,8.0
ORD00396,20231119,B014,C0076,CH03,198,70.36,15.0,2089.69,11841.59,4356,7485.59,Delivered,10.0
ORD00397,20231227,B010,C0044,CH01,1,121.87,10.0,12.19,109.68,50,59.68,Delivered,2.0
ORD00398,20230610,B013,C0039,CH02,2,86.26,10.0,17.25,155.27,54,101.27,Delivered,1.0
ORD00399,20230904,B015,C0020,CH02,1,90.43,0.0,0.0,90.43,29,61.43,Delivered,2.0
ORD00400,20240828,B003,C0035,CH01,2,55.84,0.0,0.0,111.68,44,67.68,Delivered,1.0
ORD00401,20230801,B005,C0110,CH05,77,50.62,30.0,1169.32,2728.42,1617,1111.42,Delivered,8.0
ORD00402,20240727,B014,C0075,CH01,128,69.77,10.0,893.06,8037.5,2816,5221.5,Delivered,11.0
ORD00403,20230217,B015,C0053,CH02,1,88.31,10.0,8.83,79.48,29,50.48,Delivered,2.0
ORD00404,20230316,B015,C0029,CH02,2,92.03,5.0,9.2,174.86,58,116.86,Delivered,2.0
ORD00405,20231010,B019,C0033,CH02,1,54.44,5.0,2.72,51.72,22,29.72,Pending,1.0
ORD00406,20230330,B009,C0078,CH01,112,152.25,15.0,2557.8,0.0,6720,0.0,Returned,3.0
ORD00407,20241218,B010,C0051,CH02,2,123.76,0.0,0.0,247.52,100,147.52,Delivered,1.0
ORD00408,20230411,B011,C0069,CH01,28,79.49,10.0,222.57,2003.15,700,1303.15,Delivered,9.0
ORD00409,20230328,B001,C0035,CH02,1,43.75,10.0,4.38,39.37,18,21.37,Delivered,2.0
ORD00410,20230527,B011,C0107,CH05,124,80.51,30.0,2994.97,6988.27,3100,3888.27,Delivered,10.0
ORD00411,20240503,B006,C0001,CH02,3,118.23,,0.0,354.69,144,210.69,Delivered,2.0
ORD00412,20231030,B007,C0056,CH01,3,136.26,10.0,40.88,367.9,162,205.9,Delivered,2.0
ORD00413,20241224,B012,C0013,CH01,1,73.98,5.0,3.7,70.28,24,46.28,Pending,1.0
ORD00414,20230705,B002,C0078,CH01,27,51.31,20.0,277.07,1108.3,540,568.3,Delivered,8.0
ORD00415,20240830,B001,C0026,CH02,1,44.6,,4.46,40.14,18,22.14,Delivered,2.0
ORD00416,20230617,B020,C0033,CH01,2,49.05,0.0,0.0,98.1,40,58.1,Delivered,1.0
ORD00417,20240802,B020,C0059,CH02,1,50.11,5.0,2.51,47.6,20,27.6,Delivered,2.0
ORD00418,20230420,B011,C0067,CH01,154,81.44,20.0,2508.35,10033.41,3850,6183.41,Delivered,6.0
ORD00419,20231201,B012,C0057,CH01,1,74.78,0.0,0.0,74.78,24,50.78,Delivered,2.0
ORD00420,20231011,B003,C0019,CH02,1,53.61,10.0,5.36,0.0,22,0.0,Returned,2.0
ORD00421,20230114,B002,C0109,CH05,160,50.05,30.0,2402.4,5605.6,3200,2405.6,Delivered,7.0
ORD00422,20240220,B011,C0076,CH01,104,81.1,20.0,1686.88,6747.52,2600,4147.52,Delivered,6.0
ORD00423,20230115,B002,C0110,CH05,126,49.95,25.0,1573.43,4720.27,2520,2200.27,Delivered,7.0
ORD00424,20230915,B013,C0011,CH02,3,85.47,0.0,0.0,256.41,81,175.41,Delivered,1.0
ORD00425,20240712,B013,C0060,CH02,3,87.12,10.0,26.14,235.22,81,154.22,Delivered,2.0
ORD00426,20241012,B017,C0082,CH03,100,184.67,20.0,3693.4,14773.6,7200,7573.6,Delivered,13.0
ORD00427,20240322,B009,C0090,CH04,7,145.82,15.0,153.11,867.63,420,447.63,Delivered,5.0
ORD00428,20230526,B004,C0029,CH01,3,48.45,5.0,7.27,138.08,57,81.08,Delivered,2.0
ORD00429,20230908,B011,C0055,CH01,3,78.97,5.0,11.85,225.06,75,150.06,Delivered,2.0
ORD00430,20240927,B002,C0069,CH01,42,50.92,15.0,320.8,1817.84,840,977.84,Pending,9.0
ORD00431,20240113,B013,C0102,CH05,456,83.47,35.0,13321.81,24740.51,12312,12428.51,Delivered,10.0
ORD00432,20230802,B016,C0053,CH01,2,224.52,0.0,0.0,449.04,176,273.04,Pending,1.0
ORD00433,20230505,B012,C0052,CH02,3,75.03,5.0,11.25,213.84,72,141.84,Delivered,2.0
ORD00434,20230209,B006,C0059,CH01,3,122.07,10.0,36.62,329.59,144,185.59,Delivered,1.0
ORD00435,20231030,B002,C0100,CH04,29,49.11,25.0,356.05,1068.14,580,488.14,Delivered,3.0
ORD00436,20240213,B010,C0011,CH01,3,125.9,5.0,18.89,358.81,150,208.81,Delivered,1.0
ORD00437,20230211,B020,C0104,CH05,485,48.73,25.0,5908.51,0.0,9700,0.0,Returned,10.0
ORD00438,20230401,B010,C0061,CH03,37,125.06,15.0,694.08,3933.14,1850,2083.14,Delivered,7.0
ORD00439,20230827,B012,C0083,CH01,112,74.96,20.0,1679.1,6716.42,2688,4028.42,Delivered,13.0
ORD00440,20240608,B005,C0096,CH04,48,52.23,25.0,626.76,1880.28,1008,872.28,Delivered,8.0
ORD00441,20230315,B003,C0014,CH01,3,56.23,10.0,16.87,151.82,66,85.82,Delivered,2.0
ORD00442,20231018,B011,C0065,CH01,199,82.26,20.0,3273.95,13095.79,4975,8120.79,Delivered,13.0
ORD00443,20230508,B010,C0087,CH04,5,125.7,15.0,94.28,534.22,250,284.22,Delivered,3.0
ORD00444,20240609,B012,C0014,CH02,3,72.96,10.0,21.89,196.99,72,124.99,Delivered,2.0
ORD00445,20240111,B015,C0022,CH01,1,87.99,5.0,4.4,83.59,29,54.59,DELIVERED,2.0
ORD00446,20231223,B011,C0050,CH02,2,80.12,5.0,8.01,152.23,50,102.23,Delivered,2.0
ORD00447,20240112,B015,C0044,CH02,3,92.01,10.0,27.6,248.43,87,161.43,Delivered,1.0
ORD00448,20240510,B001,C0090,CH04,50,44.93,15.0,336.98,1909.52,900,1009.52,Delivered,9.0
ORD00449,20241011,B008,C0049,CH02,1,110.82,0.0,0.0,110.82,44,66.82,Delivered,2.0
ORD00450,20240310,B005,C0060,CH02,1,50.97,10.0,5.1,45.87,21,24.87,Delivered,2.0
ORD00451,20231022,B017,C0032,CH01,2,178.87,5.0,17.89,339.85,144,195.85,Delivered,1.0
ORD00452,20230619,B010,C0004,CH02,3,125.44,0.0,0.0,376.32,150,226.32,Delivered,2.0
ORD00453,20240530,B002,C0092,CH04,37,50.28,20.0,372.07,1488.29,740,748.29,Delivered,6.0
ORD00454,20241224,B001,C0005,CH02,1,45.97,5.0,2.3,43.67,18,25.67,Delivered,2.0
ORD00455,20230107,B018,C0034,CH02,3,160.11,0.0,0.0,0.0,192,0.0,Returned,2.0
ORD00456,20230831,B013,C0090,CH04,48,87.47,15.0,629.78,3568.78,1296,2272.78,Delivered,3.0
ORD00457,20241025,B010,C0052,CH02,3,123.02,5.0,18.45,350.61,150,200.61,Delivered,1.0
ORD00458,20230326,B002,C0020,CH02,3,50.59,5.0,7.59,144.18,60,84.18,Pending,2.0
ORD00459,20240205,B003,C0010,CH01,2,53.61,5.0,5.36,101.86,44,57.86,Delivered,1.0
ORD00460,20230223,B009,C0068,CH01,136,147.25,20.0,4005.2,16020.8,8160,7860.8,Delivered,3.0
ORD00461,20241225,B001,C0013,CH02,1,45.19,0.0,0.0,45.19,18,27.19,Delivered,1.0
ORD00462,20240101,B004,C0076,CH01,186,47.31,15.0,1319.95,7479.71,3534,3945.71,Delivered,3.0
ORD00463,20230513,B007,C0109,CH05,269,131.12,35.0,12344.95,22926.33,14526,8400.33,Delivered,13.0
ORD00464,20230830,B005,C0047,CH02,1,52.77,5.0,2.64,50.13,21,29.13,Delivered,2.0
ORD00465,20231104,B005,C0025,CH01,2,52.82,10.0,10.56,95.08,42,53.08,Delivered,1.0
ORD00466,20241102,B002,C0058,CH02,1,50.37,5.0,2.52,47.85,20,27.85,Delivered,1.0
ORD00467,20230502,B006,C0061,CH03,17,121.89,10.0,207.21,1864.92,816,1048.92,Delivered,3.0
ORD00468,20240809,B007,C0052,CH01,3,137.38,0.0,0.0,412.14,162,250.14,Delivered,2.0
ORD00469,20231203,B013,C0090,CH01,13,85.03,20.0,221.08,884.31,351,533.31,Delivered,
ORD00470,20240806,B019,C0049,CH02,3,53.77,0.0,0.0,0.0,66,0.0,RETURNED,2.0
ORD00471,20241007,B005,C0070,CH01,12,51.39,15.0,92.5,524.18,252,272.18,Delivered,9.0
ORD00472,20230802,B009,C0040,CH02,3,145.8,10.0,43.74,393.66,180,213.66,Delivered,1.0
ORD00473,20240601,B005,C0050,CH02,3,51.99,0.0,0.0,155.97,63,92.97,Delivered,1.0
ORD00474,20240323,B002,C0057,CH02,1,50.01,5.0,2.5,47.51,20,27.51,Delivered,2.0
ORD00475,20231007,B013,C0089,CH04,17,86.66,25.0,368.3,1104.92,459,645.92,Delivered,12.0
ORD00476,20240826,B004,C0030,CH01,1,47.66,10.0,4.77,42.89,19,23.89,Delivered,2.0
ORD00477,20230930,B011,C0019,CH02,1,80.64,0.0,0.0,80.64,25,55.64,Delivered,1.0
ORD00478,20231220,B013,C0007,CH01,1,87.09,0.0,0.0,87.09,27,60.09,Delivered,2.0
ORD00479,20230130,B007,C0033,CH01,3,133.82,5.0,20.07,381.39,162,219.39,DELIVERED,1.0
ORD00480,20230902,B003,C0030,CH02,3,54.38,10.0,16.31,146.83,66,80.83,Delivered,2.0
ORD00481,20230601,B014,C0060,CH01,3,71.24,0.0,0.0,213.72,66,147.72,Delivered,2.0
ORD00482,20240818,B010,C0056,CH02,2,128.59,10.0,25.72,231.46,100,131.46,Delivered,1.0
ORD00483,20230304,B005,C0082,CH01,124,51.82,,642.57,0.0,2604,0.0,Returned,10.0
ORD00484,20231120,B005,C0077,CH01,62,50.52,15.0,469.84,2662.4,1302,1360.4,Delivered,11.0
ORD00485,20240601,B003,C0071,CH01,15,54.33,10.0,81.49,733.46,330,403.46,Delivered,13.0
ORD00486,20241001,B003,C0046,CH02,2,55.42,5.0,5.54,105.3,44,61.3,Delivered,1.0
ORD00487,20231001,B013,C0010,CH02,2,85.03,,8.5,161.56,54,107.56,Delivered,1.0
ORD00488,20230522,B010,C0035,CH02,1,126.07,10.0,12.61,113.46,50,63.46,Delivered,1.0
ORD00489,20230711,B011,C0032,CH02,1,79.22,,7.92,71.3,25,46.3,Delivered,1.0
ORD00490,20240319,B006,C0063,CH03,177,122.54,15.0,3253.44,18436.14,8496,9940.14,Delivered,12.0
ORD00491,20240717,B005,C0086,CH04,32,52.85,25.0,422.8,1268.4,672,596.4,Delivered,4.0
ORD00492,20241218,B007,C0004,CH02,1,135.39,5.0,6.77,128.62,54,74.62,Delivered,2.0
ORD00493,20240619,B016,C0064,CH01,116,215.72,15.0,3753.53,21269.99,10208,11061.99,Delivered,
ORD00494,20240719,B011,C0037,CH01,2,78.5,10.0,15.7,141.3,50,91.3,Delivered,2.0
ORD00495,20240126,B012,C0035,CH01,1,75.69,10.0,7.57,68.12,24,44.12,Delivered,1.0
ORD00496,20230404,B001,C0072,CH01,13,45.56,15.0,88.84,503.44,234,269.44,Delivered,11.0
ORD00497,20230516,B002,C0098,CH04,39,51.21,15.0,299.58,1697.61,780,917.61,Pending,5.0
ORD00498,20231004,B020,C0089,CH01,9,50.1,15.0,67.64,383.26,180,203.26,Delivered,7.0
ORD00499,20240707,B018,C0009, CH02,2,156.19,5.0,15.62,296.76,128,168.76,Delivered,1.0
ORD00500,20231202,B014,C0047,CH02,3,70.69,5.0,10.6,201.47,66,135.47,Delivered,2.0
ORD00501,20230923,B001,C0094,CH04,46,46.29,15.0,319.4,1809.94,828,981.94,Delivered,4.0
ORD00502,20240206,B013,C0094,CH04,50,86.9,,651.75,3693.25,1350,2343.25,Delivered,8.0
ORD00503,20230321,B016,C0023,CH02,3,218.81,0.0,0.0,656.43,264,392.43,Delivered,1.0
ORD00504,20230420,B003,C0091,CH01,5,54.4,25.0,68.0,204.0,110,94.0,Delivered,9.0
ORD00505,20231125,B001,C0080,CH03,126,43.74,20.0,1102.25,0.0,2268,0.0,Returned,3.0
ORD00506,20230924,B005,C0034,CH02,1,52.28,5.0,2.61,49.67,21,28.67,Delivered,1.0
