transaction_id,date_id,customer_id,branch_id,channel_id,transaction_type,amount_egp,fee_egp,customer_segment,is_digital
TXN000318,20240508,CUS0166,,CH04,Withdrawal,42749.41,0.0,SME,True
TXN000319,20230730,CUS0072,BR13,CH01,Loan Payment,18990.63,0.0,Retail,False
TXN000320,20240614,CUS0126,,CH03,Deposit,1044.36,0.0,Retail,True
TXN000321,20240323,CUS0025,,CH03,Deposit,111113.45,0.0,Corporate,True
TXN000322,20230907,CUS0144,,CH03,Transfer,82913.7,267.88,Retail,True
TXN000323,20240326,CUS0030,,CH03,Account Opening Fee,389.52,1.69,Retail,True
TXN000324,20240629,CUS0091,,CH05,Withdrawal,18091.17,0.0,Retail,True
TXN000325,20230508,CUS0024,,CH04,Deposit,22135.1,0.0,Retail,True
TXN000326,20230509,CUS0044,BR05,CH02,Transfer,173263.03,391.61,SME,False
TXN000327,20240516,CUS0081,,CH05,Transfer,19053.91,70.53,Premium,True
TXN000328,20230218,CUS0018,BR03,CH01,Deposit,49234.81,0.0,Retail,False
TXN000329,20230216,CUS0014,,CH03,Account Opening Fee,719.56,3.59,Premium,True
TXN000330,20230803,CUS0159,BR02,CH01,Account Opening Fee,322.22,0.34,Retail,False
TXN000331,20241221,CUS0146,,CH04,Account Opening Fee,724.04,2.32,SME,True
TXN000332,20240102,CUS0017,BR09,CH02,Deposit,6429.59,0.0,Retail,False
TXN000333,20240910,CUS0089,BR14,CH01,Withdrawal,6472.48,0.0,Corporate,False
TXN000334,20240527,CUS0194,,CH03,Bill Payment,1892.33,2.28,Retail,True
TXN000335,20231113,CUS0012,BR07,CH02,Account Opening Fee,198.64,0.7,Retail,False
TXN000336,20240315,CUS0102,BR03,CH02,Deposit,2221.97,0.0,Retail,False
TXN000337,20230328,CUS0130,,CH03,Card Payment,1608.25,0.0,Retail,True
TXN000338,20240416,CUS0025,BR05,CH01,Loan Payment,36547.36,0.0,Corporate,False
TXN000339,20231224,CUS0077,BR07,CH01,Card Payment,5511.33,0.0,Retail,False
TXN000340,20231217,CUS0121,,CH03,Transfer,86139.24,195.94,SME,True
TXN000341,20230815,CUS0173,,CH03,Withdrawal,4950.23,,Retail,True
TXN000342,20230519,CUS0075,BR07,CH01,Bill Payment,10718.58,36.65,SME,False
TXN000343,20240224,CUS0054,,CH05,Deposit,5809.36,0.0,Retail,True
TXN000344,20230620,CUS0107,,CH02,Account Opening Fee,2436.23,10.47,Corporate,False
TXN000345,20230903,CUS0074,BR15,CH02,Loan Payment,16032.76,0.0,Retail,False
TXN000346,20230202,CUS0029,BR13,CH01,Loan Payment,26246.93,0.0,Retail,False
TXN000347,20231228,CUS0107,BR15,CH01,Deposit,14785.1,0.0,Corporate,False
TXN000348,20230506,CUS0078,BR04,CH01,Withdrawal,23142.52,0.0,Premium,False
TXN000349,20240731,CUS0095,,CH03,Account Opening Fee,466.48,1.91,Corporate,True
TXN000350,20230517,CUS0140,,CH03,Withdrawal,4720.28,0.0,Retail,True
TXN000351,20230821,CUS0075,BR01,CH02,Account Opening Fee,2002.3,4.46,SME,False
TXN000352,20240820,CUS0010,,CH04,Bill Payment,3218.87,15.59,Retail,True
TXN000353,20230526,CUS0027,,CH03,Bill Payment,20262.07,81.7,Corporate,True
TXN000354,20231106,CUS0200,BR02,CH01,Bill Payment,2269.12,5.74,Retail,False
TXN000355,20240608,CUS0016,BR10,CH02,Transfer,162124.1,756.25,SME,False
TXN000356,20240717,CUS0168,,CH04,Deposit,19963.3,0.0,Retail,True
TXN000357,20230324,CUS0091,BR04,CH01,Loan Payment,8855.68,0.0,Retail,False
TXN000358,20231204,CUS0194,BR15,CH02,Transfer,9239.49,17.96,Retail,False
TXN000359,20240812,CUS0164,,CH03,Transfer,93870.53,194.5,Retail,True
TXN000360,20240501,CUS0065,,CH04,Account Opening Fee,359.28,0.36,Retail,True
TXN000361,20230517,CUS0195,BR08,CH01,Account Opening Fee,330.61,1.4,Retail,False
TXN000362,20230421,CUS0067,,CH04,Bill Payment,9024.73,10.92,Premium,True
TXN000363,20240324,CUS0078,,CH05,Transfer,102487.61,346.66,Premium,True
TXN000364,20240826,CUS0072,,CH03,Loan Payment,10711.13,0.0,Retail,True
TXN000365,20240304,CUS0013,,CH04,Transfer,91696.53,424.1,Retail,True
TXN000366,20241130,CUS0060,,CH03,Deposit,13313.6,0.0,Retail,True
TXN000367,20230921,CUS0155,,CH05,Withdrawal,16017.84,0.0,Retail,True
TXN000368,20240613,CUS0170,BR07,CH02,Deposit,42080.86,,SME,False
TXN000369,20230602,CUS0116,BR04,CH01,Loan Payment,45465.59,,Corporate,False
TXN000370,20231123,CUS0142,BR07,CH02,Bill Payment,20164.24,63.45,Corporate,False
TXN000371,20230801,CUS0030,BR05,CH02,Bill Payment,4517.38,6.82,Retail,False
TXN000372,20241030,CUS0194,BR13,CH02,Loan Payment,11461.88,0.0,Retail,False
TXN000373,20240127,CUS0166,,CH05,Deposit,89756.66,0.0,SME,True
TXN000374,20230805,CUS0105,,CH03,Transfer,26032.65,50.87,Retail,True
TXN000375,20240626,CUS0012,,CH03,Withdrawal,8243.92,0.0,Retail,True
TXN000376,20230812,CUS0088,BR15,CH01,Card Payment,4617.62,0.0,Retail,False
TXN000377,20240219,CUS0025,BR08,CH02,Withdrawal,82692.14,0.0,Corporate,False
TXN000378,20230124,CUS0170,,CH03,Transfer,246417.74,564.68,SME,True
TXN000379,20230606,CUS0165,,CH05,Deposit,19356.16,0.0,Retail,True
TXN000380,20230304,CUS0037,,CH03,Transfer,93019.14,,Retail,True
TXN000381,20230823,CUS0095,,CH03,Card Payment,69927.16,0.0,Corporate,True
TXN000382,20240218,CUS0143,BR02,CH02,Transfer,42407.99,130.77,Retail,False
TXN000383,20231224,CUS0161,BR08,CH01,Deposit,66880.61,0.0,Premium,False
TXN000384,20231019,CUS0059,BR01,CH01,Card Payment,1447.46,0.0,Corporate,False
TXN000385,20240712,CUS0046,,CH03,Transfer,49484.99,166.39,Retail,True
TXN000386,20230615,CUS0154,,CH03,Withdrawal,19389.12,0.0,Premium,True
TXN000387,20240616,CUS0194,BR15,CH02,Loan Payment,29226.97,0.0,Retail,False
TXN000388,20240214,CUS0200,BR02,CH01,deposit,21675.31,0.0,Retail,False
TXN000389,20240225,CUS0182,,CH04,Loan Payment,37804.41,0.0,SME,True
TXN000390,20241002,CUS0011,,CH04,Account Opening Fee,426.58,1.87,Premium,True
TXN000391,20240612,CUS0111,,CH03,Bill Payment,5516.17,9.25,SME,True
TXN000392,20240427,CUS0128,,CH03,Transfer,63228.18,237.87,Retail,True
TXN000393,20240216,CUS0134,,CH03,Bill Payment,2092.55,8.96,Retail,True
TXN000394,20230713,CUS0075,,CH03,Card Payment,42007.63,0.0,SME,True
TXN000395,20230927,CUS0121,,CH05,Account Opening Fee,1334.9,5.66,SME,True
TXN000396,20230430,CUS0053,,CH03,Deposit,32406.4,0.0,Retail,True
TXN000397,20240714,CUS0064,,CH03,Loan Payment,11848.78,0.0,Retail,True
TXN000398,20231002,CUS0167,BR10,CH02,Card Payment,6841.99,0.0,SME,False
TXN000399,20240426,CUS0057,BR14,CH01,Loan Payment,21672.7,0.0,Retail,False
TXN000400,20240613,CUS0104,,CH03,Card Payment,2402.57,0.0,Retail,True
TXN000401,20240731,CUS0050,BR05,CH02,Card Payment,1765.54,0.0,Retail,False
TXN000402,20240101,CUS0086,,CH05,Bill Payment,90.0,0.38,Retail,True
TXN000403,20241127,CUS0081,BR01,CH02,Card Payment,16337.55,0.0,Premium,False
TXN000404,20230430,CUS0014,,CH04,Account Opening Fee,647.69,2.43,Premium,True
TXN000405,20230624,CUS0076,BR07,CH02,Account Opening Fee,422.28,1.68,Retail,False
TXN000406,20231012,CUS0017,BR15,CH02,Account Opening Fee,224.94,0.75,Retail,False
TXN000407,20241024,CUS0005,BR01,CH01,withdrawal,15144.09,0.0,Retail,False
TXN000408,20230402,CUS0196,BR03,CH01,Bill Payment,3508.21,4.34,Premium,False
TXN000409,20230215,CUS0012,,CH05,Card Payment,6743.7,0.0,Retail,True
TXN000410,20240913,CUS0108,,CH04,Transfer,76871.28,134.2,Retail,True
TXN000411,20240307,CUS0056,,CH05,Transfer,87637.12,,Retail,True
TXN000412,20240908,CUS0180,BR02,CH02,Card Payment,5014.86,0.0,Retail,False
TXN000413,20231016,CUS0019,,CH03,Card Payment,22542.86,0.0,Premium,True
TXN000414,20240622,CUS0072,BR15,CH01,Bill Payment,473.83,1.11,Retail,False
TXN000415,20230128,CUS0100,,CH04,Transfer,79098.47,272.12,Premium,True
TXN000416,20230422,CUS0044,BR12,CH02,Account Opening Fee,381.47,1.31,SME,False
TXN000417,20240625,CUS0190,BR13,CH01,Bill Payment,17093.45,34.5,SME,False
TXN000418,20240815,CUS0122,BR10,CH01,withdrawal,11396.45,0.0,Retail,False
TXN000419,20231026,CUS0132,BR10,CH02,Bill Payment,20125.18,42.09,Corporate,False
TXN000420,20240512,CUS0132,,CH04,Card Payment,7225.73,0.0,Corporate,True
TXN000421,20241206,CUS0116,,CH05,Loan Payment,80363.4,0.0,Corporate,True
TXN000422,20240428,CUS0188,,CH04,Loan Payment,11188.26,0.0,Retail,True
TXN000423,20241028,CUS0041,,CH01,Deposit,9542.77,0.0,Retail,False
TXN000424,20230421,CUS0107,BR02,CH02,Loan Payment,60036.39,0.0,Corporate,False
TXN000425,20241206,CUS0122,,CH03,Transfer,85835.68,360.19,Retail,True
TXN000426,20230821,CUS0108,BR13,CH01,Account Opening Fee,215.17,0.6,Retail,False
TXN000427,20231124,CUS0055,BR04,CH02,Account Opening Fee,131.72,0.62,Retail,False
TXN000428,20241019,CUS0200,,CH03,Transfer,51843.54,137.26,Retail,True
TXN000429,20230922,CUS0030,BR03,CH01,Loan Payment,10354.4,0.0,Retail,False
TXN000430,20240327,CUS0146,BR03,CH01,Transfer,243235.34,639.05,SME,False
TXN000431,20230613,CUS0198,,CH04,Loan Payment,8703.84,0.0,Premium,True
TXN000432,20230412,CUS0119,,CH04,Withdrawal,18345.45,0.0,Retail,True
TXN000433,20230807,CUS0151,,CH05,Bill Payment,4663.25,22.96,Retail,True
TXN000434,20230528,CUS0146,,CH03,Loan Payment,8262.94,0.0,SME,True
TXN000435,20230518,CUS0012,BR15,CH02,Transfer,65884.38,288.0,Retail,False
TXN000436,20230909,CUS0047,BR06,CH01,Loan Payment,45095.88,0.0,SME,False
TXN000437,20230728,CUS0185,,CH05,Withdrawal,32265.25,0.0,Premium,True
TXN000438,20230529,CUS0180,BR07,CH01,Transfer,62060.95,111.55,Retail,False
TXN000439,20230829,CUS0181,,CH04,Bill Payment,4220.7,11.48,Retail,True
TXN000440,20240824,CUS0145,BR08,CH02,Deposit,25552.47,0.0,Retail,False
TXN000441,20240629,CUS0192,BR12,CH02,Transfer,78798.03,151.98,Retail,False
TXN000442,20230909,CUS0111,,CH03,Transfer,103577.23,133.5,SME,True
TXN000443,20240317,CUS0132,BR01,CH01,Card Payment,29031.89,,Corporate,False
TXN000444,20230113,CUS0125,BR02,CH02,Deposit,4367.95,0.0,Retail,False
TXN000445,20241229,CUS0193,BR04,CH02,Card Payment,15331.37,0.0,Premium,False
TXN000446,20240703,CUS0139,,CH05,Bill Payment,2209.25,6.56,Retail,True
TXN000447,20231124,CUS0108,BR07,CH01,Deposit,28978.13,0.0,Retail,False
TXN000448,20231126,CUS0200,,CH03,Transfer,53706.72,241.47,Retail,True
TXN000449,20240714,CUS0188,BR07,CH02,Withdrawal,19433.98,0.0,Retail,False
TXN000450,20240105,CUS0163,,CH03,Card Payment,29325.71,0.0,Premium,True
TXN000451,20230517,CUS0040,BR01,CH01,Bill Payment,592.71,0.7,SME,False
TXN000452,20240408,CUS0119,BR04,CH02,Loan Payment,18191.64,0.0,Retail,False
TXN000453,20241022,CUS0143,,CH04,Withdrawal,11395.58,0.0,Retail,True
TXN000454,20230812,CUS0026,,CH03,Withdrawal,10593.16,0.0,Retail,True
TXN000455,20241230,CUS0073,,CH03,Account Opening Fee,2217.91,2.68,Corporate,True
TXN000456,20230822,CUS0171,BR03,CH01,Account Opening Fee,289.26,0.94,Retail,False
TXN000457,20240126,CUS0145,,CH03,Card Payment,14274.17,0.0,Retail,True
TXN000458,20230909,CUS0125,,CH04,Transfer,17560.2,67.14,Retail,True
TXN000459,20240222,CUS0024,BR04,CH01,Loan Payment,6623.71,0.0,Retail,False
TXN000460,20230129,CUS0080,,CH03,Bill Payment,2816.04,12.6,Retail,True
TXN000461,20240912,CUS0042,,CH03,card payment,4722.92,0.0,Retail,True
TXN000462,20240225,CUS0119,,CH05,Account Opening Fee,443.82,1.56,Retail,True
TXN000463,20241221,CUS0160,,CH03,withdrawal,16497.17,0.0,Retail,True
TXN000464,20230409,CUS0103,BR09,CH02,Withdrawal,19670.42,0.0,Retail,False
TXN000465,20230730,CUS0190,,CH03,Account Opening Fee,818.04,0.89,SME,True
TXN000466,20240730,CUS0007,BR12,CH01,Bill Payment,7000.79,34.95,Premium,False
TXN000467,20240603,CUS0095,,CH03,Bill Payment,7990.64,14.2,Corporate,True
TXN000468,20240622,CUS0016,BR02,CH01,Transfer,16277.55,53.34,SME,False
TXN000469,20230821,CUS0063,BR05,CH02,Withdrawal,5347.48,0.0,Retail,False
TXN000470,20240608,CUS0005,,CH04,Loan Payment,1293.19,0.0,Retail,True
TXN000471,20230211,CUS0167,,CH03,Deposit,231280.28,,SME,True
TXN000472,20240721,CUS0005,,CH03,Card Payment,11234.26,0.0,Retail,True
TXN000473,20240516,CUS0057,,CH03,Card Payment,11487.8,,Retail,True
TXN000474,20231231,CUS0181,,CH05,Loan Payment,2153.27,0.0,Retail,True
TXN000475,20240929,CUS0060,BR14,CH02,Transfer,38051.8,154.05,Retail,False
TXN000476,20231021,CUS0125,,CH04,Bill Payment,193.0,0.81,Retail,True
TXN000477,20230715,CUS0192,,CH03,Card Payment,7628.2,0.0,Retail,True
TXN000478,20240221,CUS0182,,CH05,Transfer,341411.18,513.39,SME,True
TXN000479,20230404,CUS0185,BR07,CH01,Transfer,61628.26,213.66,Premium,False
TXN000480,20230311,CUS0120,,CH03,Bill Payment,971.46,1.23,SME,True
TXN000481,20230827,CUS0064,BR09,CH01,Transfer,14547.25,43.93,Retail,False
TXN000482,20240110,CUS0100,,CH05,Bill Payment,9571.03,41.19,Premium,True
TXN000483,20240228,CUS0056,BR03,CH01,Bill Payment,1934.21,7.56,Retail,False
TXN000484,20240621,CUS0171,,CH04,Loan Payment,19364.18,0.0,Retail,True
TXN000485,20241022,CUS0001,,CH05,Account Opening Fee,923.21,4.06,Premium,True
TXN000486,20241019,CUS0063,BR02,CH01,Bill Payment,1805.5,4.05,Retail,False
TXN000487,20240422,CUS0193,,CH05,bill payment,5677.07,23.72,Premium,True
TXN000488,20240911,CUS0063,BR03,CH02,Withdrawal,17894.31,0.0,Retail,False
TXN000489,20230429,CUS0040,BR11,CH01,Card Payment,15611.04,0.0,SME,False
TXN000490,20240708,CUS0196,BR09,CH01,Card Payment,13321.38,0.0,Premium,False
TXN000491,20231103,CUS0121,BR09,CH01,Deposit,7510.62,0.0,SME,False
TXN000492,20241109,CUS0145,,CH03,Bill Payment,3770.78,8.26,Retail,True
TXN000493,20230816,CUS0007,BR03,CH01,Transfer,125685.54,153.67,Premium,False
TXN000494,20240611,CUS0190,BR09,CH01,Account Opening Fee,1414.73,1.44,SME,False
TXN000495,20241218,CUS0171,,CH05,Withdrawal,729.27,0.0,Retail,True
TXN000496,20240718,CUS0129,,CH05,Loan Payment,52469.06,0.0,Corporate,True
TXN000497,20240425,CUS0060,BR06,CH01,Transfer,85373.71,375.63,Retail,False
TXN000498,20240107,CUS0039,,CH03,Account Opening Fee,409.08,0.65,Retail,True
TXN000499,20230917,CUS0068,BR01,CH02,Card Payment,8877.85,0.0,Retail,False
TXN000500,20241007,CUS0110,,CH04,Deposit,9185.35,0.0,Retail,True
TXN000501,20230518,CUS0112,BR14,CH01,Account Opening Fee,710.46,3.48,SME,False
TXN000502,20230902,CUS0024,,CH04,Account Opening Fee,361.53,0.98,Retail,True
TXN000503,20240916,CUS0036,,CH03,Bill Payment,3888.84,17.96,Retail,True
TXN000504,20230513,CUS0142,,CH05,Deposit,57473.35,0.0,Corporate,True
TXN000505,20230821,CUS0167,BR01,CH02,Deposit,104513.66,0.0,SME,False
TXN000506,20241110,CUS0107,BR14,CH02,Loan Payment,18109.28,0.0,Corporate,False
TXN000507,20240219,CUS0130,,CH03,Loan Payment,20264.15,0.0,Retail,True
TXN000508,20230308,CUS0026,BR14,CH01,Card Payment,8984.99,0.0,Retail,False
TXN000509,20230720,CUS0028,BR05,CH01,Deposit,5177.72,0.0,Retail,False
TXN000510,20231121,CUS0196,,CH03,Bill Payment,8738.24,24.65,Premium,True
TXN000511,20230221,CUS0128,,CH01,Bill Payment,389.94,0.88,Retail,False
TXN000512,20230710,CUS0083,BR04,CH01,Bill Payment,2759.94,3.11,Retail,False
TXN000513,20230530,CUS0123,BR10,CH01,Account Opening Fee,1598.98,1.65,SME,False
TXN000514,20240602,CUS0010,BR08,CH02,Loan Payment,28005.92,0.0,Retail,False
TXN000515,20231202,CUS0146,,CH01,Bill Payment,21838.39,,SME,False
TXN000516,20231231,CUS0031,,CH05,Loan Payment,12005.79,0.0,Retail,True
TXN000517,20230506,CUS0177,BR04,CH01,Transfer,187314.95,759.19,Corporate,False
TXN000518,20230117,CUS0164,BR04,CH02,Transfer,43346.13,69.6,Retail,False
TXN000519,20240926,CUS0151,BR15,CH02,Bill Payment,1612.74,6.69,Retail,False
TXN000520,20230220,CUS0011,BR07,CH01,Transfer,163105.95,769.69,Premium,False
TXN000521,20230515,CUS0033,BR08,CH01,Deposit,17703.28,0.0,Retail,False
TXN000522,20230728,CUS0014,BR05,CH01,bill payment,8665.04,19.69,Premium,False
TXN000523,20241103,CUS0025,,CH04,Bill Payment,16116.41,56.04,Corporate,True
TXN000524,20240531,CUS0030,,CH03,Bill Payment,646.97,2.8,Retail,True
TXN000525,20241230,CUS0042,BR14,CH02,Card Payment,6597.47,0.0,Retail,False
TXN000526,20230305,CUS0157,,CH05,Loan Payment,143186.6,0.0,SME,True
TXN000527,20241102,CUS0034,,CH03,Card Payment,13191.47,0.0,Retail,True
TXN000528,20240723,CUS0176,,CH03,Loan Payment,14957.36,,Retail,True
TXN000529,20231214,CUS0040,,CH04,account opening fee,869.9,1.3,SME,True
TXN000530,20230801,CUS0161,BR03,CH01,Account Opening Fee,766.46,2.31,Premium,False
TXN000531,20230817,CUS0141,,CH03,Card Payment,9621.08,0.0,Retail,True
TXN000532,20230621,CUS0014,,CH03,Deposit,44843.75,0.0,Premium,True
TXN000533,20241227,CUS0062,BR14,CH01,Account Opening Fee,1197.21,2.74,SME,False
TXN000534,20230613,CUS0171,BR07,CH02,card payment,814.43,0.0,Retail,False
TXN000535,20230822,CUS0056,BR07,CH01,Account Opening Fee,402.26,1.66,Retail,False
TXN000536,20240116,CUS0112,BR06,CH01,Withdrawal,1384.73,0.0,SME,False
TXN000537,20230514,CUS0044,BR09,CH02,Card Payment,3545.29,0.0,SME,False
TXN000538,20240118,CUS0124,BR05,CH01,Withdrawal,1144.5,0.0,Retail,False
TXN000539,20230821,CUS0094,BR06,CH02,Deposit,14178.84,0.0,Retail,False
TXN000540,20230128,CUS0120,,CH03,Transfer,108059.64,159.8,SME,True
TXN000541,20230628,CUS0163,BR09,CH02,Account Opening Fee,632.14,0.63,Premium,False
TXN000542,20230701,CUS0026,BR01,CH01,Deposit,4030.08,0.0,Retail,False
TXN000543,20230828,CUS0072,BR01,CH01,Deposit,6756.62,,Retail,False
TXN000544,20230805,CUS0090,BR07,CH01,Deposit,12179.92,0.0,Retail,False
TXN000545,20230222,CUS0119,BR15,CH02,Transfer,38835.77,164.86,Retail,False
TXN000546,20240811,CUS0142,,CH04,Account Opening Fee,1966.55,2.26,Corporate,True
TXN000547,20240627,CUS0125,,CH03,Loan Payment,11638.26,0.0,Retail,True
TXN000548,20231229,CUS0073,,CH04,Loan Payment,93713.81,0.0,Corporate,True
TXN000549,20240117,CUS0159,,CH04,Loan Payment,15661.31,0.0,Retail,True
TXN000550,20230924,CUS0192,,CH05,Account Opening Fee,486.41,0.61,Retail,True
TXN000551,20230309,CUS0053,,CH03,Transfer,86318.36,129.65,Retail,True
TXN000552,20231210,CUS0124,,CH05,Loan Payment,29083.95,0.0,Retail,True
TXN000553,20240402,CUS0095,,CH03,Withdrawal,19010.17,0.0,Corporate,True
TXN000554,20240610,CUS0112,,CH03,Transfer,294121.43,1181.08,SME,True
TXN000555,20230318,CUS0141,,CH03,Loan Payment,29609.57,0.0,Retail,True
TXN000556,20230228,CUS0197,,CH04,Withdrawal,4477.07,0.0,Retail,True
TXN000557,20230730,CUS0052,BR05,CH01,Withdrawal,46365.35,0.0,SME,False
TXN000558,20241123,CUS0147,,CH03,Deposit,92861.97,0.0,Premium,True
TXN000559,20230211,CUS0173,,CH03,Card Payment,7326.18,0.0,Retail,True
TXN000560,20240124,CUS0156,,CH04,Deposit,213883.71,0.0,SME,True
TXN000561,20230721,CUS0116,BR03,CH01,Card Payment,39444.51,0.0,Corporate,False
TXN000562,20241219,CUS0014,,CH03,Bill Payment,404.57,1.93,Premium,True
TXN000563,20240826,CUS0095,BR13,CH01,Deposit,173196.52,0.0,Corporate,False
TXN000564,20241211,CUS0168,BR04,CH01,Withdrawal,18324.03,0.0,Retail,False
TXN000565,20230330,CUS0028,,CH03,Withdrawal,2968.21,0.0,Retail,True
TXN000566,20231126,CUS0081,BR06,CH01,Account Opening Fee,341.21,1.19,Premium,False
TXN000567,20230829,CUS0182,BR14,CH02,Card Payment,53269.87,0.0,SME,False
TXN000568,20230128,CUS0104,,CH03,Transfer,56119.79,250.81,Retail,True
TXN000569,20230715,CUS0171,,CH04,Bill Payment,4546.77,13.91,Retail,True
TXN000570,20241114,CUS0091,BR06,CH02,Transfer,48111.02,141.92,Retail,False
TXN000571,20240612,CUS0125,,CH05,Bill Payment,1428.85,3.3,Retail,True
TXN000572,20230222,CUS0101,,CH03,Loan Payment,36771.25,0.0,SME,True
TXN000573,20240215,CUS0114,BR07,CH01,Transfer,131983.13,537.59,Premium,False
TXN000574,20230911,CUS0185,,CH03,Account Opening Fee,481.82,0.78,Premium,True
TXN000575,20231213,CUS0015,,CH03,Loan Payment,25127.19,0.0,SME,True
TXN000576,20231029,CUS0119,BR02,CH02,Account Opening Fee,309.6,1.01,Retail,False
TXN000577,20240912,CUS0118,BR07,CH01,Withdrawal,6304.2,0.0,Premium,False
TXN000578,20240806,CUS0068,,CH03,Account Opening Fee,298.36,0.86,Retail,True
TXN000579,20230626,CUS0165,BR05,CH01,Loan Payment,28671.56,0.0,Retail,False
TXN000580,20240501,CUS0006,,CH03,Withdrawal,23077.73,0.0,Premium,True
TXN000581,20240719,CUS0115,BR04,CH01,Transfer,81595.37,151.37,Premium,False
TXN000582,20240713,CUS0168,,CH05,Account Opening Fee,466.29,1.79,Retail,True
TXN000583,20230414,CUS0086,BR04,CH02,Account Opening Fee,406.52,0.47,Retail,False
TXN000584,20230118,CUS0057,BR02,CH01,Bill Payment,3442.07,9.13,Retail,False
TXN000585,20230218,CUS0054,,CH01,Deposit,13043.46,0.0,Retail,False
TXN000586,20240416,CUS0096,,CH04,Bill Payment,179.11,0.4,Retail,True
TXN000587,20241009,CUS0036,BR08,CH01,Withdrawal,5006.57,0.0,Retail,False
TXN000588,20230820,CUS0107,BR13,CH01,Deposit,24216.42,0.0,Corporate,False
TXN000589,20240521,CUS0184,,CH01,Bill Payment,8790.21,28.25,Corporate,False
TXN000590,20230502,CUS0153,,CH05,Loan Payment,134175.5,0.0,SME,True
TXN000591,20230130,CUS0014,,CH03,bill payment,6809.46,28.32,Premium,True
TXN000592,20230517,CUS0140,,CH04,Card Payment,5365.98,0.0,Retail,True
TXN000593,20230302,CUS0078,BR04,CH01,Loan Payment,11108.7,0.0,Premium,False
TXN000594,20230116,CUS0092,BR07,CH02,Transfer,80914.02,179.46,Retail,False
TXN000595,20240918,CUS0077,,CH04,Loan Payment,21877.34,0.0,Retail,True
TXN000596,20230225,CUS0040,,CH05,Loan Payment,115271.47,0.0,SME,True
TXN000597,20240207,CUS0045,BR10,CH02,Withdrawal,6917.12,0.0,Retail,False
TXN000598,20231020,CUS0037,BR04,CH02,Card Payment,4328.2,0.0,Retail,False
TXN000599,20240523,CUS0097,,CH03,Deposit,1553.78,0.0,Retail,True
TXN000600,20241231,CUS0002,,CH05,Card Payment,1493.47,0.0,Retail,True
TXN000601,20230629,CUS0150,BR09,CH01,Withdrawal,8901.82,0.0,Retail,False
TXN000602,20230812,CUS0022,BR04,CH02,Account Opening Fee,483.69,0.7,SME,False
TXN000603,20241007,CUS0086,,CH03,Bill Payment,1338.75,2.11,Retail,True
TXN000604,20240421,CUS0012,,CH04,Loan Payment,20229.18,0.0,Retail,True
TXN000605,20240908,CUS0132,,CH03,Loan Payment,95876.94,0.0,Corporate,True
TXN000606,20230112,CUS0166,,CH03,Transfer,411952.02,824.35,SME,True
TXN000607,20240227,CUS0150,,CH03,Loan Payment,14252.37,0.0,Retail,True
TXN000608,20230713,CUS0151,,CH04,Bill Payment,694.73,1.49,Retail,True
TXN000609,20231111,CUS0030,BR15,CH02,Account Opening Fee,484.9,,Retail,False
TXN000610,20240320,CUS0077,,CH05,Bill Payment,1604.07,2.35,Retail,True
TXN000611,20240405,CUS0083,BR01,CH01,Withdrawal,17556.42,0.0,Retail,False
TXN000612,20240505,CUS0019,BR12,CH01,Bill Payment,4417.98,8.91,Premium,False
TXN000613,20241021,CUS0173,BR02,CH01,Loan Payment,15681.69,0.0,Retail,False
TXN000614,20230318,CUS0137,,CH03,Bill Payment,3420.19,3.88,Retail,True
TXN000615,20240703,CUS0134,,CH04,Bill Payment,1055.85,4.72,Retail,True
TXN000616,20240808,CUS0075,BR06,CH01,Card Payment,63300.62,0.0,SME,False
TXN000617,20241112,CUS0042,BR05,CH01,Bill Payment,1852.04,3.1,Retail,False
TXN000618,20230722,CUS0193,,CH05,Deposit,97376.17,0.0,Premium,True
TXN000619,20230116,CUS0197,,CH03,Loan Payment,21775.67,0.0,Retail,True
TXN000620,20240623,CUS0120,,CH04,Deposit,225488.36,0.0,SME,True
TXN000621,20240519,CUS0080,,CH03,Withdrawal,13062.14,0.0,Retail,True
TXN000622,20231211,CUS0168,BR02,CH02,Account Opening Fee,293.63,0.55,Retail,False
TXN000623,20241002,CUS0109,,CH04,Deposit,97340.64,0.0,Premium,True
TXN000624,20230328,CUS0187,BR04,CH02,Card Payment,1025.63,0.0,Retail,False
TXN000625,20241111,CUS0176,,CH03,Transfer,33728.7,122.32,Retail,True
TXN000626,20240517,CUS0001,,CH04,Bill Payment,7212.57,13.98,Premium,True
TXN000627,20240515,CUS0036,,CH03,Deposit,2293.15,0.0,Retail,True
TXN000628,20230617,CUS0113,BR01,CH02,Card Payment,3513.5,0.0,Retail,False
TXN000629,20241107,CUS0053,,CH03,Bill Payment,246.26,0.29,Retail,True
TXN000630,20230316,CUS0017,BR02,CH02,Loan Payment,1385.64,0.0,Retail,False
TXN000631,20240802,CUS0106,BR08,CH02,Account Opening Fee,248.02,0.98,Retail,False
TXN000632,20231103,CUS0082,,CH04,Deposit,33188.66,0.0,Retail,True
TXN000633,20230105,CUS0173,,CH04,bill payment,102.77,0.39,Retail,True
TXN000634,20231202,CUS0041,BR14,CH02,Deposit,27046.51,0.0,Retail,False
TXN000635,20230728,CUS0041,,CH03,Transfer,48737.12,193.59,Retail,True
TXN000636,20240808,CUS0166,,CH03,Deposit,195695.45,0.0,SME,True
TXN000637,20240604,CUS0194,,CH04,Deposit,45292.75,0.0,Retail,True
