booking_id,date_id,advertiser_id,platform_id,format_id,ad_medium,duration_days,gross_revenue_egp,discount_pct,net_revenue_egp,impressions_k,booking_status
BK00265,20240408,ADV0013,PF05,AF10,Digital,1.0,49200.0,,42800.0,99.5,Under Review
BK00266,20230603,ADV0012,PF05,AF10,Digital,1.0,32700.0,0.047,31200.0,565.0,Under Review
BK00267,20230313,ADV0038,PF04,AF06,Digital,14.0,156400.0,0.06,147000.0,284.3,Confirmed
BK00268,20230324,ADV0009,PF01,AF02,Print,1.0,49400.0,0.078,45500.0,,Confirmed
BK00269,20210304,ADV0030,PF01,AF04,Print,1.0,83200.0,0.005,82800.0,,Confirmed
BK00270,20201015,ADV0076,PF05,AF10,Digital,1.0,17700.0,0.036,17100.0,625.7,Confirmed
BK00271,20231117,ADV0100,PF05,AF11,Digital,1.0,6700.0,0.07,6200.0,599.2,Under Review
BK00272,20231119,ADV0019,PF05,AF10,Digital,1.0,21900.0,0.029,21300.0,612.6,Confirmed
BK00273,20240319,ADV0054,PF04,AF06,Digital,7.0,60100.0,0.018,59000.0,344.9,Under Review
BK00274,20240618,ADV0009,PF02,AF02,Print,1.0,59800.0,0.003,59600.0,,Confirmed
BK00275,20220127,ADV0022,PF01,AF02,Print,1.0,39200.0,0.055,37000.0,,Confirmed
BK00276,20220104,ADV0061,PF01,AF02,Print,1.0,25600.0,0.045,24400.0,,Confirmed
BK00277,20231026,ADV0066,PF01,AF03,Print,,27500.0,0.022,26900.0,,Confirmed
BK00278,20221201,ADV0066,PF01,AF03,Print,1.0,18800.0,0.075,17400.0,,Confirmed
BK00279,20230323,ADV0010,PF05,AF12,Digital,30.0,264100.0,0.103,236900.0,187.0,Confirmed
BK00280,20231021,ADV0053,PF04,AF07,Digital,60.0,902700.0,0.043,863900.0,693.2,Confirmed
BK00281,20240430,ADV0057,PF01,AF05,Print,1.0,1700.0,0.095,1500.0,,Confirmed
BK00282,20210111,ADV0080,PF02,AF03,Print,1.0,19300.0,0.006,19200.0,,Confirmed
BK00283,20210404,ADV0019,PF05,AF10,Digital,1.0,15400.0,0.033,14900.0,597.4,Confirmed
BK00284,20190727,ADV0093,PF04,AF07,Digital,14.0,128300.0,0.039,123300.0,355.1,Confirmed
BK00285,20220614,ADV0099,PF03,AF03,Print,1.0,13300.0,0.073,12300.0,,CONFIRMED
BK00286,20190324,ADV0060,PF01,AF04,Print,1.0,81500.0,,75400.0,,Confirmed
BK00287,20211027,ADV0048,PF05,AF11,Digital,1.0,5500.0,0.019,5400.0,542.8,Confirmed
BK00288,20220405,ADV0099,PF02,AF01,Print,1.0,52700.0,,51500.0,,Confirmed
BK00289,20201001,ADV0093,PF02,AF03,Print,1.0,14900.0,0.049,14200.0,,Confirmed
BK00290,20220718,ADV0090,PF01,AF02,Print,1.0,50500.0,,44300.0,,Confirmed
BK00291,20190313,ADV0072,PF01,AF02,Print,1.0,20700.0,0.04,19900.0,,Confirmed
BK00292,20190326,ADV0085,PF01,AF02,Print,1.0,30300.0,0.063,28400.0,,Confirmed
BK00293,20231212,ADV0085,PF02,AF02,Print,1.0,0.0,,0.0,,Cancelled
BK00294,20210305,ADV0024,PF04,AF07,Digital,14.0,209800.0,0.088,191300.0,108.6,Confirmed
BK00295,20191016,ADV0097,PF05,AF11,Digital,1.0,3900.0,0.035,3800.0,418.9,CONFIRMED
BK00296,20220224,ADV0070,PF01,AF04,Print,1.0,109800.0,0.046,104700.0,,Confirmed
BK00297,20230822,ADV0095,PF02,AF03,Print,1.0,39000.0,0.131,33900.0,,CONFIRMED
BK00298,20200416,ADV0054,PF04,AF12,Digital,7.0,18900.0,0.078,17400.0,494.7,Confirmed
BK00299,20221008,ADV0001,PF04,AF10,Digital,1.0,23300.0,0.047,22200.0,146.1,Confirmed
BK00300,20190703,ADV0002,PF01,AF02,Print,1.0,42500.0,0.102,38200.0,,Confirmed
BK00301,20190421,ADV0037,PF04,AF06,Digital,60.0,293300.0,0.004,292100.0,404.9,Confirmed
BK00302,20220315,ADV0086,PF05,AF06,Digital,14.0,118000.0,0.05,112100.0,763.5,Confirmed
BK00303,20220402,ADV0021,PF04,AF10,Digital,1.0,18700.0,0.032,18100.0,195.4,Confirmed
BK00304,20221106,ADV0018,PF01,AF01,Print,1.0,71200.0,,66200.0,,Confirmed
BK00305,20230505,ADV0021,PF05,AF10,Digital,1.0,21800.0,0.069,20300.0,522.1,Confirmed
BK00306,20241116,ADV0060,PF01,AF01,Print,1.0,107500.0,0.066,100400.0,,Confirmed
BK00307,20220209,ADV0039,PF04,AF06,Digital,30.0,158400.0,0.019,155400.0,65.5,Confirmed
BK00308,20201212,ADV0099,PF01,AF01,Print,1.0,35200.0,0.08,32400.0,,Confirmed
BK00309,20231020,ADV0048,PF01,AF01,Print,1.0,85800.0,0.016,84400.0,,Confirmed
BK00310,20200823,ADV0008,PF01,AF05,Print,1.0,700.0,0.107,600.0,,Confirmed
BK00311,20210828,ADV0032,PF04,AF12,Digital,21.0,88000.0,0.001,87900.0,65.9,Confirmed
BK00312,20190614,ADV0003,PF01,AF05,Print,1.0,700.0,0.06,700.0,,Confirmed
BK00313,20190303,ADV0029,PF02,AF02,Print,1.0,22100.0,0.003,22000.0,,Confirmed
BK00314,20241021,ADV0091,PF05,AF11,Digital,1.0,15400.0,0.088,14000.0,621.6,Confirmed
BK00315,20240107,ADV0004,PF01,AF03,Print,1.0,33000.0,0.073,30600.0,,Confirmed
BK00316,20230311,ADV0003,PF04,AF10,Digital,1.0,32400.0,0.055,30600.0,144.4,Confirmed
BK00317,20210606,ADV0093,PF04,AF11,Digital,1.0,5800.0,0.049,5500.0,74.8,Confirmed
BK00318,20200117,ADV0060,PF01,AF01,Print,1.0,44200.0,0.04,42400.0,,Confirmed
BK00319,20191213,ADV0075,PF04,AF12,Digital,21.0,84100.0,0.077,77600.0,669.4,Confirmed
BK00320,20200627,ADV0015,PF04,AF07,Digital,30.0,268600.0,0.03,260500.0,595.8,Under Review
BK00321,20220417,ADV0070,PF01,AF02,Print,,37000.0,,34300.0,,Under Review
BK00322,20230415,ADV0064,PF05,AF10,Digital,1.0,0.0,0.028,0.0,283.3,Cancelled
BK00323,20221220,ADV0097,PF04,AF12,Digital,21.0,76200.0,0.064,71300.0,720.2,Confirmed
BK00324,20200915,ADV0032,PF04,AF10,Digital,1.0,19300.0,0.016,19000.0,380.9,Confirmed
BK00325,20241005,ADV0061,PF04,AF06,Digital,21.0,168600.0,0.06,158500.0,273.4,Confirmed
BK00326,20230528,ADV0073,PF04,AF10,Digital,1.0,24700.0,0.05,23500.0,91.8,Confirmed
BK00327,20220426,ADV0001,PF02,AF02,Print,1.0,0.0,,0.0,,Cancelled
BK00328,20220912,ADV0051,PF03,AF05,Print,1.0,800.0,0.027,800.0,,Confirmed
BK00329,20210705,ADV0030,PF04,AF11,Digital,1.0,6500.0,0.068,6100.0,629.5,Confirmed
BK00330,20200620,ADV0020,PF04,AF10,Digital,1.0,22900.0,0.105,20500.0,491.8,Confirmed
BK00331,20210224,ADV0027,PF01,AF03,Print,1.0,22800.0,0.069,21200.0,,Confirmed
BK00332,20230719,ADV0018,PF05,AF10,Digital,1.0,35500.0,0.052,33700.0,373.2,Confirmed
BK00333,20190204,ADV0018,PF04,AF11,Digital,1.0,5800.0,0.072,5400.0,218.9,Confirmed
BK00334,20190923,ADV0071,PF01,AF03,Print,1.0,16100.0,0.033,15600.0,,Confirmed
BK00335,20190411,ADV0084,PF02,AF02,Print,1.0,19400.0,0.053,18400.0,,Confirmed
BK00336,20190402,ADV0011,PF01,AF01,Print,1.0,56100.0,0.078,51700.0,,Confirmed
BK00337,20240224,ADV0091,PF04,AF12,Digital,14.0,164300.0,0.096,148500.0,357.5,Confirmed
BK00338,20230326,ADV0010,PF04,AF12,Digital,14.0,116100.0,0.082,106600.0,460.6,Confirmed
BK00339,20211113,ADV0048,PF05,AF06,Digital,14.0,91000.0,0.047,86700.0,55.7,Confirmed
BK00340,20190806,ADV0004,PF02,AF03,Print,,17400.0,0.012,17200.0,,Confirmed
BK00341,20211216,ADV0041,PF05,AF11,Digital,1.0,5800.0,0.03,5600.0,662.4,Confirmed
BK00342,20211112,ADV0088,PF01,AF01,Print,1.0,59000.0,0.061,55400.0,,Confirmed
BK00343,20200116,ADV0082,PF01,AF02,Print,1.0,24600.0,0.004,24500.0,,Confirmed
BK00344,20210814,ADV0044,PF04,AF06,Digital,14.0,0.0,0.063,0.0,661.1,Cancelled
BK00345,20210516,ADV0066,PF04,AF11,Digital,1.0,5500.0,0.028,5300.0,699.1,Confirmed
BK00346,20220922,ADV0093,PF03,AF03,Print,1.0,19700.0,,19500.0,,Confirmed
BK00347,20221102,ADV0038,PF04,AF11,Digital,1.0,7200.0,0.01,7100.0,673.2,Confirmed
BK00348,20190410,ADV0065,PF01,AF05,Print,1.0,500.0,0.035,500.0,,Confirmed
BK00349,20210403,ADV0100,PF04,AF06,Digital,7.0,37700.0,0.07,35100.0,411.0,Confirmed
BK00350,20221014,ADV0096,PF02,AF02,Print,1.0,0.0,0.021,0.0,,Cancelled
BK00351,20220108,ADV0058,PF05,AF06,Digital,21.0,182600.0,0.04,175300.0,101.2,Confirmed
BK00352,20240226,ADV0013,PF01,AF02,Print,1.0,84200.0,,76300.0,,Confirmed
BK00353,20221217,ADV0031,PF03,AF02,Print,1.0,26400.0,0.026,25700.0,,Confirmed
BK00354,20191225,ADV0086,PF04,AF11,Digital,1.0,5000.0,0.045,4800.0,616.7,Confirmed
BK00355,20190526,ADV0045,PF04,AF06,Digital,21.0,172300.0,0.112,153000.0,82.6,Confirmed
BK00356,20221116,ADV0079,PF05,AF10,Digital,1.0,23300.0,0.048,22200.0,257.3,Confirmed
BK00357,20190305,ADV0011,PF01,AF02,Print,1.0,0.0,0.01,0.0,,Cancelled
BK00358,20220704,ADV0022,PF05,AF10,Digital,1.0,25900.0,0.0,25900.0,103.5,Confirmed
BK00359,20240831,ADV0036,PF01,AF02,Print,1.0,54100.0,0.019,53100.0,,Confirmed
BK00360,20220606,ADV0045,PF01,AF02,Print,1.0,56000.0,0.089,51000.0,,Confirmed
BK00361,20210427,ADV0017,PF05,AF12,Digital,7.0,32400.0,0.003,32300.0,320.7,Confirmed
BK00362,20221118,ADV0082,PF01,AF02,Print,1.0,37400.0,0.049,35600.0,,Confirmed
BK00363,20211012,ADV0080,PF01,AF02,Print ,1.0,33000.0,0.077,30500.0,,Confirmed
BK00364,20220411,ADV0096,PF04,AF11,Digital,1.0,6400.0,0.049,6100.0,696.9,Confirmed
BK00365,20240903,ADV0039,PF05,AF06,Digital,30.0,291100.0,0.044,278300.0,188.9,Confirmed
BK00366,20210423,ADV0013,PF01,AF02,Print,1.0,47000.0,0.125,41100.0,,Confirmed
BK00367,20241018,ADV0071,PF04,AF12,Digital,14.0,119800.0,0.017,117800.0,599.1,Confirmed
BK00368,20240529,ADV0099,PF01,AF04,Print,1.0,105600.0,0.074,97800.0,,Confirmed
BK00369,20200310,ADV0087,PF01,AF04,Print,1.0,47900.0,0.068,44600.0,,Confirmed
BK00370,20190524,ADV0078,PF05,AF11,Digital,1.0,5000.0,0.042,4800.0,74.9,Confirmed
BK00371,20190815,ADV0076,PF01,AF01,Print,1.0,58700.0,0.055,55500.0,,Confirmed
BK00372,20190213,ADV0095,PF01,AF03,Print,1.0,24300.0,0.09,22100.0,,Confirmed
BK00373,20190728,ADV0061,PF04,AF06,Digital,60.0,258000.0,0.05,245100.0,439.6,Confirmed
BK00374,20230209,ADV0014,PF04,AF12,Digital,30.0,283500.0,0.106,253400.0,700.5,Confirmed
BK00375,20190528,ADV0086,PF01,AF01,Print,1.0,59500.0,0.041,57100.0,,Confirmed
BK00376,20201205,ADV0046,PF01,AF02,Print,1.0,26300.0,0.039,25300.0,,Confirmed
BK00377,20240129,ADV0063,PF04,AF10,Digital,1.0,37300.0,0.026,36300.0,222.3,Confirmed
BK00378,20190226,ADV0051,PF05,AF06,Digital,14.0,98700.0,0.053,93500.0,626.2,Confirmed
BK00379,20231127,ADV0035,PF05,AF06,Digital,30.0,294100.0,0.047,280300.0,162.9,Confirmed
BK00380,20200920,ADV0040,PF06,AF08,Digital,30.0,132600.0,,126600.0,94.1,Confirmed
BK00381,20190928,ADV0030,PF04,AF10,Digital,1.0,0.0,,0.0,71.0,Cancelled
BK00382,20230312,ADV0016,PF05,AF10,Digital,1.0,35300.0,,33700.0,679.3,Confirmed
BK00383,20221020,ADV0086,PF04,AF10,Digital,1.0,24100.0,0.073,22300.0,582.1,Confirmed
BK00384,20240408,ADV0041,PF04,AF10,Digital,1.0,37300.0,0.061,35000.0,79.8,Confirmed
BK00385,20230523,ADV0055,PF04,AF06,Digital ,14.0,144800.0,0.038,139300.0,240.1,Confirmed
BK00386,20231106,ADV0069,PF04,AF11,Digital,1.0,8100.0,0.025,7900.0,450.2,Under Review
BK00387,20200920,ADV0085,PF05,AF06,Digital,7.0,36800.0,0.061,34600.0,310.8,Confirmed
BK00388,20200126,ADV0025,PF02,AF02,Print ,,18700.0,0.071,17400.0,,Confirmed
BK00389,20230629,ADV0007,PF03,AF02,Print,1.0,35200.0,0.063,33000.0,,Confirmed
BK00390,20231112,ADV0070,PF05,AF10,Digital,1.0,31500.0,0.037,30300.0,173.2,Confirmed
BK00391,20241214,ADV0037,PF04,AF06,Digital,21.0,179000.0,0.016,176100.0,589.9,Confirmed
BK00392,20210616,ADV0081,PF04,AF07,Digital,14.0,154000.0,0.014,151800.0,304.4,CONFIRMED
BK00393,20210329,ADV0032,PF01,AF05,Print,1.0,600.0,0.002,600.0,,Confirmed
BK00394,20230908,ADV0029,PF01,AF03,Print,1.0,16700.0,0.009,16500.0,,Confirmed
BK00395,20210118,ADV0097,PF05,AF12,Digital,30.0,84700.0,0.009,83900.0,92.8,Confirmed
BK00396,20240805,ADV0044,PF05,AF06,Digital,14.0,168900.0,0.011,167000.0,547.3,Confirmed
BK00397,20240302,ADV0066,PF04,AF10,Digital,1.0,40000.0,0.066,37400.0,237.7,Under Review
BK00398,20210731,ADV0083,PF04,AF10,Digital,1.0,23100.0,0.037,22200.0,147.7,Confirmed
BK00399,20230630,ADV0019,PF02,AF02,Print,1.0,33200.0,0.077,30600.0,,Confirmed
BK00400,20230710,ADV0029,PF01,AF03,Print,1.0,19300.0,0.025,18800.0,,Confirmed
BK00401,20190821,ADV0047,PF01,AF02,Print,1.0,38600.0,0.138,33300.0,,Under Review
BK00402,20240524,ADV0012,PF03,AF05,Print,1.0,1300.0,0.02,1300.0,,Confirmed
BK00403,20220113,ADV0087,PF03,AF02,Print,1.0,26900.0,0.054,25400.0,,Confirmed
BK00404,20231219,ADV0069,PF04,AF10,Digital,1.0,29400.0,0.03,28500.0,202.4,Confirmed
BK00405,20201207,ADV0057,PF03,AF05,Print,1.0,900.0,0.146,800.0,,Confirmed
BK00406,20240510,ADV0087,PF04,AF12,Digital,60.0,318700.0,0.014,314200.0,780.2,Confirmed
BK00407,20210428,ADV0099,PF03,AF05,Print,1.0,500.0,0.072,500.0,,Under Review
BK00408,20190126,ADV0060,PF04,AF10,Digital,1.0,21300.0,0.052,20200.0,413.1,Confirmed
BK00409,20240529,ADV0013,PF04,AF12,Digital,21.0,249100.0,0.147,212500.0,96.6,Confirmed
BK00410,20190719,ADV0022,PF05,AF10,Digital,1.0,18000.0,0.027,17500.0,542.5,Confirmed
BK00411,20201206,ADV0025,PF01,AF02,Print,1.0,17500.0,,16700.0,,Confirmed
BK00412,20240924,ADV0072,PF02,AF03,Print,1.0,19800.0,0.018,19400.0,,Confirmed
BK00413,20240925,ADV0027,PF04,AF11,Digital,1.0,13600.0,0.055,12900.0,60.0,Under Review
BK00414,20220601,ADV0009,PF04,AF06,Digital ,21.0,171400.0,0.03,166300.0,602.1,Confirmed
BK00415,20221026,ADV0024,PF01,AF01,Print,1.0,92600.0,,87900.0,,Confirmed
BK00416,20210920,ADV0067,PF02,AF05,Print,1.0,700.0,0.043,700.0,,Confirmed
BK00417,20201015,ADV0021,PF04,AF10,Digital,1.0,12300.0,0.059,11600.0,636.1,Confirmed
BK00418,20201223,ADV0083,PF01,AF02,Print,1.0,24400.0,0.072,22600.0,,Confirmed
BK00419,20230115,ADV0091,PF05,AF10,Digital,1.0,47300.0,0.104,42400.0,475.3,Confirmed
BK00420,20230704,ADV0042,PF03,AF02,Print,1.0,72300.0,0.116,63900.0,,Confirmed
BK00421,20231012,ADV0041,PF04,AF06,Digital,30.0,326200.0,0.04,313200.0,290.5,Confirmed
BK00422,20231008,ADV0003,PF01,AF02,Print,1.0,46600.0,0.052,44200.0,,Confirmed
BK00423,20190719,ADV0095,PF04,AF06,Digital,30.0,271400.0,0.134,235000.0,60.0,Under Review
BK00424,20211221,ADV0039,PF01,AF03,Print,1.0,12300.0,0.028,12000.0,,Confirmed
BK00425,20190502,ADV0098,PF01,AF02,Print,1.0,31700.0,0.079,29200.0,,Confirmed
BK00426,20220417,ADV0058,PF01,AF02,Print,1.0,36900.0,0.021,36100.0,,Confirmed
BK00427,20210904,ADV0007,PF01,AF02,Print,1.0,20900.0,0.03,20300.0,,Confirmed
BK00428,20240426,ADV0036,PF05,AF10,Digital,1.0,38700.0,0.075,35800.0,243.2,Confirmed
BK00429,20210212,ADV0027,PF01,AF02,Print,1.0,44200.0,0.116,39100.0,,Confirmed
BK00430,20190925,ADV0046,PF01,AF03,Print,1.0,14400.0,0.019,14100.0,,Confirmed
BK00431,20191117,ADV0063,PF01,AF02,Print,1.0,32300.0,0.046,30800.0,,Confirmed
BK00432,20230729,ADV0010,PF06,AF08,Digital,30.0,349100.0,0.084,319800.0,69.9,Confirmed
BK00433,20220928,ADV0009,PF02,AF03,Print,1.0,0.0,0.08,0.0,,Cancelled
BK00434,20190816,ADV0072,PF01,AF05,Print,1.0,400.0,0.064,400.0,,Confirmed
BK00435,20190629,ADV0086,PF06,AF08,Digital,14.0,71200.0,0.013,70300.0,102.9,Confirmed
BK00436,20230321,ADV0060,PF05,AF06,Digital,7.0,81000.0,0.045,77400.0,389.1,Confirmed
BK00437,20190531,ADV0053,PF02,AF01,Print,1.0,54200.0,0.019,53200.0,,Confirmed
BK00438,20231211,ADV0020,PF01,AF03,Print,1.0,38100.0,0.137,32900.0,,Confirmed
BK00439,20230331,ADV0090,PF05,AF06,Digital,14.0,213600.0,0.141,183500.0,106.2,Confirmed
BK00440,20190622,ADV0097,PF05,AF06,Digital,30.0,144900.0,0.004,144300.0,580.0,Confirmed
BK00441,20190701,ADV0076,PF02,AF01,Print,1.0,58300.0,0.005,58000.0,,Confirmed
BK00442,20241207,ADV0067,PF01,AF02,Print,1.0,58500.0,0.023,57200.0,,Confirmed
BK00443,20210402,ADV0066,PF02,AF02,Print,1.0,33800.0,0.029,32800.0,,Confirmed
BK00444,20210326,ADV0088,PF02,AF01,Print,1.0,61300.0,0.041,58800.0,,Confirmed
BK00445,20231124,ADV0045,PF05,AF11,Digital,1.0,11300.0,0.102,10100.0,418.1,CONFIRMED
BK00446,20240917,ADV0011,PF05,AF06,Digital,14.0,162400.0,0.056,153300.0,64.8,Confirmed
BK00447,20241206,ADV0089,PF04,AF07,Digital,7.0,0.0,0.118,0.0,169.4,Cancelled
BK00448,20230707,ADV0048,PF06,AF09,Digital,14.0,183300.0,0.059,172500.0,51.1,Confirmed
BK00449,20210406,ADV0079,PF06,AF09,Digital,30.0,263600.0,0.061,247500.0,112.8,Confirmed
BK00450,20190628,ADV0007,PF01,AF02,Print,1.0,22600.0,0.078,20800.0,,Confirmed
BK00451,20230910,ADV0096,PF05,AF06,Digital,30.0,314800.0,0.079,289900.0,798.5,Confirmed
BK00452,20220503,ADV0061,PF04,AF12,Digital,21.0,81500.0,0.077,75200.0,674.2,Confirmed
BK00453,20210718,ADV0027,PF01,AF03,Print,1.0,25400.0,0.077,23400.0,,Under Review
BK00454,20240531,ADV0086,PF04,AF10,Digital,1.0,42300.0,0.057,39900.0,129.4,Confirmed
BK00455,20190911,ADV0099,PF02,AF02,Print,1.0,22100.0,0.039,21200.0,,Under Review
BK00456,20211218,ADV0075,PF02,AF03,Print,1.0,17300.0,0.062,16200.0,,Confirmed
BK00457,20190127,ADV0065,PF02,AF02,Print,1.0,0.0,0.068,0.0,,Cancelled
BK00458,20211102,ADV0081,PF03,AF05,Print,1.0,700.0,0.035,700.0,,Confirmed
BK00459,20190429,ADV0011,PF04,AF06,Digital,21.0,134900.0,0.027,131300.0,409.5,Confirmed
BK00460,20190929,ADV0098,PF04,AF11,Digital,1.0,6000.0,0.063,5600.0,302.9,Confirmed
BK00461,20190926,ADV0081,PF01,AF01,Print,1.0,53900.0,0.077,49700.0,,Confirmed
BK00462,20221130,ADV0007,PF01,AF05,Print,1.0,600.0,0.003,600.0,,Confirmed
BK00463,20230617,ADV0043,PF06,AF08,Digital,14.0,118700.0,0.011,117400.0,169.5,Confirmed
BK00464,20220627,ADV0080,PF01,AF01,Print,1.0,72600.0,0.049,69000.0,,Under Review
BK00465,20241020,ADV0014,PF04,AF06,Digital,14.0,259600.0,0.054,245600.0,123.5,Confirmed
BK00466,20210403,ADV0020,PF04,AF10,Digital,1.0,31400.0,0.068,29300.0,429.0,Confirmed
BK00467,20200929,ADV0068,PF02,AF05,Print,1.0,800.0,0.123,700.0,,Confirmed
BK00468,20240322,ADV0034,PF04,AF11,Digital,1.0,7800.0,0.02,7600.0,153.7,Confirmed
BK00469,20200430,ADV0007,PF01,AF05,Print,,400.0,0.041,400.0,,Confirmed
BK00470,20241022,ADV0077,PF04,AF06,Digital,30.0,0.0,0.046,0.0,790.6,CANCELLED
BK00471,20190129,ADV0005,PF02,AF02,Print,1.0,30800.0,0.05,29300.0,,Confirmed
BK00472,20241104,ADV0078,PF02,AF01,Print,1.0,104400.0,0.048,99400.0,,Confirmed
BK00473,20190406,ADV0074,PF01,AF03,Print,1.0,15700.0,0.026,15300.0,,Confirmed
BK00474,20240502,ADV0070,PF04,AF06,Digital,21.0,245500.0,0.058,231300.0,255.3,Confirmed
BK00475,20220307,ADV0003,PF01,AF05,Print,1.0,900.0,0.04,900.0,,Confirmed
BK00476,20241219,ADV0078,PF05,AF11,Digital,1.0,10700.0,0.08,9800.0,224.1,Under Review
BK00477,20190602,ADV0018,PF01,AF01,Print,1.0,54000.0,0.064,50500.0,,Confirmed
BK00478,20220425,ADV0030,PF05,AF06,Digital,14.0,120800.0,0.05,114800.0,99.9,Confirmed
BK00479,20241103,ADV0035,PF05,AF12,Digital,14.0,110000.0,0.023,107500.0,652.7,CONFIRMED
BK00480,20220226,ADV0036,PF05,AF11,Digital,1.0,7700.0,0.063,7200.0,178.1,Confirmed
BK00481,20221021,ADV0018,PF01,AF02,Print,1.0,36600.0,0.048,34800.0,,Confirmed
BK00482,20230310,ADV0088,PF01,AF02,Print,1.0,47800.0,0.06,44900.0,,Confirmed
BK00483,20211004,ADV0092,PF04,AF11,Digital,1.0,6500.0,,6000.0,276.2,Confirmed
BK00484,20221017,ADV0042,PF04,AF06,Digital,30.0,357100.0,0.051,338900.0,395.8,Under Review
BK00485,20220630,ADV0047,PF01,AF01,Print,1.0,91000.0,0.102,81700.0,,Under Review
BK00486,20240521,ADV0078,PF05,AF06,Digital,60.0,743100.0,0.045,709700.0,527.2,Confirmed
BK00487,20190410,ADV0071,PF04,AF11,Digital,1.0,5900.0,,5500.0,534.0,Confirmed
BK00488,20200918,ADV0016,PF01,AF01,Print,1.0,50400.0,0.04,48400.0,,Confirmed
BK00489,20240925,ADV0048,PF04,AF12,Digital,14.0,113600.0,,109700.0,249.0,Confirmed
BK00490,20240430,ADV0035,PF03,AF03,Print,1.0,29300.0,0.034,28300.0,,Confirmed
BK00491,20211006,ADV0072,PF04,AF07,Digital,30.0,222600.0,0.009,220600.0,199.0,Confirmed
BK00492,20221002,ADV0072,PF06,AF08,Digital,30.0,137200.0,0.047,130800.0,241.0,Confirmed
BK00493,20200909,ADV0065,PF03,AF03,Print,,9400.0,0.025,9200.0,,Confirmed
BK00494,20200222,ADV0022,PF04,AF10,Digital,1.0,17000.0,0.049,16200.0,549.7,Confirmed
BK00495,20211023,ADV0068,PF01,AF03,Print,1.0,26100.0,0.149,22200.0,,Confirmed
BK00496,20210218,ADV0050,PF01,AF03,Print,1.0,17200.0,0.009,17000.0,,Confirmed
BK00497,20220628,ADV0096,PF04,AF06,Digital,7.0,54700.0,0.076,50500.0,673.7,Confirmed
BK00498,20190612,ADV0061,PF01,AF01,Print,1.0,39700.0,0.039,38200.0,,Confirmed
BK00499,20241113,ADV0073,PF05,AF10,Digital,1.0,24800.0,0.018,24400.0,454.0,Confirmed
BK00500,20241206,ADV0059,PF01,AF02,Print,1.0,87200.0,0.145,74600.0,,Confirmed
BK00501,20230315,ADV0028,PF04,AF07,Digital,7.0,161500.0,0.075,149400.0,74.2,Under Review
BK00502,20220324,ADV0048,PF06,AF08,Digital,7.0,41700.0,,38800.0,105.9,Confirmed
BK00503,20201117,ADV0089,PF01,AF02,Print,1.0,33500.0,0.052,31800.0,,Confirmed
BK00504,20231126,ADV0066,PF04,AF10,Digital,1.0,30200.0,0.009,29900.0,363.2,Confirmed
BK00505,20230213,ADV0033,PF01,AF03,Print,1.0,23700.0,0.071,22000.0,,Confirmed
BK00506,20191224,ADV0052,PF01,AF02,Print,1.0,0.0,0.058,0.0,,Cancelled
BK00507,20240612,ADV0055,PF01,AF03,Print,1.0,33400.0,0.027,32500.0,,Confirmed
BK00508,20231212,ADV0032,PF02,AF03,Print,1.0,0.0,0.023,0.0,,Cancelled
BK00509,20240923,ADV0086,PF01,AF05,Print,,1300.0,0.079,1200.0,,Confirmed
BK00510,20230505,ADV0023,PF03,AF05,Print,1.0,1000.0,0.006,1000.0,,Confirmed
BK00511,20220916,ADV0054,PF04,AF10,Digital,1.0,18600.0,0.003,18500.0,312.1,Confirmed
BK00512,20210701,ADV0015,PF02,AF02,Print,1.0,34100.0,0.04,32700.0,,Confirmed
BK00513,20240810,ADV0056,PF05,AF10,Digital,1.0,40200.0,0.034,38800.0,743.2,Confirmed
BK00514,20240317,ADV0005,PF06,AF08,Digital,14.0,142400.0,0.013,140500.0,43.9,Confirmed
BK00515,20190410,ADV0013,PF02,AF03,Print,1.0,22100.0,0.054,20900.0,,Confirmed
BK00516,20190305,ADV0030,PF01,AF03,Print,1.0,17000.0,0.052,16100.0,,Confirmed
BK00517,20210406,ADV0007,PF02,AF03,Print,1.0,12400.0,0.035,12000.0,,Confirmed
BK00518,20231120,ADV0058,PF04,AF07,Digital,21.0,332700.0,0.036,320700.0,612.9,Under Review
BK00519,20241208,ADV0032,PF05,AF11,Digital,1.0,10800.0,0.063,10100.0,126.7,Confirmed
BK00520,20191202,ADV0086,PF04,AF10,Digital,1.0,21000.0,0.02,20600.0,462.5,CONFIRMED
BK00521,20220727,ADV0095,PF05,AF06,Digital,21.0,227800.0,0.068,212300.0,392.0,Confirmed
BK00522,20210414,ADV0033,PF05,AF10,Digital,1.0,22200.0,0.022,21700.0,754.1,Confirmed
BK00523,20241105,ADV0025,PF04,AF06,Digital,14.0,132700.0,0.059,124900.0,632.1,Confirmed
BK00524,20240122,ADV0008,PF05,AF10,Digital,1.0,57100.0,0.073,52900.0,284.8,Confirmed
BK00525,20240113,ADV0052,PF02,AF02,Print,1.0,54400.0,0.057,51300.0,,Confirmed
BK00526,20211102,ADV0026,PF01,AF01,Print ,1.0,63200.0,0.032,61200.0,,Confirmed
BK00527,20210622,ADV0013,PF04,AF12,Digital,7.0,42300.0,0.066,39500.0,595.8,Confirmed
BK00528,20200831,ADV0050,PF01,AF02,Print,1.0,26200.0,0.069,24400.0,,Confirmed
BK00529,20190430,ADV0062,PF02,AF02,Print,1.0,30700.0,0.0,30700.0,,Confirmed
