sale_id,date_id,product_id,customer_id,channel_id,quantity,unit_price_egp,discount_pct,total_revenue_egp,order_status,market
SL00285,20240225,PR01,CUS0007,CH03,262.0,121.4,0.046,30343.7,COMPLETED,Domestic
SL00286,20230125,PR04,CUS0073,CH03,7868.0,44.0,,287339.4,Completed,Export
SL00287,20231209,PR04,CUS0021,CH06,5330.0,43.8,0.064,218512.9,Completed,Domestic
SL00288,20240130,PR06,CUS0086,CH03,17323.0,42.6,,647190.7,Completed,Export
SL00289,20230819,PR10,CUS0115,CH04,2975.0,210.2,0.159,525915.1,Completed,Export
SL00290,20240305,PR11,CUS0009,CH04,77.0,431.6,,33067.0,Completed,Domestic
SL00291,20230121,PR06,CUS0090,CH01,446.0,35.6,0.005,15798.2,Completed,Domestic
SL00292,20230126,PR06,CUS0056,CH02,11646.0,35.9,0.124,366248.1,Completed,Export
SL00293,20240914,PR06,CUS0065,CH03,997.0,41.3,,39529.1,Completed,Domestic
SL00294,20231008,PR02,CUS0051,CH05,13362.0,145.7,0.161,1633401.6,Completed,Export
SL00295,20230331,PR12,CUS0120,CH01,1959.0,170.6,0.042,320168.8,COMPLETED,Domestic
SL00296,20240116,PR11,CUS0022,CH05,32.0,418.1,0.041,12830.7,Completed,Domestic
SL00297,20240803,PR08,CUS0040,CH03,2479.0,106.3,0.087,240591.7,COMPLETED,Domestic
SL00298,20230609,PR02,CUS0091,CH02,710.0,152.2,0.004,107629.8,Completed,Domestic
SL00299,20240327,PR11,CUS0119,CH05,3042.0,446.7,0.142,1165903.1,Completed,Export
SL00300,20230301,PR15,CUS0025,CH03,928.0,101.0,0.049,89135.3,Completed,Domestic
SL00301,20230204,PR08,CUS0065,CH01,137.0,93.6,0.039,12323.1,Completed,Domestic
SL00302,20240122,PR03,CUS0025,CH01,1981.0,105.5,0.022,204397.6,Pending,Domestic
SL00303,20240128,PR05,CUS0002,CH04,5406.0,71.9,0.086,355263.9,Completed,Domestic
SL00304,20240407,PR12,CUS0047,CH05,1476.0,197.3,,0.0,Returned,Domestic
SL00305,20240619,PR12,CUS0098,CH03,128.0,181.8,0.049,22130.2,Completed,Domestic
SL00306,20241215,PR01,CUS0057,CH05,699.0,138.8,0.022,94886.7,Completed,Domestic
SL00307,20240112,PR04,CUS0080,CH01,126.0,47.4,0.04,5733.5,Completed,Domestic
SL00308,20230915,PR04,CUS0114,CH02,333.0,39.2,0.001,13040.5,Completed,Domestic
SL00309,20240826,PR13,CUS0059,CH03,1394.0,209.2,0.052,276460.3,Completed,Domestic
SL00310,20230804,PR02,CUS0051,CH03,11935.0,153.2,0.084,1674852.9,Completed,Export
SL00311,20231122,PR11,CUS0035,CH01,628.0,386.6,0.053,229917.2,Completed,Domestic
SL00312,20230224,PR04,CUS0080,CH02,813.0,39.2,0.064,29829.9,Completed,Domestic
SL00313,20230117,PR11,CUS0023,CH03,210.0,380.3,0.009,79144.2,Completed,Domestic
SL00314,20241206,PR01,CUS0075,CH01,5971.0,131.6,0.142,674202.3,Completed,Export
SL00315,20240923,PR10,CUS0095,CH02,796.0,231.6,0.13,160387.6,Completed,Export
SL00316,20240522,PR07,CUS0054,CH02,7048.0,89.7,0.176,520937.4,Completed,Export
SL00317,20231105,PR11,CUS0034,CH01,4346.0,397.3,0.118,1522919.2,Completed,Export
SL00318,20230504,PR04,CUS0084,CH03,13765.0,43.3,0.111,529865.8,Completed,Export
SL00319,20230421,PR10,CUS0011,CH01,1289.0,222.0,0.025,279004.0,Completed,Domestic
SL00320,20230714,PR08,CUS0116,CH01,5129.0,92.5,0.136,409909.7,Completed,Export
SL00321,20240203,PR03,CUS0112,CH01,,104.4,,266020.4,Completed,Domestic
SL00322,20240607,PR04,CUS0010,CH01,4088.0,47.5,0.101,174567.8,Completed,Domestic
SL00323,20240423,PR02,CUS0033,CH02,3882.0,159.7,0.071,575938.6,Completed,Domestic
SL00324,20230812,PR07,CUS0106,CH04,8270.0,85.0,0.086,642496.3,Completed,Export
SL00325,20241201,PR01,CUS0051,CH05,2048.0,129.9,0.144,227726.1,Completed,Export
SL00326,20240630,PR01,CUS0017,CH05,6374.0,121.2,0.099,696048.4,Pending,Export
SL00327,20240207,PR08,CUS0106,CH03,10499.0,117.6,,1040837.3,Completed,Export
SL00328,20240319,PR05,CUS0041,CH01,593.0,65.1,0.041,37021.5,Completed,Domestic
SL00329,20231111,PR04,CUS0068,CH04,919.0,40.1,0.013,36372.8,Completed,Domestic
SL00330,20230711,PR12,CUS0015,CH05,2030.0,170.6,0.08,318612.6,Completed,Domestic
SL00331,20231005,PR12,CUS0003,CH01,237.0,164.7,0.063,36574.8,Completed,Domestic
SL00332,20240721,PR07,CUS0101,CH02,7347.0,90.8,0.121,586387.6,Completed,Export
SL00333,20230110,PR04,CUS0078,CH02,214.0,39.7,0.046,8105.0,Completed,Domestic
SL00334,20230323,PR07,CUS0017,CH01,11773.0,81.1,0.089,869814.0,Completed,Export
SL00335,20230131,PR14,CUS0120,CH02,2548.0,75.8,0.029,187537.4,Completed,Domestic
SL00336,20230128,PR12,CUS0053,CH04,543.0,150.3,0.038,78511.6,Completed,Domestic
SL00337,20241005,PR02,CUS0074,CH01,614.0,159.9,0.041,94153.3,Completed,Domestic
SL00338,20240528,PR11,CUS0064,CH03,280.0,417.5,0.011,115614.1,Completed,Domestic
SL00339,20231215,PR11,CUS0009,CH02,98.0,399.8,0.027,38122.5,Completed,Domestic
SL00340,20230310,PR11,CUS0012,CH02,,396.8,0.053,0.0,Cancelled,Domestic
SL00341,20231226,PR08,CUS0082,CH03,1181.0,94.1,0.004,110687.6,Completed,Domestic
SL00342,20231214,PR13,CUS0089,CH03,240.0,185.1,0.057,41891.8,Completed,Domestic
SL00343,20230504,PR01,CUS0020,CH02,665.0,116.6,0.024,75678.1,Completed,Domestic
SL00344,20231119,PR04,CUS0071,CH01,386.0,44.1,0.01,16852.4,Completed,Domestic
SL00345,20231029,PR04,CUS0082,CH02,6574.0,42.8,0.008,279116.3,Completed,Domestic
SL00346,20240322,PR12,CUS0025,CH01,1197.0,197.5,,229078.9,Pending,Domestic
SL00347,20240405,PR12,CUS0021,CH03,2662.0,200.8,0.112,474662.3,Completed,Domestic
SL00348,20230131,PR06,CUS0024,CH03,16666.0,34.9,0.106,519989.2,Completed,Export
SL00349,20231016,PR13,CUS0005,CH02,3763.0,180.0,0.13,589285.8,Completed,Export
SL00350,20240329,PR09,CUS0115,CH02,8389.0,72.1,0.124,529845.9,Completed,Export
SL00351,20240103,PR02,CUS0048,CH01,385.0,179.5,0.023,67518.0,Completed,Domestic
SL00352,20241005,PR13,CUS0034,CH02,3008.0,210.0,,533137.9,Completed,Export
SL00353,20240422,PR07,CUS0102,CH01,53.0,98.2,0.043,4980.8,Completed,Domestic
SL00354,20230426,PR06,CUS0110,CH02,666.0,32.8,0.042,20927.3,Completed,Domestic
SL00355,20230218,PR02,CUS0013,CH02,4778.0,140.5,0.092,609548.6,Completed,Export
SL00356,20240410,PR05,CUS0103,CH02,6104.0,64.9,0.0,396149.6,Completed,Domestic
SL00357,20230118,PR12,CUS0044,CH03,2515.0,150.4,0.093,343078.2,Completed,Export
SL00358,20240301,PR01,CUS0071,CH03,596.0,125.0,0.027,72488.5,Completed,Domestic
SL00359,20241123,PR10,CUS0075,CH03,3908.0,258.6,0.084,925717.7,Pending,Export
SL00360,20240223,PR13,CUS0021,CH02,1227.0,219.8,0.093,244613.0,Completed,Domestic
SL00361,20231024,PR02,CUS0007,CH02,453.0,154.3,0.068,0.0,Cancelled,Domestic
SL00362,20240411,PR10,CUS0032,CH02,1313.0,232.7,0.06,287203.0,Completed,Domestic
SL00363,20231204,PR14,CUS0012,CH02,4857.0,68.2,0.039,318328.8,Completed,Domestic 
SL00364,20240201,PR12,CUS0009,CH05,184.0,180.5,0.053,31451.8,Completed,Domestic
SL00365,20241123,PR12,CUS0046,CH04,1975.0,201.6,0.015,392187.6,Completed,Domestic
SL00366,20231022,PR07,CUS0116,CH03,6604.0,82.6,0.173,451120.6,Completed,Export
SL00367,20241206,PR05,CUS0109,CH02,536.0,71.1,0.06,35823.0,Completed,Domestic
SL00368,20241102,PR03,CUS0031,CH06,8812.0,94.2,0.083,761192.9,Completed,Export
SL00369,20230522,PR03,CUS0057,CH01,2596.0,90.2,0.048,222919.6,Completed,Domestic
SL00370,20230218,PR12,CUS0017,CH01,2304.0,169.3,0.094,353400.9,Completed,Export
SL00371,20230312,PR12,CUS0099,CH05,3286.0,153.8,0.132,438675.7,Completed,Export
SL00372,20230113,PR04,CUS0112,CH04,2456.0,43.2,0.061,99627.1,Completed,Domestic
SL00373,20230308,PR05,CUS0035,CH01,3679.0,57.6,0.036,204281.6,Completed,Domestic
SL00374,20240511,PR11,CUS0009,CH05,156.0,447.1,0.035,67306.4,Completed,Domestic
SL00375,20230219,PR06,CUS0023,CH02,394.0,33.9,0.016,13142.9,Completed,Domestic
SL00376,20230912,PR03,CUS0022,CH02,561.0,90.1,0.054,47816.6,Completed,Domestic
SL00377,20240928,PR11,CUS0071,CH02,63.0,441.5,0.041,26674.1,Completed,Domestic
SL00378,20230116,PR04,CUS0085,CH04,4667.0,39.9,0.09,169454.1,Completed,Domestic
SL00379,20240909,PR12,CUS0036,CH02,311.0,184.5,0.035,0.0,Cancelled,Domestic
SL00380,20230814,PR16,CUS0099,CH02,2279.0,114.5,,215280.0,Completed,Export
SL00381,20230324,PR05,CUS0069,CH02,17263.0,58.6,,0.0,Cancelled,Export
SL00382,20240523,PR12,CUS0079,CH05,4620.0,181.2,,710735.3,Completed,Export
SL00383,20240331,PR03,CUS0115,CH03,11961.0,97.2,0.084,1064950.0,Pending,Export
SL00384,20241017,PR07,CUS0059,CH01,1414.0,96.8,0.034,132221.4,Pending,Domestic
SL00385,20240627,PR12,CUS0002,CH02,273.0,182.3,0.072,46184.6,Completed,Domestic 
SL00386,20240902,PR04,CUS0102,CH05,318.0,49.8,0.006,15741.4,Completed,Domestic
SL00387,20230814,PR06,CUS0117,CH05,412.0,36.3,0.039,14372.3,Completed,Domestic
SL00388,20230507,PR06,CUS0009,CH02,,36.9,0.047,25635.8,Completed,Domestic 
SL00389,20240714,PR01,CUS0041,CH03,347.0,135.1,0.032,45379.5,Completed,Domestic
SL00390,20240904,PR16,CUS0044,CH02,10081.0,129.3,0.11,1160091.2,Completed,Export
SL00391,20241225,PR14,CUS0034,CH05,9199.0,81.4,0.156,631986.0,Completed,Export
SL00392,20231107,PR12,CUS0095,CH01,2026.0,152.9,0.108,276319.7,COMPLETED,Export
SL00393,20231014,PR12,CUS0018,CH03,25.0,148.9,0.007,3696.4,Completed,Domestic
SL00394,20240809,PR10,CUS0116,CH02,2477.0,234.2,0.088,529063.4,Completed,Export
SL00395,20230926,PR01,CUS0052,CH01,1399.0,104.1,0.018,143014.5,Completed,Domestic
SL00396,20241117,PR07,CUS0060,CH04,8630.0,89.7,0.163,647930.9,Completed,Export
SL00397,20241006,PR01,CUS0101,CH02,12703.0,132.2,0.105,1503006.3,Completed,Export
SL00398,20231116,PR01,CUS0116,CH02,7940.0,113.9,0.093,820260.0,Completed,Export
SL00399,20240714,PR06,CUS0018,CH01,444.0,40.1,0.067,16611.5,Pending,Domestic
SL00400,20240718,PR08,CUS0070,CH01,5139.0,117.3,0.092,547346.7,Completed,Export
SL00401,20230314,PR03,CUS0084,CH01,13395.0,80.2,0.124,941068.4,Completed,Export
SL00402,20241031,PR08,CUS0104,CH01,3581.0,108.2,0.035,373903.0,Completed,Domestic
SL00403,20240104,PR10,CUS0118,CH01,147.0,254.1,0.026,0.0,Returned,Domestic
SL00404,20240917,PR01,CUS0069,CH03,13280.0,124.4,0.164,1381098.8,Completed,Export
SL00405,20230913,PR16,CUS0036,CH03,1282.0,122.5,0.012,155160.5,Completed,Domestic
SL00406,20241027,PR06,CUS0118,CH03,2585.0,44.0,0.05,0.0,Returned,Domestic
SL00407,20231024,PR03,CUS0048,CH01,684.0,89.8,0.045,58659.2,Completed,Domestic
SL00408,20230108,PR04,CUS0016,CH03,2956.0,41.9,0.065,115805.7,Completed,Domestic
SL00409,20241102,PR11,CUS0105,CH04,37.0,478.1,0.0,17689.7,Completed,Domestic
SL00410,20230305,PR01,CUS0054,CH02,10536.0,107.4,0.152,959568.3,Completed,Export
SL00411,20230912,PR02,CUS0022,CH04,492.0,139.6,,68477.2,Completed,Domestic
SL00412,20241128,PR10,CUS0032,CH03,348.0,238.4,0.003,82714.3,Completed,Domestic
SL00413,20241129,PR01,CUS0002,CH04,559.0,121.5,0.078,62620.9,Completed,Domestic
SL00414,20240221,PR04,CUS0073,CH01,15514.0,48.7,0.146,645224.2,Completed,Export 
SL00415,20240403,PR01,CUS0114,CH05,107.0,124.3,,12648.4,Completed,Domestic
SL00416,20231128,PR16,CUS0025,CH02,2534.0,115.6,0.034,282970.8,Completed,Domestic
SL00417,20230825,PR11,CUS0050,CH01,2388.0,392.9,0.059,882888.7,Completed,Domestic
SL00418,20230918,PR12,CUS0109,CH04,137.0,169.1,0.05,22008.4,Completed,Domestic
SL00419,20240503,PR02,CUS0088,CH02,1917.0,172.1,0.057,311110.5,Pending,Domestic
SL00420,20240715,PR11,CUS0049,CH05,131.0,458.3,0.046,57275.6,Completed,Domestic
SL00421,20240823,PR16,CUS0015,CH03,1622.0,135.6,0.07,204547.2,Completed,Domestic
SL00422,20240821,PR14,CUS0114,CH03,223.0,86.8,0.033,18717.6,Completed,Domestic
SL00423,20230305,PR10,CUS0014,CH01,560.0,219.9,0.13,107135.3,Completed,Export
SL00424,20231228,PR12,CUS0118,CH02,902.0,156.7,0.055,133569.5,Completed,Domestic
SL00425,20230209,PR01,CUS0071,CH03,317.0,117.6,0.019,36570.9,Completed,Domestic
SL00426,20240203,PR08,CUS0116,CH02,2173.0,109.9,0.118,210632.8,Completed,Export
SL00427,20231124,PR04,CUS0039,CH01,7535.0,41.8,0.068,293545.5,Pending,Domestic
SL00428,20241023,PR04,CUS0112,CH06,1475.0,49.2,0.046,69231.8,Completed,Domestic
SL00429,20231002,PR16,CUS0023,CH05,158.0,107.0,0.007,16787.7,Completed,Domestic
SL00430,20230324,PR09,CUS0051,CH02,7706.0,68.6,0.143,453037.3,Completed,Export
SL00431,20230411,PR10,CUS0009,CH06,85.0,205.2,0.05,16569.9,Completed,Domestic
SL00432,20240725,PR08,CUS0041,CH04,498.0,110.9,0.019,54178.9,Completed,Domestic
SL00433,20240324,PR01,CUS0104,CH04,5137.0,135.3,0.041,666539.6,Completed,Domestic
SL00434,20230312,PR05,CUS0026,CH03,436.0,55.3,0.07,22423.0,Completed,Domestic
SL00435,20230228,PR10,CUS0019,CH05,146.0,211.8,0.014,30489.9,Completed,Domestic
SL00436,20240526,PR11,CUS0025,CH03,425.0,443.8,0.053,178618.4,Completed,Domestic
SL00437,20230220,PR05,CUS0108,CH03,9685.0,61.0,0.047,563018.1,Completed,Domestic
SL00438,20240914,PR01,CUS0108,CH04,1524.0,137.3,0.057,197318.2,Completed,Domestic
SL00439,20240530,PR05,CUS0014,CH03,15013.0,64.1,0.147,820870.3,Completed,Export
SL00440,20230226,PR04,CUS0119,CH02,4161.0,43.8,0.13,0.0,Returned,Export
SL00441,20230301,PR04,CUS0079,CH05,17845.0,40.7,0.142,623158.1,Completed,Export
SL00442,20241223,PR02,CUS0099,CH05,9310.0,167.9,0.132,1356813.3,Completed,Export
SL00443,20231016,PR13,CUS0096,CH02,124.0,179.4,0.037,21422.5,Completed,Domestic
SL00444,20231014,PR10,CUS0059,CH04,207.0,209.7,0.049,41280.9,Completed,Domestic
SL00445,20240908,PR04,CUS0107,CH01,531.0,46.2,0.064,22962.1,COMPLETED,Domestic
SL00446,20241127,PR13,CUS0094,CH05,64.0,229.9,0.039,14139.8,Completed,Domestic
SL00447,20241222,PR14,CUS0109,CH03,119.0,87.8,0.004,10406.4,Completed,Domestic
SL00448,20240716,PR07,CUS0092,CH01,394.0,94.3,0.029,36076.7,Completed,Domestic
SL00449,20231017,PR02,CUS0119,CH04,14665.0,152.7,0.141,1923597.8,Completed,Export
SL00450,20230228,PR07,CUS0086,CH02,11928.0,79.8,0.18,780520.6,Completed,Export
SL00451,20240809,PR07,CUS0020,CH03,2906.0,99.9,0.058,273471.5,Completed,Domestic
SL00452,20240210,PR04,CUS0066,CH06,14103.0,52.0,0.107,654886.9,Completed,Export
SL00453,20231114,PR07,CUS0043,CH04,3731.0,84.7,0.007,313803.6,Completed,Domestic
SL00454,20241103,PR01,CUS0029,CH06,11883.0,134.3,0.129,1390017.5,Completed,Export
SL00455,20230319,PR06,CUS0120,CH03,7937.0,34.5,0.056,258492.2,Completed,Domestic
SL00456,20231227,PR13,CUS0104,CH04,1724.0,194.4,0.022,327772.4,Completed,Domestic
SL00457,20230108,PR02,CUS0014,CH06,14627.0,143.7,0.124,1841264.3,Completed,Export
SL00458,20231211,PR14,CUS0027,CH01,265.0,70.4,0.066,17424.7,Completed,Domestic
SL00459,20230208,PR02,CUS0038,CH01,3360.0,150.9,0.004,504995.9,Completed,Domestic
SL00460,20230325,PR10,CUS0028,CH02,4852.0,207.0,0.154,0.0,Cancelled,Export
SL00461,20230324,PR13,CUS0051,CH04,4067.0,177.6,0.153,611787.4,Completed,Export
SL00462,20240415,PR09,CUS0038,CH03,3458.0,72.9,0.046,240492.1,Completed,Domestic
SL00463,20240709,PR04,CUS0016,CH03,2757.0,50.3,0.051,131604.6,Completed,Domestic
SL00464,20240228,PR02,CUS0082,CH06,1685.0,160.1,0.042,258438.2,Completed,Domestic
SL00465,20241206,PR09,CUS0008,CH04,277.0,73.3,0.023,19837.1,Completed,Domestic
SL00466,20231016,PR12,CUS0022,CH03,223.0,161.9,0.048,34370.7,Completed,Domestic
SL00467,20230818,PR01,CUS0013,CH01,3796.0,106.1,0.157,339523.0,Completed,Export
SL00468,20241012,PR08,CUS0027,CH03,282.0,116.8,0.058,31027.2,Completed,Domestic
SL00469,20230617,PR05,CUS0083,CH03,,58.7,0.054,549027.1,Completed,Domestic
SL00470,20241207,PR09,CUS0048,CH02,332.0,78.1,0.026,0.0,CANCELLED,Domestic
SL00471,20230109,PR07,CUS0089,CH04,360.0,81.1,0.029,28349.3,Completed,Domestic
SL00472,20241211,PR04,CUS0089,CH01,201.0,48.3,0.05,9222.9,Completed,Domestic
SL00473,20230129,PR06,CUS0003,CH02,797.0,33.9,0.061,25370.2,Completed,Domestic
SL00474,20241025,PR08,CUS0023,CH02,273.0,112.1,0.07,28461.1,Completed,Domestic
SL00475,20240120,PR11,CUS0022,CH05,102.0,431.6,0.029,0.0,Returned,Domestic
SL00476,20241227,PR02,CUS0029,CH02,10914.0,178.2,0.143,1666757.7,Completed,Export
SL00477,20230221,PR04,CUS0042,CH02,8975.0,39.5,0.134,307007.8,Completed,Export
SL00478,20240207,PR03,CUS0098,CH01,2508.0,97.4,0.068,227668.2,Completed,Domestic
SL00479,20241211,PR05,CUS0102,CH03,253.0,71.2,0.062,16896.8,COMPLETED,Domestic
SL00480,20240116,PR13,CUS0091,CH01,188.0,216.8,0.029,39576.4,Completed,Domestic
SL00481,20240401,PR08,CUS0111,CH02,2363.0,116.1,0.06,257883.6,Completed,Domestic
SL00482,20240522,PR07,CUS0105,CH03,185.0,100.2,0.043,17739.9,Completed,Domestic
SL00483,20231202,PR04,CUS0067,CH01,10837.0,39.1,,0.0,Cancelled,Export
SL00484,20240330,PR07,CUS0113,CH06,2840.0,89.3,0.027,246764.5,Completed,Domestic
SL00485,20240229,PR04,CUS0033,CH01,5453.0,50.0,0.061,256018.4,Completed,Domestic
SL00486,20241031,PR13,CUS0066,CH03,4165.0,235.7,0.145,839345.4,Completed,Export
SL00487,20230131,PR07,CUS0049,CH04,1645.0,82.3,,132134.3,Completed,Domestic
SL00488,20230813,PR13,CUS0072,CH03,700.0,195.3,0.019,134112.5,Completed,Domestic
SL00489,20241129,PR05,CUS0055,CH02,483.0,65.5,,30054.7,Completed,Domestic
SL00490,20241024,PR03,CUS0102,CH03,180.0,101.3,0.014,17978.7,Completed,Domestic
SL00491,20231202,PR07,CUS0007,CH04,314.0,81.2,0.067,23788.5,Completed,Domestic
SL00492,20240325,PR16,CUS0070,CH03,4805.0,130.2,0.112,555542.6,Completed,Export
SL00493,20230810,PR16,CUS0017,CH02,,112.5,0.147,777488.2,Completed,Export
SL00494,20230516,PR04,CUS0094,CH05,814.0,42.0,0.069,31829.0,Completed,Domestic
SL00495,20231208,PR03,CUS0064,CH02,178.0,83.6,0.042,14255.8,Completed,Domestic
SL00496,20231004,PR01,CUS0003,CH01,763.0,105.4,0.058,75755.8,Completed,Domestic
SL00497,20240229,PR06,CUS0024,CH02,11247.0,42.2,0.138,409125.4,Completed,Export
SL00498,20230224,PR07,CUS0038,CH02,1491.0,75.0,0.038,107575.6,Completed,Domestic
SL00499,20241214,PR02,CUS0019,CH06,764.0,178.8,0.033,132095.3,Completed,Domestic
SL00500,20241222,PR04,CUS0014,CH02,7183.0,52.0,0.083,342514.2,Completed,Export
SL00501,20240524,PR07,CUS0101,CH04,10771.0,89.8,0.119,852134.7,Completed,Export
SL00502,20240125,PR12,CUS0090,CH02,27.0,192.8,,5200.4,Completed,Domestic
SL00503,20230906,PR16,CUS0068,CH03,608.0,109.5,0.029,64645.3,Completed,Domestic
SL00504,20240908,PR10,CUS0034,CH03,852.0,248.4,0.168,176081.8,Completed,Export
SL00505,20240513,PR06,CUS0016,CH06,7546.0,38.6,0.022,284867.5,Completed,Domestic
SL00506,20230426,PR11,CUS0057,CH03,572.0,398.9,0.002,227714.5,Completed,Domestic
SL00507,20241105,PR08,CUS0104,CH01,1513.0,108.8,0.037,158523.7,Completed,Domestic
SL00508,20240914,PR09,CUS0059,CH05,783.0,81.9,0.005,63807.1,Completed,Domestic
SL00509,20241128,PR10,CUS0056,CH01,,235.5,0.083,0.0,Cancelled,Export
SL00510,20240618,PR01,CUS0017,CH01,10752.0,127.1,0.13,1188923.9,Completed,Export
SL00511,20240320,PR02,CUS0010,CH04,3460.0,160.3,0.08,510267.0,Completed,Domestic
SL00512,20231110,PR11,CUS0011,CH05,1102.0,402.6,0.012,438341.2,Pending,Domestic
SL00513,20241118,PR11,CUS0015,CH01,1020.0,424.7,0.08,398538.5,Completed,Domestic
SL00514,20241011,PR03,CUS0028,CH02,12661.0,93.8,0.146,1014211.9,Completed,Export
SL00515,20230131,PR07,CUS0049,CH02,1775.0,80.8,0.031,138974.0,Completed,Domestic
SL00516,20230118,PR14,CUS0090,CH02,249.0,73.5,0.053,17331.5,Completed,Domestic
SL00517,20231017,PR11,CUS0014,CH03,2888.0,398.7,0.159,968365.7,Completed,Export
SL00518,20240906,PR10,CUS0048,CH03,227.0,234.0,0.017,52215.0,Completed,Domestic
SL00519,20241223,PR03,CUS0114,CH03,328.0,101.0,0.011,32763.6,Completed,Domestic
SL00520,20230417,PR16,CUS0015,CH01,2095.0,109.8,0.088,209788.3,COMPLETED,Domestic
SL00521,20240307,PR03,CUS0037,CH04,757.0,97.1,0.005,73137.2,Completed,Domestic
SL00522,20231019,PR04,CUS0058,CH05,7666.0,44.0,0.054,319089.6,Completed,Domestic
SL00523,20241211,PR04,CUS0025,CH01,1307.0,51.1,0.022,65318.4,Completed,Domestic
SL00524,20240927,PR05,CUS0023,CH06,234.0,66.0,0.05,14671.8,Completed,Domestic
SL00525,20240924,PR15,CUS0059,CH05,1497.0,115.6,0.035,166996.3,Completed,Domestic
SL00526,20231211,PR04,CUS0011,CH03,1073.0,41.4,0.051,42156.7,Completed,Domestic 
SL00527,20231108,PR06,CUS0098,CH01,3514.0,34.8,0.036,117884.9,Completed,Domestic
SL00528,20230806,PR03,CUS0007,CH02,104.0,86.4,0.043,0.0,Cancelled,Domestic
SL00529,20230208,PR10,CUS0052,CH01,348.0,205.6,0.062,67112.8,Completed,Domestic
SL00530,20241010,PR08,CUS0006,CH01,1556.0,117.5,0.018,179539.1,Completed,Domestic
SL00531,20240908,PR07,CUS0105,CH03,352.0,101.0,0.039,34165.5,Completed,Domestic
SL00532,20241231,PR05,CUS0003,CH04,787.0,65.8,0.027,50386.4,Completed,Domestic
SL00533,20241229,PR11,CUS0055,CH01,257.0,473.1,0.049,115629.0,Completed,Domestic
SL00534,20240208,PR14,CUS0078,CH02,244.0,79.5,0.047,0.0,Cancelled,Domestic
SL00535,20240802,PR13,CUS0096,CH02,,221.7,0.058,159137.1,Completed,Domestic
SL00536,20241125,PR15,CUS0079,CH02,4671.0,115.6,0.108,481651.1,Completed,Export
SL00537,20241001,PR14,CUS0073,CH01,4537.0,81.2,0.147,314249.0,Completed,Export
SL00538,20230711,PR07,CUS0018,CH03,62.0,80.2,0.061,0.0,Cancelled,Domestic
SL00539,20231129,PR14,CUS0067,CH01,7779.0,70.0,0.133,472107.5,Pending,Export
SL00540,20230401,PR02,CUS0010,CH05,,135.5,0.102,0.0,Returned,Domestic
SL00541,20241201,PR05,CUS0081,CH03,12321.0,70.8,0.157,0.0,Cancelled,Export
SL00542,20240315,PR15,CUS0032,CH05,4078.0,114.0,0.02,455594.2,Pending,Domestic
SL00543,20230622,PR01,CUS0015,CH03,2615.0,106.8,0.051,265038.6,Completed,Domestic
SL00544,20240502,PR16,CUS0117,CH02,226.0,135.9,0.003,0.0,Returned,Domestic
SL00545,20240324,PR07,CUS0002,CH03,1439.0,99.0,0.082,0.0,Cancelled,Domestic
SL00546,20231007,PR12,CUS0067,CH02,800.0,163.7,0.173,108303.9,Completed,Export
SL00547,20230321,PR01,CUS0083,CH01,4450.0,116.4,0.057,488455.1,Completed,Domestic
SL00548,20240502,PR03,CUS0015,CH01,4323.0,103.5,0.07,416110.4,Completed,Domestic
SL00549,20240115,PR12,CUS0062,CH03,1895.0,198.4,0.118,331603.8,Completed,Domestic
SL00550,20240805,PR02,CUS0036,CH05,1724.0,170.1,0.06,275657.3,Pending,Domestic
SL00551,20240114,PR12,CUS0104,CH03,901.0,181.1,0.045,155828.4,Completed,Domestic
SL00552,20241003,PR10,CUS0016,CH01,1616.0,264.6,0.068,398517.2,Completed,Domestic
SL00553,20240205,PR04,CUS0064,CH01,893.0,51.3,0.055,43291.3,Completed,Domestic
SL00554,20240212,PR03,CUS0035,CH04,1130.0,107.0,0.067,0.0,Cancelled,Domestic
SL00555,20241017,PR04,CUS0046,CH04,1582.0,48.1,0.009,75409.4,Completed,Domestic
SL00556,20231101,PR09,CUS0069,CH03,7689.0,63.4,0.116,430934.6,Completed,Export
SL00557,20230405,PR02,CUS0078,CH02,320.0,151.0,0.069,44985.9,Completed,Domestic
SL00558,20230120,PR07,CUS0014,CH05,6437.0,82.6,0.175,438649.4,Completed,Export
SL00559,20240718,PR04,CUS0027,CH01,722.0,47.8,0.065,32268.3,Pending,Domestic
SL00560,20240325,PR04,CUS0025,CH03,3116.0,47.2,0.012,145310.3,Completed,Domestic
SL00561,20240529,PR02,CUS0061,CH01,4271.0,179.7,0.062,719913.8,Completed,Domestic
SL00562,20230606,PR08,CUS0120,CH02,4336.0,98.6,0.058,402732.9,Completed,Domestic
SL00563,20230406,PR06,CUS0093,CH02,1377.0,36.0,0.043,47440.4,Completed,Domestic
SL00564,20230110,PR03,CUS0003,CH01,270.0,84.8,,22438.1,Completed,Domestic
SL00565,20231002,PR13,CUS0074,CH01,504.0,187.5,0.005,94027.5,Completed,Domestic
SL00566,20240304,PR10,CUS0003,CH01,216.0,236.5,0.037,49193.9,Completed,Domestic
SL00567,20231026,PR01,CUS0076,CH02,310.0,117.7,0.008,36195.1,Completed,Domestic
SL00568,20231121,PR08,CUS0021,CH01,3711.0,90.6,0.079,309655.5,COMPLETED,Domestic
SL00569,20241101,PR07,CUS0082,CH01,1006.0,87.8,0.068,82320.6,Completed,Domestic
