sale_id,date_id,route_id,train_id,channel_id,ticket_class,tickets_sold,ticket_price,discount_pct,discount_amount,total_revenue,payment_method,booking_status
S00291,20230120,R10,T09,CH03,Third,3,40.46,10.0,12.14,0.0,Cash,Cancelled
S00292,20230124,R06,T09,CH03,third,2,33.05,5.0,3.31,62.79,Cash,Completed
S00293,20240822,R01,T09,CH06,Second,1,73.3,0.0,0.0,73.3,Credit Card,Completed
S00294,20230917,R12,T05,CH02,Second,1,165.6,5.0,8.28,157.32,,Completed
S00295,20230407,R01,T05,CH01,Third,1,56.63,0.0,0.0,56.63,Credit Card,Completed
S00296,20240115,R01,T04,CH01,Second,1,159.76,0.0,0.0,159.76,Instapay,Completed
S00297,20240724,R01,T02,CH02,First,3,336.97,0.0,0.0,1010.91,Wallet,Completed
S00298,20230623,R11,T04,CH03,Second,1,218.12,5.0,10.91,207.21,Credit Card,Completed
S00299,20240403,R10,T06,CH05,Third,1,63.07,0.0,0.0,63.07,Cash,Completed
S00300,20230302,R07,T09,CH03,Second,2,65.82,0.0,0.0,131.64,Credit Card,Completed
S00301,20230202,R11,T03,CH03,Second,1,217.71,0.0,0.0,217.71,Credit Card,Completed
S00302,20240121,R08,T06,CH03,Third,1,54.06,5.0,2.7,0.0,Credit Card,Cancelled
S00303,20240126,R14,T08,CH01,Third,1,34.92,0.0,0.0,34.92,Credit Card,Completed
S00304,20240417,R01,T02,CH03,First,3,341.41,15.0,153.63,870.6,Credit Card,Completed
S00305,20240630,R04,T09,CH02,Second,2,70.96,0.0,0.0,141.92,Debit Card,Completed
S00306,20241216,R15,T08,CH03,Third,2,36.18,10.0,7.24,65.12,Credit Card,Completed
S00307,20240111,R10,T06,CH03,First,1,195.59,0.0,0.0,195.59,Cash,Completed
S00308,20230822,R01,T03,CH04,Second,4,155.24,0.0,0.0,620.96,Cash,Completed
S00309,20240807,R03,T09,CH01,Third,3,45.78,10.0,13.73,123.61,Debit Card,Completed
S00310,20230725,R06,T09,CH02,Third,1,33.86,0.0,0.0,33.86,Debit Card,Completed
S00311,20231121,R03,T05,CH03,Third,2,76.55,0.0,0.0,153.1,Cash,Completed
S00312,20230224,R02,T06,CH01,Second,1,141.62,20.0,28.32,113.3,Instapay,Completed
S00313,20230116,R10,T09,CH04,Second,3,77.35,0.0,0.0,232.05,Cash,Completed
S00314,20241208,R06,T08,CH01,Second,4,69.25,20.0,55.4,221.6,Debit Card,Completed
S00315,20240829,R11,T05,CH03,Second,1,148.13,0.0,0.0,148.13,Cash,Completed
S00316,20240608,R05,T10,CH03,Third,2,35.53,5.0,3.55,67.51,Cash,Completed
S00317,20231027,R01,T08,CH01,Second,2,70.57,5.0,7.06,134.08,Instapay,Completed
S00318,20230520,R03,T09,CH03,Third,2,45.01,0.0,0.0,90.02,Cash,Completed
S00319,20230505,R09,T05,CH05,First,3,190.49,0.0,0.0,571.47,Cash,Completed
S00320,20230714,R07,T10,CH03,Second,1,68.41,5.0,3.42,0.0,Cash,Cancelled
S00321,20240201,R03,T10,CH02,Second,2,96.55,5.0,9.65,183.45,Credit Card,Completed
S00322,20240622,R14,T08,CH03,Third,1,34.06,0.0,0.0,34.06,Credit Card,Completed
S00323,20240508,R15,T08,CH04,Third,3,36.44,0.0,0.0,109.32,Cash,Completed
S00324,20230730,R02,T09,CH03,Second,1,82.95,0.0,0.0,82.95,Credit Card,Completed
S00325,20241203,R11,T04,CH02,First,1,371.47,5.0,18.57,352.9,Debit Card,Completed
S00326,20240707,R01,T01,CH02,Second,1,210.49,10.0,21.05,189.44,Credit Card,Completed
S00327,20240205,R07,T09,CH03,Third,4,31.74,0.0,0.0,126.96,Cash,Completed
S00328,20240324,R13,T09,CH03,Second,1,72.0,15.0,10.8,61.2,Credit Card,Completed
S00329,20231104,R01,T08,CH05,Second,1,68.28,0.0,0.0,68.28,Cash,Completed
S00330,20230712,R08,T09,CH01,Third,1,35.97,0.0,0.0,35.97,Instapay,Completed
S00331,20230913,R02,T09,CH03,Third,1,41.16,5.0,2.06,39.1,Credit Card,Completed
S00332,20240717,R13,T10,CH01,second,1,67.37,5.0,3.37,64.0,Debit Card,Completed
S00333,20230110,R01,T09,CH01,Third,4,36.08,20.0,28.86,115.46,Debit Card,Completed
S00334,20230328,R06,T10,CH04,Second,1,70.54,10.0,7.05,63.49,Cash,Completed
S00335,20230129,R02,T07,CH03,Second,1,139.14,5.0,6.96,132.18,Cash,Completed
S00336,20230126,R07,T08,CH01,Third,4,34.17,0.0,0.0,136.68,Credit Card,Completed
S00337,20240913,R02,T04,CH04,First,1,345.18,5.0,17.26,327.92,Cash,Completed
S00338,20240614,R13,T09,CH01,Second,2,66.52,0.0,0.0,133.04,Debit Card,Completed
S00339,20231216,R14,T09,CH02,Third,2,34.32,0.0,0.0,0.0,Wallet,Cancelled
S00340,20230313,R11,T06,CH05,Third,4,71.27,5.0,14.25,270.83,Cash,Completed
S00341,20231227,R09,T06,CH01,Second,1,122.42,0.0,0.0,122.42,,Completed
S00342,20231215,R03,T10,CH06,Third,2,44.67,15.0,13.4,75.94,Credit Card,Completed
S00343,20230520,R14,T08,CH03,Second,1,64.7,0.0,0.0,0.0,Credit Card,Cancelled
S00344,20231117,R04,T08,CH03,Second,1,72.07,10.0,7.21,64.86,Credit Card,Completed
S00345,20231018,R10,T06,CH01,Third,1,62.3,0.0,0.0,62.3,Instapay,Completed
S00346,20240327,R08,T06,CH02,Second,3,107.68,0.0,0.0,0.0,Credit Card,Cancelled
S00347,20240414,R03,T06,CH02,Second,3,141.03,20.0,84.62,0.0,Wallet,Cancelled
S00348,20230129,R09,T09,CH01,Third,3,36.79,0.0,0.0,110.37,Credit Card,Completed
S00349,20230929,R04,T10,CH02,Third,1,36.16,0.0,0.0,36.16,Wallet,Completed
S00350,20240406,R02,T05,CH03,First,3,213.22,5.0,31.98,607.68,Cash,Completed
S00351,20240103,R02,T05,CH03,Third,1,67.77,10.0,6.78,60.99,Credit Card,Completed
S00352,20240913,R01,T08,CH02,Second,1,72.99,0.0,0.0,72.99,Debit Card,Completed
S00353,20240507,R12,T07,CH02,First,2,266.29,0.0,0.0,532.58,Debit Card,Completed
S00354,20230511,R07,T09,CH03,Third,2,32.88,10.0,6.58,59.18,Credit Card,Completed
S00355,20230218,R03,T06,CH04,Third,2,75.22,15.0,22.57,127.87,Cash,Completed
S00356,20240421,R01,T09,CH01,Second,4,73.68,10.0,29.47,265.25,Instapay,Completed
S00357,20230117,R04,T06,CH01,Third,3,54.21,15.0,24.39,138.24,Debit Card,Completed
S00358,20240302,R07,T09,CH03,Third,1,34.53,5.0,1.73,32.8,Cash,Completed
S00359,20241122,R04,T06,CH01,Third,4,56.01,0.0,0.0,224.04,Debit Card,Completed
S00360,20240222,R12,T05,CH03,Third,2,77.49,5.0,7.75,147.23,Credit Card,Completed
S00361,20231010,R01,T08,CH03,Second,1,73.02,0.0,0.0,73.02,Credit Card,Completed
S00362,20240422,R01,T05,CH06,Second,3,114.23,5.0,17.13,325.56,Debit Card,Completed
S00363,20231206,R15,T09,CH01,Third,2,35.92,5.0,3.59,68.25,Debit Card,Completed
S00364,20240129,R10,T10,CH02,Third,2,40.95,0.0,0.0,81.9,Debit Card,Completed
S00365,20241123,R11,T03,CH01,First,1,389.13,,0.0,389.13,Debit Card,Completed
S00366,20231008,R09,T08,CH03,Second,1,75.85,15.0,11.38,64.47,Credit Card,Completed
S00367,20241207,R07,T08,CH04,Third,2,33.06,0.0,0.0,66.12,Cash,Completed
S00368,20241023,R03,T06,CH02,First,2,249.55,0.0,0.0,499.1,Debit Card,Completed
S00369,20230608,R02,T06,CH03,Third,4,70.43,5.0,14.09,267.63,Cash,Completed
S00370,20230217,R07,T08,CH03,Second,3,67.01,5.0,10.05,190.98,,Completed
S00371,20230315,R12,T06,CH03,Second,2,158.2,10.0,31.64,284.76,Credit Card,Completed
S00372,20230112,R07,T10,CH06,Third,1,32.48,0.0,0.0,32.48,Debit Card,Completed
S00373,20230310,R02,T08,CH02,Third,1,43.9,0.0,0.0,43.9,Wallet,Completed
S00374,20240529,R09,T06,CH03,Third,4,60.74,0.0,0.0,242.96,Cash,Completed
S00375,20230218,R07,T10,CH03,Third,2,32.63,5.0,3.26,62.0,Credit Card,Completed
S00376,20230820,R06,T08,CH01,Third,1,34.87,0.0,0.0,34.87,Instapay,Completed
S00377,20240904,R11,T04,CH02,Second,2,222.88,0.0,0.0,445.76,Wallet,Completed
S00378,20230115,R11,T05,CH01,Second,1,148.61,0.0,0.0,148.61,Instapay,Completed
S00379,20240817,R14,T08,CH03,Third,1,32.74,5.0,1.64,31.1,Cash,Completed
S00380,20230731,R01,T04,CH01,Second,3,168.47,20.0,101.08,404.33,Credit Card,Completed
S00381,20230330,R11,T06,CH03,Second,1,154.52,0.0,0.0,154.52,Cash,Completed
S00382,20240608,R07,T08,CH03,Third,1,34.02,5.0,1.7,32.32,Credit Card,Completed
S00383,20240409,R03,T03,CH03,Second,4,219.18,15.0,131.51,745.21,Cash,Completed
S00384,20240930,R09,T06,CH03,Second,1,124.13,0.0,0.0,124.13,Cash,Completed
S00385,20240705,R11,T05,CH03,Third,2,73.35,0.0,0.0,146.7,Cash,Completed
S00386,20240811,R03,T06,CH03,Second,3,142.7,15.0,64.21,363.89,Cash,Completed
S00387,20230731,R02,T03,CH01,Second,1,191.14,5.0,9.56,181.58,Debit Card,Completed
S00388,20230524,R11,T03,CH01,Second,1,204.63,10.0,20.46,184.17,Debit Card,Completed
S00389,20240714,R03,T07,CH01,Second,1,150.26,5.0,7.51,142.75,Credit Card,Completed
S00390,20240813,R09,T08,CH03,Third,1,38.83,15.0,5.82,33.01,Credit Card,Completed
S00391,20241226,R01,T02,CH06,Second,2,202.99,10.0,40.6,365.38,,Completed
S00392,20231030,R03,T03,CH02,Second,2,223.03,0.0,0.0,446.06,Credit Card,Completed
S00393,20230927,R13,T10,CH03,Third,1,33.27,0.0,0.0,33.27,Credit Card,Completed
S00394,20240728,R08,T09,CH01,Third,1,35.06,0.0,0.0,35.06,Debit Card,Completed
S00395,20230901,R03,T09,CH01,Second,1,95.97,10.0,9.6,86.37,Instapay,Completed
S00396,20241114,R08,T08,CH01,Second,2,71.13,15.0,21.34,120.92,Credit Card,Completed
S00397,20240915,R01,T08,CH04,Third,1,34.34,10.0,3.43,30.91,Cash,Completed
S00398,20231113,R01,T01,CH03,Second,1,207.71,15.0,31.16,176.55,Credit Card,Completed
S00399,20240714,R02,T06,CH03,Third,3,68.71,15.0,30.92,175.21,Credit Card,Completed
S00400,20240716,R13,T08,CH01,Third,1,34.27,5.0,1.71,32.56,Instapay, Completed 
S00401,20230317,R11,T04,CH03,Second,1,217.96,0.0,0.0,217.96,Cash,Completed
S00402,20241021,R05,T10,CH06,Third,3,33.46,5.0,5.02,95.36,Credit Card,Completed
S00403,20240104,R06,T09,CH02,Third,1,34.84,0.0,0.0,0.0,Credit Card,Cancelled
S00404,20240824,R06,T10,CH04,Third,1,33.28,0.0,0.0,33.28,Cash,Completed
S00405,20230821,R04,T05,CH01,Third,1,56.91,0.0,0.0,56.91,Credit Card,Completed
S00406,20241015,R11,T05,CH02,third,2,74.13,0.0,0.0,148.26,Debit Card,Completed
S00407,20231011,R12,T05,CH03,Third,1,80.32,5.0,4.02,76.3,Cash,Completed
S00408,20230107,R01,T06,CH03,Third,1,57.78,0.0,0.0,57.78,Cash, Completed 
S00409,20241023,R06,T10,CH01,Third,1,33.29,0.0,0.0,33.29,Credit Card,Completed
S00410,20230307,R05,T08,CH04,Third,1,32.52,15.0,4.88,27.64,Cash, Completed 
S00411,20230820,R05,T10,CH01,Third,1,32.61,0.0,0.0,32.61,Instapay,Completed
S00412,20241130,R05,T10,CH04,Third,2,35.23,0.0,0.0,70.46,Cash,Completed
S00413,20241201,R06,T09,CH03,Third,2,33.97,0.0,0.0,67.94,Credit Card,Completed
S00414,20240221,R05,T08,CH04,Second,3,68.38,0.0,0.0,205.14,Cash,Completed
S00415,20240411,R09,T10,CH02,Third,2,36.92,0.0,0.0,73.84,Debit Card,Completed
S00416,20231129,R06,T10,CH03,Third,2,34.31,5.0,3.43,65.19,Credit Card,Completed
S00417,20230806,R09,T10,CH01,Second,3,78.77,0.0,0.0,236.31,Instapay,Completed
S00418,20230825,R01,T05,CH04,Third,1,53.35,0.0,0.0,53.35,Cash,Completed
S00419,20240519,R02,T07,CH03,First,1,229.37,10.0,22.94,206.43,Credit Card,Completed
S00420,20240715,R02,T09,CH03,Third,2,44.09,0.0,0.0,88.18,Credit Card,Completed
S00421,20240805,R15,T08,CH05,Second,2,71.33,10.0,14.27,128.39,Cash,Completed
S00422,20240804,R11,T04,CH03,Second,1,224.27,0.0,0.0,224.27,Cash,Completed
S00423,20230307,R10,T05,CH03,Second,2,123.79,0.0,0.0,247.58,,Completed
S00424,20231228,R05,T08,CH03,Second,2,70.59,10.0,14.12,127.06,Credit Card,Completed
S00425,20230207,R05,T10,CH06,Third,2,32.4,0.0,0.0,64.8,Credit Card,Completed
S00426,20240201,R04,T10,CH02,Third,3,34.82,5.0,5.22,99.24,Wallet,Completed
S00427,20231123,R15,T10,CH03,Second,1,74.39,15.0,11.16,63.23,Cash,Completed
S00428,20241009,R09,T08,CH03,Third,1,39.19,0.0,0.0,39.19,Credit Card,Completed
S00429,20230909,R06,T10,CH03,Third,3,32.07,0.0,0.0,96.21,Cash,Completed
S00430,20230329,R15,T10,CH02,Third,1,37.04,,1.85,35.19,Credit Card,Completed
S00431,20230423,R02,T09,CH06,Third,2,45.3,5.0,4.53,86.07,Credit Card,Completed
S00432,20240719,R01,T06,CH01,First,1,173.01,0.0,0.0,173.01,Debit Card,Completed
S00433,20240329,R04,T09,CH03,Third,1,35.11,5.0,1.76,33.35,Cash,Completed
S00434,20230315,R11,T03,CH04,Second,3,205.16,0.0,0.0,615.48,Cash,Completed
S00435,20230301,R02,T06,CH02,Second,1,140.28,0.0,0.0,140.28,Instapay,Completed
S00436,20240612,R14,T08,CH03,Second,4,70.16,10.0,28.06,0.0,Cash,Cancelled
S00437,20230219,R07,T10,CH03,Second,2,63.25,0.0,0.0,126.5,Cash,Completed
S00438,20240821,R10,T07,CH01,Second,3,129.74,0.0,0.0,389.22,Debit Card,Completed
S00439,20240615,R02,T04,CH06,Second,1,199.01,10.0,19.9,179.11,Credit Card,Completed
S00440,20230226,R03,T03,CH02,Second,2,207.76,20.0,83.1,332.42,Debit Card,Completed
S00441,20230301,R01,T02,CH02,Second,1,197.14,5.0,9.86,187.28,Instapay,Completed
S00442,20241223,R11,T06,CH03,Second,2,144.59,5.0,14.46,274.72,Credit Card,Completed
S00443,20230928,R01,T06,CH03,Third,1,55.01,0.0,0.0,55.01,Cash,Completed
S00444,20230925,R12,T04,CH03,Second,2,223.87,5.0,22.39,425.35,Cash,Completed
S00445,20240816,R11,T06,CH05,Third,1,71.56,0.0,0.0,71.56,Cash,Completed
S00446,20241128,R03,T04,CH03,Second,3,216.16,0.0,0.0,648.48,Credit Card,Completed
S00447,20241223,R06,T10,CH03,Second,4,70.32,5.0,14.06,267.22,Cash,Completed
S00448,20240715,R02,T07,CH02,Third,2,71.13,0.0,0.0,142.26,,Completed
S00449,20230930,R02,T05,CH02,Second,1,129.69,15.0,19.45,110.24,Wallet,Completed
S00450,20230228,R12,T03,CH04,Second,2,226.82,0.0,0.0,453.64,,Completed
S00451,20240728,R07,T10,CH04,Second,1,67.31,5.0,3.37,63.94,Cash,Completed
S00452,20240208,R15,T08,CH03,Third,3,36.04,0.0,0.0,108.12,Cash,Completed
S00453,20231108,R04,T06,CH02,First,1,184.41,0.0,0.0,184.41,Credit Card,Completed
S00454,20241024,R09,T09,CH02,Third,1,38.9,0.0,0.0,38.9,Wallet,Completed
S00455,20230324,R01,T01,CH05,First,1,354.65,0.0,0.0,354.65,Cash,Completed
S00456,20231227,R02,T04,CH05,Second,4,195.81,5.0,39.16,744.08,Cash,Completed
S00457,20230108,R14,T08,CH04,Third,3,35.44,0.0,0.0,106.32,Cash,Completed
S00458,20231212,R08,T08,CH01,Second,3,72.9,5.0,10.94,207.76,Credit Card,Completed
S00459,20230206,R01,T04,CH03,Second,2,167.22,10.0,33.44,301.0,Cash, Completed 
S00460,20230331,R12,T07,CH03,Third,1,76.33,0.0,0.0,76.33,Credit Card,Completed
S00461,20230329,R06,T09,CH03,Third,1,34.26,15.0,5.14,29.12,Credit Card,Completed
S00462,20240428,R07,T10,CH02,Third,2,34.26,0.0,0.0,68.52,Credit Card,Completed
S00463,20240711,R03,T07,CH03,Second,2,142.71,10.0,28.54,256.88,Cash,Completed
S00464,20240229,R03,T04,CH03,Second,1,210.3,0.0,0.0,210.3,Credit Card,Completed
S00465,20241208,R07,T10,CH04,Second,2,67.49,0.0,0.0,134.98,Cash,Completed
S00466,20230929,R07,T09,CH03,Second,1,65.01,5.0,3.25,61.76,Cash,Completed
S00467,20230802,R10,T09,CH04,Third,1,41.45,0.0,0.0,41.45,Cash,Completed
S00468,20240923,R02,T08,CH03,Second,1,82.95,15.0,12.44,70.51,Cash,Completed
S00469,20230629,R03,T07,CH03,First,4,238.23,5.0,47.65,905.27,Cash,Completed
S00470,20241208,R14,T08,CH04,Third,1,33.57,5.0,1.68,31.89,Cash,Completed
S00471,20230108,R11,T04,CH06,Second,1,218.05,5.0,10.9,207.15,Debit Card,Completed
S00472,20241213,R11,T05,CH03,Third,1,72.98,0.0,0.0,72.98,Credit Card,Completed
S00473,20230128,R10,T10,CH03,Third,4,39.07,0.0,0.0,156.28,Credit Card,Completed
S00474,20241012,R07,T09,CH02,Second,2,66.33,0.0,0.0,132.66,Instapay,Completed
S00475,20240118,R12,T07,CH02,Second,1,157.82,0.0,0.0,157.82,Wallet,Completed
S00476,20241227,R09,T10,CH04,Third,1,37.99,0.0,0.0,37.99,Cash,Completed
S00477,20230220,R11,T06,CH02,Third,1,73.79,10.0,7.38,66.41,Instapay,Completed
S00478,20240205,R01,T03,CH06,Second,3,158.29,0.0,0.0,474.87,Credit Card,Completed
S00479,20241212,R06,T08,CH04,Second,1,65.47,0.0,0.0,65.47,Cash,Completed
S00480,20240115,R02,T03,CH01,First,4,331.36,0.0,0.0,1325.44,Credit Card,Completed
S00481,20240409,R12,T05,CH05,Third,4,79.3,15.0,47.58,269.62,Cash,Completed
S00482,20240608,R04,T10,CH01,Second,1,70.88,15.0,10.63,60.25,Instapay,Completed
S00483,20231203,R11,T06,CH01,Third,1,75.13,5.0,3.76,71.37,Instapay,Completed
S00484,20240407,R01,T06,CH03,Third,2,53.89,0.0,0.0,107.78,Credit Card,Completed
S00485,20240229,R02,T06,CH02,Second,1,138.63,10.0,13.86,124.77,Debit Card,Completed
S00486,20241020,R15,T10,CH03,Second,1,70.22,0.0,0.0,70.22,Cash,Completed
S00487,20230129,R11,T04,CH05,Second,1,203.81,0.0,0.0,203.81,Cash,Completed
S00488,20230730,R11,T05,CH01,Second,1,152.63,0.0,0.0,152.63,Debit Card,Completed
S00489,20241130,R05,T10,CH03,Second,1,69.35,0.0,0.0,69.35,Credit Card,Completed
S00490,20241011,R01,T02,CH03,Second,2,204.41,5.0,20.44,388.38,Credit Card,Completed
S00491,20231204,R03,T09,CH03,Third,1,48.15,,0.0,48.15,Cash,Completed
S00492,20240331,R12,T05,CH01,Second,1,160.51,15.0,24.08,136.43,Debit Card,Completed
S00493,20230728,R03,T05,CH04,Third,1,74.42,15.0,11.16,63.26,Cash,Completed
S00494,20230602,R04,T06,CH03,Third,1,53.47,0.0,0.0,53.47,Cash,Completed
S00495,20231209,R02,T03,CH04,First,1,361.05,0.0,0.0,361.05,Cash,Completed
S00496,20230911,R01,T03,CH03,First,1,293.25,0.0,0.0,293.25,Cash,Completed
S00497,20240229,R01,T03,CH03,First,3,285.72,0.0,0.0,0.0,Credit Card,Cancelled
S00498,20230224,R07,T08,CH03,Third,1,33.8,5.0,1.69,32.11,Credit Card,Completed
S00499,20241215,R06,T10,CH01,Third,1,34.97,0.0,0.0,34.97,Debit Card,Completed
S00500,20241223,R02,T05,CH02,First,2,222.91,0.0,0.0,445.82,Wallet,Completed
S00501,20240609,R14,T09,CH04,Second,2,69.35,5.0,6.93,131.77,Cash,Completed
S00502,20240124,R04,T10,CH04,Third,2,34.47,5.0,3.45,65.49,Cash,Completed
S00503,20230815,R04,T06,CH02,Third,2,57.22,5.0,5.72,108.72,Instapay,Completed
S00504,20240817,R04,T05,CH02,Second,2,108.76,5.0,10.88,206.64,Debit Card,Completed
S00505,20240530,R03,T04,CH02,First,1,376.23,0.0,0.0,376.23,Credit Card,Completed
S00506,20230511,R02,T04,CH03,First,1,336.16,,33.62,302.54,Cash,Completed
S00507,20241028,R03,T10,CH03,Third,1,45.21,0.0,0.0,45.21,Credit Card,Completed
S00508,20240822,R11,T03,CH03,First,1,385.12,10.0,38.51,346.61,Cash,Completed
S00509,20241130,R02,T08,CH03,Third,4,43.33,0.0,0.0,173.32,Credit Card,Completed
S00510,20240630,R02,T08,CH03,Second,2,90.27,0.0,0.0,180.54,Cash,Completed
S00511,20240325,R12,T04,CH04,Second,1,224.78,0.0,0.0,224.78,Cash,Completed
S00512,20231103,R11,T03,CH01,Second,2,216.06,5.0,21.61,410.51,,Completed
S00513,20241115,R02,T03,CH01,Second,4,194.49,10.0,77.8,700.16,Credit Card,Completed
S00514,20240921,R09,T05,CH03,Second,4,116.43,10.0,46.57,419.15,Credit Card,Completed
S00515,20230129,R10,T05,CH03,Third,1,61.46,15.0,9.22,52.24,Credit Card,Completed
S00516,20230117,R06,T09,CH02,Second,1,65.09,5.0,3.25,61.84,Debit Card,Completed
S00517,20230930,R01,T03,CH04,Second,2,165.77,0.0,0.0,331.54,Cash,Completed
S00518,20240815,R12,T07,CH03,Third,1,81.56,5.0,4.08,77.48,Credit Card,Completed
S00519,20241224,R02,T08,CH03,Third,2,43.47,0.0,0.0,86.94,Cash,Completed
S00520,20230430,R01,T03,CH01,First,1,267.94,0.0,0.0,267.94,Debit Card,Completed
S00521,20240309,R08,T08,CH05,Second,2,69.58,0.0,0.0,139.16,Cash, Completed 
S00522,20231004,R05,T10,CH02,Second,3,68.08,0.0,0.0,204.24,Instapay,Completed
S00523,20241213,R06,T10,CH01,Second,3,65.88,20.0,39.53,158.11,Instapay,Completed
S00524,20240902,R03,T04,CH03,Second,2,208.86,0.0,0.0,417.72,Cash,Completed
S00525,20240830,R11,T05,CH04,Third,1,75.16,,0.0,75.16,Cash,Completed
S00526,20231212,R08,T09,CH04,Third,2,37.23,20.0,14.89,59.57,Cash,Completed
S00527,20231031,R11,T05,CH05,Third,1,74.14,10.0,7.41,66.73,Cash,Completed
S00528,20230726,R04,T09,CH01,Second,1,67.41,,0.0,67.41,,Completed
S00529,20230206,R03,T04,CH04,First,2,367.98,15.0,110.39,625.57,Cash,Completed
S00530,20240920,R01,T09,CH02,Second,1,67.74,,3.39,64.35,Credit Card,Completed
S00531,20240816,R07,T10,CH01,Third,2,33.92,10.0,6.78,61.06,Instapay,Completed
S00532,20241231,R09,T05,CH01,Third,2,58.62,5.0,5.86,111.38,Debit Card,Completed
S00533,20241229,R03,T10,CH03,Third,1,48.88,10.0,4.89,43.99,,Completed
S00534,20240206,R08,T09,CH02,Second,1,71.75,5.0,3.59,68.16,Debit Card,Completed
S00535,20240724,R01,T08,CH03,Third,2,36.03,0.0,0.0,72.06,Cash,Completed
S00536,20241126,R01,T02,CH03,Second,2,205.73,0.0,0.0,411.46,Cash,Completed
S00537,20240908,R11,T06,CH03,Third,2,73.58,,0.0,147.16,Cash,Completed
S00538,20230712,R02,T05,CH03,Third,3,66.75,,0.0,200.25,Credit Card,Completed
S00539,20231201,R02,T05,CH03,Third,1,64.72,20.0,12.94,0.0,Credit Card,Cancelled
S00540,20230409,R08,T09,CH03,Second,1,73.85,0.0,0.0,73.85,Cash,Completed
S00541,20241203,R10,T06,CH01,Third,3,65.0,10.0,19.5,175.5,Credit Card,Completed
S00542,20240319,R03,T06,CH03,First,2,234.01,0.0,0.0,468.02,Credit Card,Completed
S00543,20230702,R08,T06,CH03,Third,1,57.18,15.0,8.58,48.6,Cash,Completed
S00544,20240518,R03,T10,CH01,Third,1,45.79,15.0,6.87,38.92,Instapay,Completed
S00545,20240329,R12,T05,CH02,Third,3,75.55,5.0,11.33,215.32,Credit Card,Completed
S00546,20230915,R13,T09,CH03,Third,1,34.58,0.0,0.0,34.58,Cash,Completed
S00547,20230326,R01,T05,CH02,Second,1,109.26,0.0,0.0,109.26,Debit Card,Completed
S00548,20240518,R15,T10,CH06,Second,1,69.95,0.0,0.0,0.0,Debit Card,Cancelled
S00549,20240114,R02,T05,CH06,Third,1,69.02,0.0,0.0,69.02,Credit Card,Completed
S00550,20240725,R04,T10,CH03,Second,3,74.03,0.0,0.0,222.09,,Completed
S00551,20240114,R07,T10,CH03,Third,1,34.35,5.0,1.72,32.63,Cash,Completed
S00552,20240910,R08,T06,CH02,Second,3,113.12,0.0,0.0,339.36,Credit Card,Completed
S00553,20240203,R11,T06,CH03,Third,2,72.22,10.0,14.44,130.0,Cash,Completed
S00554,20240210,R11,T03,CH03,First,4,357.29,5.0,71.46,1357.7,Cash,Completed
S00555,20240930,R02,T03,CH03,Second,1,201.4,0.0,0.0,201.4,Credit Card,Completed
S00556,20231022,R02,T06,CH04,Third,1,65.49,0.0,0.0,65.49,Cash,Completed
S00557,20230414,R14,T08,CH05,Third,2,35.42,0.0,0.0,0.0,,Cancelled
S00558,20230119,R09,T09,CH04,Third,2,37.79,5.0,3.78,71.8,Cash,Completed
S00559,20240716,R08,T05,CH06,Third,3,55.97,0.0,0.0,167.91,Debit Card,Completed
S00560,20240331,R15,T08,CH02,Third,2,36.63,0.0,0.0,73.26,Instapay,Completed
S00561,20240614,R11,T05,CH03,third,2,73.1,0.0,0.0,146.2,Credit Card,Completed
S00562,20230621,R01,T02,CH03,First,3,354.4,0.0,0.0,1063.2,Cash,Completed
S00563,20230416,R02,T07,CH02,Third,3,70.64,0.0,0.0,211.92,Debit Card,Completed
S00564,20230110,R10,T05,CH03,First,2,208.24,0.0,0.0,416.48,Cash,Completed
S00565,20230909,R03,T06,CH05,First,1,233.09,15.0,34.96,198.13,Cash,Completed
S00566,20240305,R02,T08,CH02,Second,2,84.83,20.0,33.93,135.73,Debit Card,Completed
S00567,20231013,R14,T08,CH03,Third,1,32.94,10.0,3.29,29.65,Credit Card,Completed
S00568,20231120,R02,T07,CH01,Third,1,67.64,5.0,3.38,64.26,Debit Card,Completed
S00569,20241022,R08,T06,CH04,First,2,177.58,0.0,0.0,355.16,Cash,Completed
S00570,20230907,R03,T03,CH03,First,1,371.81,5.0,18.59,353.22,Cash,Completed
S00571,20240110,R15,T10,CH02,Third,1,38.15,0.0,0.0,38.15,Credit Card,Completed
S00572,20240731,R11,T03,CH03,Second,2,206.49,0.0,0.0,412.98,Cash,Completed
S00573,20231016,R08,T05,CH03,Third,2,58.93,0.0,0.0,117.86,Credit Card,Completed
S00574,20240402,R04,T08,CH03,Second,2,71.23,15.0,21.37,121.09,Credit Card,Completed
S00575,20240918,R06,T08,CH01,Third,1,32.7,0.0,0.0,32.7,Credit Card,Completed
S00576,20241130,R10,T06,CH03,Third,1,65.45,0.0,0.0,65.45,Cash,Completed
S00577,20230427,R08,T08,CH04,Second,1,68.48,0.0,0.0,68.48,Cash,Completed
S00578,20241110,R03,T09,CH04,Third,3,49.02,,0.0,147.06,Cash,Completed
S00579,20231227,R13,T08,CH03,Third,2,34.41,15.0,10.32,58.5,Credit Card,Completed
S00580,20230718,R14,T08,CH03,Third,2,33.1,0.0,0.0,66.2,Credit Card,Completed
S00581,20231206,R11,T05,CH02,First,3,232.65,0.0,0.0,697.95,Debit Card,Completed
