sale_id,date_id,project_id,unit_type_id,customer_id,channel_id,area_sqm,price_per_sqm,contract_value,down_payment,remaining_balance,down_payment_pct,payment_plan,is_off_plan,commission_pct,commission_amount,contract_status
SL00442,20241224,PJ01,UT02,CUS0004,CH03,81.3,36194,2943000.0,589000.0,2354000.0,20.0,5-Year Installment,False,0.0,0.0,Signed
SL00443,20231013,PJ02,UT04,CUS0049,CH03,244.7,24394,5969000.0,895000.0,0.0,15.0,Off-Plan 8-Year,True,0.0,0.0,Under Review
SL00444,20231011,PJ06,UT05,CUS0082,CH02,250.2,43583,10904000.0,2726000.0,8178000.0,25.0,Off-Plan 10-Year,True,0.02,218100.0,Signed
SL00445,20240828,PJ06,UT03,CUS0076,CH02,128.3,38278,4911000.0,982000.0,3929000.0,20.0,5-Year Installment,False,0.038,186600.0,signed
SL00446,20241130,PJ05,UT05,CUS0103,CH03,313.6,45969,14416000.0,2162000.0,12254000.0,15.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00447,20241223,PJ05,UT04,CUS0061,CH02,188.7,36173,6826000.0,6826000.0,0.0,100.0,Cash,False,0.028,191100.0,Signed
SL00448,20240717,PJ01,UT07,CUS0180,CH01,395.7,26750,10585000.0,3176000.0,7409000.0,30.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00449,20231015,PJ02,UT07,CUS0009,CH04,485.5,20171,9793000.0,1469000.0,8324000.0,15.0,5-Year Installment,False,0.0,0.0,Signed
SL00450,20230310,PJ01,UT03,CUS0030,CH04,135.6,30012,4070000.0,4070000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00451,20240803,PJ08,UT08,CUS0058,CH02,70.3,95122,6687000.0,1337000.0,5350000.0,20.0,Off-Plan 10-Year,True,0.024,160500.0,Signed
SL00452,20240218,PJ01,UT07,CUS0077,CH03,385.0,26613,10246000.0,3074000.0,7172000.0,30.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00453,20231116,PJ01,UT02,CUS0061,CH01,96.0,32232,3094000.0,3094000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00454,20241104,PJ01,UT03,CUS0122,CH01,165.3,32313,0.0,0.0,0.0,15.0,5-Year Installment,False,0.0,0.0,Cancelled
SL00455,20230330,PJ08,UT08,CUS0021,CH03,81.4,77322,6294000.0,944000.0,5350000.0,15.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00456,20231227,PJ04,UT05,CUS0128,CH01,320.4,42501,13617000.0,2723000.0,10894000.0,20.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00457,20230110,PJ06,UT02,CUS0118,CH02,72.0,36412,2622000.0,787000.0,1835000.0,30.0,5-Year Installment,False,0.026,68200.0,Signed
SL00458,20231213,PJ01,UT06,CUS0158,CH02,315.0,23877,0.0,0.0,0.0,25.0,Off-Plan 10-Year,True,0.031,0.0,Cancelled
SL00459,20230216,PJ03,UT02,CUS0143,CH01,85.5,30923,2644000.0,793000.0,1851000.0,30.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00460,20230405,PJ02,UT07,CUS0004,CH01,466.4,19981,9319000.0,1398000.0,7921000.0,15.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00461,20230404,PJ01,UT04,CUS0107,CH01,176.2,28034,4940000.0,988000.0,3952000.0,20.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00462,20240428,PJ01,UT02,CUS0004,CH02,84.4,37830,3193000.0,639000.0,2554000.0,20.0,5-Year Installment,False,0.034,108600.0,Signed
SL00463,20240712,PJ04,UT07,CUS0164,CH05,364.6,29648,10810000.0,10810000.0,0.0,100.0,Cash,False,0.012,129700.0,Signed
SL00464,20240309,PJ08,UT08,CUS0028,CH04,47.8,95507,4565000.0,685000.0,3880000.0,15.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00465,20241209,PJ01,UT03,CUS0179,CH05,157.1,33465,5257000.0,5257000.0,0.0,100.0,Cash,False,0.014,73600.0,Signed
SL00466,20231014,PJ01,UT06,CUS0176,CH03,312.7,24158,7554000.0,1133000.0,6421000.0,15.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00467,20230810,PJ02,UT04,CUS0030,CH02,249.4,26245,6546000.0,1964000.0,4582000.0,30.0,Off-Plan 10-Year,True,0.038,248700.0,Signed
SL00468,20241009,PJ01,UT02,CUS0174,CH02,95.0,37647,3576000.0,358000.0,3218000.0,10.0,Off-Plan 10-Year,True,0.033,118000.0,Signed
SL00469,20230625,PJ04,UT07,CUS0064,CH01,396.9,26060,10343000.0,10343000.0,0.0,,Cash,False,0.0,0.0,Signed
SL00470,20241210,PJ05,UT04,CUS0130,CH03,178.5,36283,6477000.0,1619000.0,4858000.0,25.0,Off-Plan 10-Year,True,0.0,0.0,signed
SL00471,20230110,PJ05,UT03,CUS0092,CH01,156.8,31159,4886000.0,1222000.0,3664000.0,25.0,5-Year Installment,False,0.0,0.0,Signed
SL00472,20241214,PJ01,UT02,CUS0074,CH03,93.1,37460,3488000.0,349000.0,3139000.0,10.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00473,20230205,PJ07,UT01,CUS0171,CH01,56.6,43458,2460000.0,492000.0,1968000.0,20.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00474,20241025,PJ04,UT05,CUS0058,CH05,278.4,50969,14190000.0,14190000.0,0.0,100.0,Cash,False,0.009,127700.0,Signed
SL00475,20240123,PJ01,UT07,CUS0146,CH04,415.2,25906,10756000.0,1076000.0,9680000.0,10.0,5-Year Installment,False,0.0,0.0,Signed
SL00476,20241227,PJ01,UT02,CUS0171,CH03,93.7,35752,3350000.0,1005000.0,0.0,30.0,Off-Plan 8-Year,True,0.0,0.0,Under Review
SL00477,20230302,PJ05,UT04,CUS0042,CH01,175.0,29691,5196000.0,1039000.0,4157000.0,20.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00478,20240214,PJ08,UT08,CUS0175,CH01,78.4,91126,7144000.0,1429000.0,5715000.0,20.0,5-Year Installment,False,0.0,0.0,Signed
SL00479,20241213,PJ01,UT02,CUS0117,CH03,93.8,37194,3489000.0,349000.0,3140000.0,10.0,5-Year Installment,False,0.0,0.0,signed
SL00480,20240120,PJ02,UT05,CUS0026,CH03,318.4,39547,12592000.0,3778000.0,8814000.0,30.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00481,20240412,PJ02,UT02,CUS0155,CH02,88.2,32033,2825000.0,706000.0,2119000.0,25.0,Off-Plan 10-Year,True,0.034,96000.0,Signed
SL00482,20240602,PJ06,UT04,CUS0008,CH04,177.8,38707,6882000.0,1720000.0,5162000.0,25.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00483,20231205,PJ06,UT01,CUS0147,CH05,44.5,39021,1736000.0,260000.0,1476000.0,15.0,Off-Plan 8-Year,True,,13900.0,Signed
SL00484,20240411,PJ04,UT07,CUS0106,CH04,523.1,30048,15718000.0,2358000.0,13360000.0,15.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00485,20240310,PJ08,UT08,CUS0012,CH01,56.2,92122,5177000.0,1294000.0,3883000.0,25.0,5-Year Installment,False,0.0,0.0,Signed
SL00486,20241101,PJ01,UT04,CUS0139,CH01,233.7,32501,7595000.0,7595000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00487,20230207,PJ06,UT05,CUS0008,CH02,347.9,43247,0.0,0.0,0.0,100.0,Cash,False,,0.0,Cancelled
SL00488,20230807,PJ06,UT03,CUS0140,CH03,149.5,34230,5117000.0,1535000.0,3582000.0,30.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00489,20241202,PJ06,UT02,CUS0133,CH03,81.0,43366,3513000.0,878000.0,2635000.0,25.0,Off-Plan 8-Year,True,,0.0,Signed
SL00490,20241024,PJ07,UT01,CUS0125,CH01,50.5,48688,2459000.0,246000.0,2213000.0,10.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00491,20231206,PJ08,UT08,CUS0035,CH01,50.1,82782,4147000.0,415000.0,3732000.0,10.0,5-Year Installment,False,0.0,0.0,Signed
SL00492,20240405,PJ02,UT07,CUS0050,CH02,536.9,24490,13149000.0,1972000.0,11177000.0,15.0,Off-Plan 10-Year,True,0.03,394500.0,Signed
SL00493,20230804,PJ01,UT05,CUS0165,CH04,289.5,38098,11029000.0,3309000.0,7720000.0,,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00494,20230528,PJ01,UT05,CUS0042,CH02,252.8,35984,9097000.0,9097000.0,0.0,100.0,Cash,False,0.036,327500.0,Signed
SL00495,20231210,PJ03,UT02,CUS0063,CH05,90.6,32610,2954000.0,295000.0,2659000.0,10.0,5-Year Installment,False,0.006,17700.0,Signed
SL00496,20230929,PJ08,UT08,CUS0064,CH02,69.2,79308,0.0,0.0,0.0,100.0,Cash,False,0.036,0.0,Cancelled
SL00497,20240309,PJ02,UT02,CUS0153,CH01,98.9,34008,3363000.0,504000.0,2859000.0,15.0,5-Year Installment,False,0.0,0.0,Signed
SL00498,20230305,PJ05,UT05,CUS0031,CH01,358.4,38664,13857000.0,13857000.0,0.0,100.0,Cash ,False,0.0,0.0,Signed
SL00499,20241216,PJ01,UT07,CUS0166,CH02,488.0,25749,12566000.0,1885000.0,10681000.0,15.0,Off-Plan 8-Year,True,0.035,439800.0,Signed
SL00500,20241223,PJ06,UT05,CUS0075,CH01,355.5,52860,18792000.0,5638000.0,0.0,30.0,Off-Plan 8-Year,True,0.0,0.0,Under Review
SL00501,20240604,PJ04,UT07,CUS0052,CH01,404.4,29822,12060000.0,1206000.0,10854000.0,10.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00502,20240130,PJ08,UT08,CUS0002,CH01,65.7,98248,6455000.0,1614000.0,4841000.0,25.0,5-Year Installment,False,,0.0,Signed
SL00503,20230826,PJ06,UT01,CUS0094,CH04,42.9,39079,1676000.0,1676000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00504,20240829,PJ06,UT04,CUS0070,CH05,214.8,38873,8350000.0,2088000.0,6262000.0,25.0,Off-Plan 10-Year,True,0.007,58400.0,Signed
SL00505,20240525,PJ04,UT04,CUS0073,CH04,239.4,38035,9106000.0,2732000.0,6374000.0,30.0,5-Year Installment,False,0.0,0.0,Signed
SL00506,20230508,PJ04,UT05,CUS0117,CH02,327.2,41243,13495000.0,13495000.0,0.0,100.0,Cash,False,0.027,364400.0,Signed
SL00507,20241107,PJ01,UT05,CUS0004,CH03,325.9,42531,13861000.0,13861000.0,0.0,100.0,Cash,False,0.0,0.0,Under Review
SL00508,20240905,PJ04,UT07,CUS0048,CH04,374.1,29283,10955000.0,2739000.0,8216000.0,25.0,5-Year Installment,False,0.0,0.0,Signed
SL00509,20241202,PJ02,UT04,CUS0152,CH01,227.5,29710,6759000.0,1352000.0,5407000.0,,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00510,20240627,PJ06,UT05,CUS0021,CH02,235.8,51148,12061000.0,2412000.0,9649000.0,20.0,5-Year Installment,False,0.032,386000.0,Signed
SL00511,20240331,PJ06,UT05,CUS0105,CH01,373.1,49163,18343000.0,18343000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00512,20231112,PJ06,UT03,CUS0051,CH01,132.4,33267,4405000.0,4405000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00513,20241121,PJ10,UT08,CUS0121,CH03,72.5,91771,6653000.0,1996000.0,4657000.0,30.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00514,20241007,PJ06,UT05,CUS0090,CH05,342.8,53104,18204000.0,4551000.0,13653000.0,25.0,Off-Plan 10-Year,True,0.009,163800.0,Signed
SL00515,20230206,PJ06,UT05,CUS0004,CH02,220.2,43354,9547000.0,1909000.0,7638000.0,20.0,5-Year Installment,False,0.024,229100.0,Signed
SL00516,20230122,PJ01,UT05,CUS0171,CH01,349.7,36854,12888000.0,1933000.0,10955000.0,15.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00517,20231015,PJ06,UT03,CUS0012,CH01,141.7,34076,4829000.0,4829000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00518,20240827,PJ06,UT03,CUS0010,CH01,127.1,40038,5089000.0,763000.0,4326000.0,15.0,5-Year Installment,False,0.0,0.0,Signed
SL00519,20241224,PJ01,UT07,CUS0110,CH02,550.2,27127,14925000.0,14925000.0,0.0,100.0,Cash,False,0.03,447800.0,Signed
SL00520,20230429,PJ05,UT04,CUS0154,CH03,189.7,28597,5425000.0,814000.0,4611000.0,15.0,Off-Plan 10-Year,True,0.0,0.0,signed
SL00521,20240317,PJ06,UT01,CUS0159,CH05,43.8,47756,0.0,0.0,0.0,25.0,Off-Plan 8-Year,True,0.009,0.0,Cancelled
SL00522,20231018,PJ02,UT07,CUS0118,CH01,327.3,19030,6229000.0,623000.0,5606000.0,10.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00523,20241214,PJ06,UT04,CUS0055,CH03,182.9,36871,6744000.0,1012000.0,5732000.0,15.0,5-Year Installment,False,0.0,0.0,Signed
SL00524,20240920,PJ06,UT05,CUS0076,CH03,293.4,48488,14226000.0,14226000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00525,20240917,PJ10,UT08,CUS0023,CH03,84.8,85978,7291000.0,1823000.0,5468000.0,25.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00526,20231213,PJ01,UT06,CUS0131,CH02,277.6,25061,6957000.0,696000.0,6261000.0,10.0,Off-Plan 8-Year,True,0.027,187800.0,Signed
SL00527,20231110,PJ01,UT06,CUS0019,CH02,242.7,23694,5751000.0,1150000.0,0.0,20.0,Off-Plan 8-Year ,True,0.025,143800.0,Under Review
SL00528,20230801,PJ01,UT04,CUS0095,CH05,248.5,26618,6615000.0,1984000.0,4631000.0,30.0,Off-Plan 8-Year,True,0.006,39700.0,Signed
SL00529,20230216,PJ06,UT04,CUS0098,CH01,181.7,33075,6010000.0,1803000.0,4207000.0,30.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00530,20241006,PJ04,UT05,CUS0006,CH02,262.9,49519,13019000.0,3906000.0,9113000.0,30.0,Off-Plan 8-Year,True,0.03,390600.0,Signed
SL00531,20240828,PJ04,UT04,CUS0087,CH01,173.8,37458,6510000.0,1302000.0,5208000.0,20.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00532,20241231,PJ02,UT03,CUS0078,CH05,165.8,31343,5197000.0,1559000.0,3638000.0,30.0,Off-Plan 10-Year,True,0.007,36400.0,Signed
SL00533,20241230,PJ10,UT08,CUS0164,CH02,50.5,88402,4464000.0,446000.0,0.0,10.0,Off-Plan 10-Year,True,0.029,129500.0,Under Review
SL00534,20240216,PJ05,UT05,CUS0007,CH03,347.6,47453,16495000.0,2474000.0,14021000.0,15.0,5-Year Installment,False,0.0,0.0,Signed
SL00535,20240729,PJ09,UT08,CUS0033,CH03,70.7,85356,6035000.0,1509000.0,4526000.0,,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00536,20241129,PJ04,UT06,CUS0080,CH02,317.6,32270,10249000.0,3075000.0,7174000.0,30.0,5-Year Installment,False,0.035,358700.0,Signed
SL00537,20240925,PJ08,UT08,CUS0140,CH05,83.3,95873,7986000.0,1597000.0,6389000.0,20.0,Off-Plan 10-Year,True,0.013,103800.0,Signed
SL00538,20230713,PJ10,UT08,CUS0019,CH01,78.4,74547,5844000.0,5844000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00539,20231203,PJ06,UT04,CUS0093,CH04,214.0,31934,6834000.0,683000.0,0.0,10.0,Off-Plan 8-Year,True,0.0,0.0,Under Review
SL00540,20230413,PJ06,UT04,CUS0028,CH04,184.2,32357,5960000.0,5960000.0,0.0,,Cash,False,0.0,0.0,Signed
SL00541,20241204,PJ06,UT01,CUS0055,CH01,53.5,44979,2406000.0,602000.0,1804000.0,25.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00542,20240326,PJ01,UT04,CUS0169,CH04,176.3,33554,5916000.0,1775000.0,0.0,30.0,Off-Plan 8-Year,True,0.0,0.0,Under Review
SL00543,20230629,PJ03,UT05,CUS0038,CH02,333.3,38998,12998000.0,12998000.0,0.0,100.0,Cash,False,0.035,454900.0,Signed
SL00544,20240515,PJ03,UT02,CUS0042,CH03,79.4,37046,2941000.0,882000.0,2059000.0,30.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00545,20240404,PJ06,UT01,CUS0162,CH04,43.7,46985,2053000.0,2053000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00546,20231002,PJ04,UT06,CUS0131,CH01,287.9,27494,7916000.0,7916000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00547,20230401,PJ06,UT04,CUS0005,CH02,202.5,31408,6360000.0,1590000.0,4770000.0,25.0,Off-Plan 8-Year,True,0.035,222600.0,Signed
SL00548,20240515,PJ04,UT05,CUS0084,CH02,355.0,48727,17298000.0,17298000.0,0.0,100.0,Cash,False,0.032,553500.0,Signed
SL00549,20240117,PJ04,UT05,CUS0087,CH04,201.0,49226,9894000.0,1979000.0,7915000.0,20.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00550,20240731,PJ06,UT03,CUS0063,CH02,119.5,41443,4952000.0,495000.0,4457000.0,10.0,Off-Plan 10-Year,True,0.037,183200.0,Signed
SL00551,20240117,PJ01,UT06,CUS0157,CH05,295.8,27842,8236000.0,2059000.0,6177000.0,25.0,Off-Plan 10-Year,True,0.015,123500.0,Signed
SL00552,20240927,PJ06,UT03,CUS0122,CH03,145.3,38770,5633000.0,845000.0,4788000.0,15.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00553,20240213,PJ01,UT03,CUS0047,CH01,157.0,33372,5239000.0,1572000.0,3667000.0,30.0,5-Year Installment,False,0.0,0.0,Signed
SL00554,20240220,PJ06,UT01,CUS0161,CH02,61.2,46943,2873000.0,862000.0,2011000.0,30.0,Off-Plan 10-Year,True,0.021,60300.0,Signed
SL00555,20241015,PJ01,UT02,CUS0144,CH02,82.9,36986,3066000.0,460000.0,2606000.0,15.0,Off-Plan 10-Year,True,0.028,85800.0,Signed
SL00556,20231103,PJ01,UT07,CUS0086,CH02,550.9,22495,12392000.0,1859000.0,0.0,15.0,Off-Plan 8-Year,True,0.024,297400.0,Under Review
SL00557,20230416,PJ02,UT05,CUS0109,CH01,250.7,31970,8015000.0,1603000.0,6412000.0,20.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00558,20230124,PJ04,UT06,CUS0046,CH01,320.6,27549,8832000.0,1766000.0,7066000.0,20.0,5-Year Installment,False,0.0,0.0,Signed
SL00559,20240718,PJ06,UT04,CUS0137,CH01,172.3,39773,6853000.0,1371000.0,5482000.0,20.0,5-Year Installment,False,0.0,0.0,Signed
SL00560,20240405,PJ08,UT08,CUS0054,CH01,71.0,95881,6808000.0,1702000.0,5106000.0,25.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00561,20240609,PJ01,UT06,CUS0016,CH04,244.1,28970,7072000.0,707000.0,6365000.0,10.0,5-Year Installment,False,0.0,0.0,Signed
SL00562,20230617,PJ04,UT06,CUS0134,CH04,329.7,27633,9111000.0,9111000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00563,20230418,PJ01,UT02,CUS0048,CH04,93.0,31174,2899000.0,870000.0,2029000.0,30.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00564,20230112,PJ06,UT02,CUS0080,CH02,78.7,35632,0.0,0.0,0.0,10.0,Off-Plan 10-Year,True,,0.0,Cancelled
SL00565,20230927,PJ03,UT03,CUS0175,CH04,115.5,29930,3457000.0,691000.0,2766000.0,20.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00566,20240314,PJ08,UT08,CUS0071,CH01,47.2,98903,4668000.0,1167000.0,3501000.0,25.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00567,20231026,PJ01,UT03,CUS0161,CH03,129.8,28493,3698000.0,1109000.0,2589000.0,30.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00568,20231124,PJ01,UT06,CUS0120,CH05,248.0,25246,6261000.0,1878000.0,4383000.0,30.0,Off-Plan 10-Year,True,0.014,87700.0,signed
SL00569,20241103,PJ03,UT04,CUS0023,CH02,209.4,35001,7329000.0,733000.0,6596000.0,10.0,Off-Plan 8-Year,True,0.035,256500.0,Signed
SL00570,20230925,PJ02,UT02,CUS0153,CH01,78.6,29014,2281000.0,2281000.0,0.0,100.0,Cash,False,0.0,0.0,Under Review
SL00571,20240112,PJ02,UT05,CUS0095,CH01,309.0,40774,12599000.0,3150000.0,9449000.0,25.0,5-Year Installment,False,0.0,0.0,Signed
SL00572,20240808,PJ01,UT06,CUS0083,CH04,298.8,29560,8833000.0,8833000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00573,20231029,PJ02,UT07,CUS0164,CH02,378.8,19780,7493000.0,2248000.0,5245000.0,30.0,Off-Plan 8-Year,True,0.033,247300.0,Signed
SL00574,20240407,PJ06,UT01,CUS0177,CH05,59.7,48170,2876000.0,863000.0,2013000.0,30.0,Off-Plan 8-Year,True,0.013,37400.0,Signed
SL00575,20241005,PJ03,UT04,CUS0100,CH04,240.5,34880,8389000.0,2097000.0,6292000.0,25.0,5-Year Installment,False,0.0,0.0,signed
SL00576,20241202,PJ08,UT08,CUS0176,CH02,56.3,99975,5629000.0,844000.0,4785000.0,15.0,Off-Plan 8-Year,True,0.026,146400.0,signed
SL00577,20230426,PJ01,UT03,CUS0076,CH04,118.6,27551,3268000.0,654000.0,2614000.0,20.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00578,20241117,PJ03,UT04,CUS0059,CH01,215.5,33443,7207000.0,7207000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00579,20231227,PJ03,UT03,CUS0103,CH04,158.8,29346,4660000.0,4660000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00580,20230721,PJ01,UT06,CUS0178,CH02,328.0,24064,7893000.0,2368000.0,5525000.0,30.0,Off-Plan 8-Year,True,0.039,307800.0,Signed
SL00581,20231208,PJ04,UT04,CUS0090,CH01,190.2,31849,0.0,0.0,0.0,15.0,Off-Plan 8-Year,True,0.0,0.0,Cancelled
SL00582,20241220,PJ05,UT05,CUS0168,CH01,228.1,47885,10923000.0,10923000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00583,20231227,PJ06,UT03,CUS0122,CH02,124.3,35012,4352000.0,435000.0,3917000.0,10.0,Off-Plan 8-Year,True,0.037,161000.0,Signed
SL00584,20230910,PJ03,UT03,CUS0030,CH03,157.4,30954,4872000.0,1218000.0,3654000.0,25.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00585,20240415,PJ01,UT07,CUS0139,CH03,554.0,26503,14683000.0,4405000.0,10278000.0,30.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00586,20230708,PJ03,UT02,CUS0046,CH01,88.5,32134,2844000.0,427000.0,2417000.0,15.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00587,20230304,PJ04,UT07,CUS0045,CH01,388.0,24450,9487000.0,1423000.0,0.0,15.0,Off-Plan 10-Year,True,0.0,0.0,Under Review
SL00588,20230412,PJ05,UT05,CUS0074,CH01,252.0,37888,9548000.0,2864000.0,6684000.0,30.0,5-Year Installment,False,0.0,0.0,Signed
SL00589,20230412,PJ08,UT08,CUS0104,CH02,52.8,82624,4363000.0,4363000.0,0.0,100.0,Cash,False,0.031,135300.0,Signed
SL00590,20230430,PJ02,UT02,CUS0180,CH02,79.0,26938,2128000.0,2128000.0,0.0,100.0,Cash,False,0.023,48900.0,Signed
SL00591,20230420,PJ06,UT04,CUS0170,CH03,243.4,32216,7841000.0,1568000.0,6273000.0,20.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00592,20240421,PJ06,UT01,CUS0001,CH02,42.8,48161,2061000.0,515000.0,1546000.0,25.0,Off-Plan 8-Year,True,0.032,66000.0,Signed
SL00593,20230523,PJ08,UT08,CUS0034,CH02,71.6,83540,5981000.0,1794000.0,4187000.0,30.0,5-Year Installment,False,0.032,191400.0,Signed
SL00594,20230923,PJ06,UT01,CUS0138,CH02,55.1,38860,2141000.0,642000.0,1499000.0,30.0,Off-Plan 10-Year ,True,0.021,45000.0,signed
SL00595,20241029,PJ01,UT04,CUS0028,CH01,237.7,30906,7346000.0,1836000.0,5510000.0,25.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00596,20231216,PJ02,UT07,CUS0054,CH02,532.2,19967,0.0,0.0,0.0,25.0,Off-Plan 10-Year,True,0.032,0.0,Cancelled
SL00597,20240512,PJ03,UT03,CUS0133,CH02,138.4,33914,4694000.0,1174000.0,3520000.0,25.0,Off-Plan 10-Year,True,0.024,112700.0,Signed
SL00598,20230516,PJ04,UT07,CUS0156,CH02,332.2,25147,8354000.0,1671000.0,6683000.0,,5-Year Installment,False,0.04,334200.0,Signed
SL00599,20230531,PJ03,UT03,CUS0122,CH01,122.7,31338,3845000.0,3845000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00600,20230203,PJ06,UT02,CUS0050,CH02,89.9,37187,3343000.0,334000.0,3009000.0,10.0,Off-Plan 8-Year ,True,0.035,117000.0,Signed
SL00601,20230513,PJ04,UT04,CUS0110,CH02,219.5,31144,6836000.0,1025000.0,5811000.0,15.0,Off-Plan 8-Year,True,0.034,232400.0,Signed
SL00602,20230805,PJ07,UT01,CUS0161,CH01,41.1,43678,1795000.0,538000.0,1257000.0,30.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00603,20230519,PJ01,UT02,CUS0107,CH01,81.2,30669,0.0,0.0,0.0,100.0,Cash,False,0.0,0.0,Cancelled
SL00604,20230313,PJ05,UT05,CUS0147,CH02,300.4,38609,11598000.0,2320000.0,0.0,20.0,Off-Plan 10-Year,True,0.035,405900.0,Under Review
SL00605,20230406,PJ07,UT01,CUS0027,CH04,42.4,42084,1784000.0,446000.0,0.0,25.0,Off-Plan 8-Year,True,0.0,0.0,Under Review
SL00606,20231209,PJ04,UT05,CUS0097,CH02,351.0,41276,14488000.0,1449000.0,13039000.0,10.0,5-Year Installment,False,0.033,478100.0,Signed
SL00607,20230611,PJ05,UT05,CUS0141,CH02,371.4,40440,0.0,0.0,0.0,10.0,Off-Plan 8-Year,True,0.036,0.0,Cancelled
SL00608,20231006,PJ01,UT04,CUS0154,CH01,190.4,27328,5203000.0,1301000.0,3902000.0,25.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00609,20240104,PJ04,UT04,CUS0139,CH03,235.2,38087,8958000.0,896000.0,8062000.0,10.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00610,20240529,PJ05,UT04,CUS0087,CH05,193.0,34287,6617000.0,1323000.0,5294000.0,20.0,Off-Plan 8-Year,True,0.015,99300.0,Signed
SL00611,20230201,PJ03,UT02,CUS0102,CH02,91.3,33160,3028000.0,606000.0,2422000.0,20.0,Off-Plan 8-Year,True,,69600.0,Signed
SL00612,20240819,PJ04,UT06,CUS0148,CH05,334.3,33997,11365000.0,1136000.0,0.0,10.0,5-Year Installment,False,0.009,102300.0,Under Review
SL00613,20240411,PJ07,UT01,CUS0042,CH02,52.8,48531,2562000.0,2562000.0,0.0,100.0,Cash,False,0.027,69200.0,Signed
SL00614,20230308,PJ03,UT03,CUS0098,CH02,167.0,31277,5223000.0,1045000.0,4178000.0,20.0,5-Year Installment,False,0.035,182800.0,Signed
SL00615,20241013,PJ05,UT03,CUS0123,CH01,131.0,37484,4910000.0,1228000.0,3682000.0,25.0,Off-Plan 8-Year,True,0.0,0.0,Signed
